Name,STARmeter,Known for
Freny Bhagat Nurse  Nurse  See fewer,Members only,3 Idiots (2009)
Dinyar Contractor  Actor  Actor  See fewer,Members only,Baadshah (1999)
Nauheed Cyrusi  Actress  Actress  See fewer,Members only,Bhoothnath (2008)
Kavin Dave Sarosh  Sarosh  See fewer,Members only,My Name Is Khan (2010)
Kurush Deboo Sorab  Sorab  See fewer,Members only,Munna Bhai M.B.B.S. (2003)
Boman Irani Farhad Pastakia  Farhad Pastakia  See fewer,Members only,3 Idiots (2009)
Daisy Irani Nargis Pastakia / Farhad's mother  Nargis Pastakia / Farhad's mother  See fewer,Members only,Happy New Year (I) (2014)
Farah Khan Shirin Fugawala  Shirin Fugawala  See fewer,Members only,Om Shanti Om (2007)
Mahabanoo Mody-Kotwal Shirin's Aunt  Shirin's Aunt  See fewer,Members only,Black (2005)
Tanay Sarda Rustom  Rustom  See fewer,Members only,Goliyon Ki Rasleela Ram-Leela (2013)
Shammi Farhad's grandmother  Farhad's grandmother  See fewer,Members only,Sangdil (1952)
