Name,STARmeter,Known for
Fionnula Flanagan Narrator (voice)  Narrator (voice)  See fewer,Top 5000,The Others (2001)
Peter Quinn Himself - Author  Himself - Author  See fewer,Members only,New York: A Documentary Film (1999)
Ric Burns Himself - Documentary Film Director  Himself - Documentary Film Director  See fewer,Members only,American Experience (1988)
"Christine Roussel Herself - Archiving Specialist, Rockefeller Center  Herself - Archiving Specialist, Rockefeller Center  See fewer",Members only,Men at Lunch (2012)
Jim Rasenberger Himself - Non-Fiction Author  Himself - Non-Fiction Author  See fewer,Members only,Mankind Decoded (2013)
Sergio Ferrari Himself - Sculptor  Himself - Sculptor  See fewer,Members only,Que viva Mauricio Demierre (2006)
"Dan Barry Himself - Reporter, The New York Times  Himself - Reporter, The New York Times  See fewer",Members only,The Weekly (2019)
Richard J. Schuler Himself - Iron Worker  Himself - Iron Worker  See fewer,Members only,Men at Lunch (2012)
Kevin P. Murphy Himself - Iron Worker  Himself - Iron Worker  See fewer,Members only,Men at Lunch (2012)
Joe Woolhead Himself - Photographer  Himself - Photographer  See fewer,Members only,16 Acres (2012)
Maria Tecce Herself - Singer  Herself - Singer  See fewer,Members only,The Honeymooners (2005)
"Ken Johnston Himself - Archivist, Corbis Images  Himself - Archivist, Corbis Images  See fewer",Members only,Men at Lunch (2012)
"Michael Whelan Himself - Pub Landlord, Shanaglish, Ireland  Himself - Pub Landlord, Shanaglish, Ireland  See fewer",Members only,Men at Lunch (2012)
Douglas Whelan Himself  Himself  See fewer,Members only,Men at Lunch (2012)
Anne Whelan Herself  Herself  See fewer,Members only,Men at Lunch (2012)
Pat Glynn Himself  Himself  See fewer,Members only,Men at Lunch (2012)
Patrick O'Shaughnessy Himself  Himself  See fewer,Members only,Men at Lunch (2012)
Niall O'Dowd Himself - Journalist  Himself - Journalist  See fewer,Members only,30 for 30: Soccer Stories (2014)
Herbert Hoover Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Public Be Damned (1917)
Franklin D. Roosevelt Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The President's Mystery (1936)
Babe Ruth Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Speedy (1928)
