Name,STARmeter,Known for
Denny Tedesco Narrator (voice)  Narrator (voice)  See fewer,Members only,Immediate Family
Brian Wilson Himself  Himself  See fewer,Members only,Love & Mercy (2014)
Dick Clark Himself  Himself  See fewer,Members only,American Bandstand (1952)
Cher Herself  Herself  See fewer,Top 5000,Moonstruck (1987)
Herb Alpert Himself  Himself  See fewer,Members only,Never Say Never Again (1983)
Glen Campbell Himself  Himself  See fewer,Members only,True Grit (1969)
Nancy Sinatra Herself  Herself  See fewer,Members only,Kill Bill: Vol. 1 (2003)
Micky Dolenz Himself  Himself  See fewer,Members only,The Monkees (1966)
Jimmy Webb Himself  Himself  See fewer,Members only,Heat (1995)
Carol Kaye Herself  Herself  See fewer,Members only,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!? (1964)
Bones Howe Himself  Himself  See fewer,Members only,Back to the Future (1985)
Al Casey Himself  Himself  See fewer,Members only,The Dick Clark Show (1958)
Earl Palmer Himself  Himself  See fewer,Members only,Pretty Woman (1990)
Hal Blaine Himself  Himself  See fewer,Members only,Love & Mercy (2014)
Tommy Tedesco Himself  Himself  See fewer,Members only,Gloria (1980)
Larry Levine Himself - Gold Star Engineer  Himself - Gold Star Engineer  See fewer,Members only,Joe Cocker: Mad Dogs & Englishmen (1971)
Stan Ross Himself - Gold Star Engineer  Himself - Gold Star Engineer  See fewer,Members only,The Spectre of Edgar Allan Poe (1974)
Dave Gold Himself - Gold Star Engineer  Himself - Gold Star Engineer  See fewer,Members only,The Wrecking Crew! (2008)
Don Randi Himself  Himself  See fewer,Members only,Stacey (1973)
Lou Adler Himself  Himself  See fewer,Members only,Up in Smoke (1978)
Plas Johnson Himself  Himself  See fewer,Members only,Touch of Evil (1958)
Bill Pittman Himself  Himself  See fewer,Members only,Futurestates (2010)
Joe Osborn Himself  Himself  See fewer,Members only,Rude Awakening (1989)
Leon Russell Himself  Himself  See fewer,Members only,Ghost Rider (2007)
Snuff Garrett Himself  Himself  See fewer,Members only,Vertical Limit (2000)
H.B. Barnum Himself  Himself  See fewer,Members only,Pulp Fiction (1994)
Lew McCreary Himself  Himself  See fewer,Members only,Godzilla (I) (1998)
Julius Wechter Himself  Himself  See fewer,Members only,White House Down (2013)
Al Jardine Himself  Himself  See fewer,Members only,Americathon (1979)
Carmie Tedesco Herself  Herself  See fewer,Members only,The Wrecking Crew! (2008)
Joe Saraceno Himself  Himself  See fewer,Members only,Inherent Vice (2014)
Chuck Berghofer Himself  Himself  See fewer,Members only,Bird (1988)
Roger McGuinn Himself  Himself  See fewer,Members only,Easy Rider (1969)
Gary Lewis Himself  Himself  See fewer,Members only,Rock-a-Bye Baby (1958)
Peter Tork Himself  Himself  See fewer,Members only,The Monkees (1966)
Frank Zappa Himself  Himself  See fewer,Members only,Baby Snakes (1979)
The Association Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,Congo (1995)
Frankie Avalon Frankie (archive footage)  Frankie (archive footage)  See fewer,Members only,Grease (1978)
Chuck Barris Himself (archive footage)  Himself (archive footage)  See fewer,Members only,X-Men: First Class (2011)
The Beach Boys Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,Pirate Radio (2009)
Sonny Bono Himself (archive footage)  Himself (archive footage)  See fewer,Members only,The Sonny and Cher Show (1976)
Dennis Budimir Himself (archive footage)  Himself (archive footage)  See fewer,Members only,"Blood In, Blood Out (1993)"
James Burton Himself (archive footage)  Himself (archive footage)  See fewer,Members only,The Guardian (I) (2006)
The Byrds Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,Forrest Gump (1994)
Sam Cooke Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Innerspace (1987)
Sammy Davis Jr. Himself (archive footage)  Himself (archive footage)  See fewer,Members only,The Cannonball Run (1981)
Jerry Dunphy Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Hard to Kill (1990)
Gary Lewis & The Playboys Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,The Family Jewels (1965)
Jan & Dean Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,Blast from the Past (1999)
Davy Jones Davy (archive footage)  Davy (archive footage)  See fewer,Members only,The Monkees (1966)
Barney Kessel Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Touch of Evil (1958)
Larry Knechtel Himself  Himself  See fewer,Members only,Last Summer (1969)
Kurt Loder Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Get Him to the Greek (2010)
Mike Love Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Cocktail (1988)
The Mamas and the Papas Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,The One I Love (2014)
Dean Martin Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Rio Bravo (1959)
The Monkees Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,The Monkees (1966)
Ricky Nelson Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,The Adventures of Ozzie and Harriet (1952)
Michael Nesmith Mike (archive footage)  Mike (archive footage)  See fewer,Members only,The Monkees (1966)
Don Peake Himself (archive footage)  Himself (archive footage)  See fewer,Members only,The People Under the Stairs (1991)
John Phillips Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Cocktail (1988)
Michelle Phillips Herself (archive footage)  Herself (archive footage)  See fewer,Members only,Knots Landing (1979)
Dave Brubeck Quartet Themselves (archive footage)  Themselves (archive footage)  See fewer,Members only,Baby Driver (2017)
Howard Roberts Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Lord Shango (1975)
Frank Sinatra Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,The Manchurian Candidate (1962)
Phil Spector Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Top Gun (1986)
Ronnie Spector Herself (archive footage)  Herself (archive footage)  See fewer,Members only,Jingle All the Way (1996)
