Name,STARmeter,Known for
Seth Rogen Himself  Himself  See fewer,Top 500,This Is the End (2013)
Seth Green Himself  Himself  See fewer,Top 5000,Austin Powers in Goldmember (2002)
Guillermo del Toro Himself  Himself  See fewer,Top 5000,Pan's Labyrinth (2006)
Kevin Smith Himself  Himself  See fewer,Top 500,Clerks (1994)
Kenneth Branagh Himself  Himself  See fewer,Top 5000,Henry V (1989)
Corey Feldman Himself  Himself  See fewer,Top 5000,Stand by Me (1986)
Eli Roth Himself  Himself  See fewer,Top 5000,Cabin Fever (2002)
Thomas Jane Himself  Himself  See fewer,Top 5000,Deep Blue Sea (1999)
Edgar Wright Himself  Himself  See fewer,Top 5000,Shaun of the Dead (2004)
Joss Whedon Himself  Himself  See fewer,Top 5000,Buffy the Vampire Slayer (1997)
Adrianne Curry Salve Leia  Salve Leia  See fewer,Members only,Hot Properties (2005)
Stan Lee Himself  Himself  See fewer,Top 5000,Spider-Man: Homecoming (2017)
Paul Scheer Himself  Himself  See fewer,Members only,The League (I) (2009)
Frank Miller Himself  Himself  See fewer,Members only,Sin City (2005)
Matt Groening Himself  Himself  See fewer,Members only,The Simpsons (1989)
Jamison Newlander Himself  Himself  See fewer,Members only,The Lost Boys (1987)
Todd McFarlane Himself  Himself  See fewer,Members only,Venom (2018)
Gerard Way Himself  Himself  See fewer,Members only,The Umbrella Academy (2019)
Alicia Arden Princess Leia  Princess Leia  See fewer,Members only,Enemy Within (II) (2016)
Grant Morrison Himself  Himself  See fewer,Members only,Happy! (2017)
Paul Dini Himself  Himself  See fewer,Members only,Batman: The Animated Series (1992)
Jon Schnepp Himself  Himself  See fewer,Members only,The ABCs of Death (2012)
Holly Conrad Herself  Herself  See fewer,Members only,Shelf Life (2011)
Harry Jay Knowles Himself  Himself  See fewer,Members only,The Faculty (1998)
Joe Quesada Himself  Himself  See fewer,Members only,Iron Man (2008)
Jessica Merizan  Actress  Actress  See fewer,Members only,Mines 'n Crafts (2015)
Tim Sheridan Himself  Himself  See fewer,Members only,Masters of the Universe: Revelation
Scott Mantz Himself  Himself  See fewer,Members only,Access Hollywood (1996)
Mish'al Samman Himself  Himself  See fewer,Members only,Lumpia: With a Vengeance
Matt Fraction Himself  Himself  See fewer,Members only,Casanova
Maksim Stoyalov Himself  Himself  See fewer,Members only,Rayon tmy (2015)
Scott Rogers Himself  Himself  See fewer,Members only,God of War (2005)
Andrew O. Page Himself (as Andrew Page)  Himself (as Andrew Page)  See fewer,Members only,The Demolitionist (1995)
Darrin Forsythe Featured Darth Vader  Featured Darth Vader  See fewer,Members only,Blackmark (2018)
Jamin Fite Himself  Himself  See fewer,Members only,Sigh No More Mortals (1997)
James Darling  Actor  Actor  See fewer,Members only,Music and Lyrics (2007)
Michael Bender Himself  Himself  See fewer,Members only,Super Power Beat Down (2012)
Timothy Bradstreet Himself  Himself  See fewer,Members only,Blade II (2002)
Skip Harvey Himself  Himself  See fewer,Members only,A Horrible Way to Die (2010)
Eric Henson Himself  Himself  See fewer,Members only,Comic-Con Episode IV: A Fan's Hope (2011)
Stephenie Werner  Actress  Actress  See fewer,Members only,Comic-Con Episode IV: A Fan's Hope (2011)
Dustin Rachuy Himself / as Death Cosplayer  Himself / as Death Cosplayer  See fewer,Members only,Power Rangers Wild Force (2002)
Steven Seuferer Himself / Captain America Cosplayer  Himself / Captain America Cosplayer  See fewer,Members only,Comic-Con Episode IV: A Fan's Hope (2011)
S.K. Darling  Actress (as Se Young Kang)  Actress (as Se Young Kang)  See fewer,Members only,Stoker (2013)
Sean Walsh  Actor (as Tank Rigormortis)  Actor (as Tank Rigormortis)  See fewer,Members only,Comic-Con Episode IV: A Fan's Hope (2011)
Kevin Gaussoin Himself  Himself  See fewer,Members only,SDCC 2018 - Supergirl Interviews - Jesse Rath - Brainiac-5 Querl Dox (2018)
Chuck Rozanski Himself  Himself  See fewer,Members only,Groovey.TV's Celebration of Badassery Interview Series (2009)
Tayler Hudson  Actor  Actor  See fewer,Members only,Comic-Con Episode IV: A Fan's Hope (2011)
Mike Carbonaro Himself  Himself  See fewer,Members only,Comic Book America with Mike Carbonaro (2015)
Edgar Gallego Himself  Himself  See fewer,Members only,Scream Awards 2008 (2008)
Eric Cajiuat Jedi Elvis (uncredited)  Jedi Elvis (uncredited)  See fewer,Members only,The Hit Girl (2013)
Chris Calilung Himself (uncredited)  Himself (uncredited)  See fewer,Members only,The Next Kill (2018)
Tobias Canto Jr. Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Knock Knock (I) (2017)
Brian Fitzharris Himself / Hot Wheels Rep (uncredited)  Himself / Hot Wheels Rep (uncredited)  See fewer,Members only,Barbie: Star Light Adventure (2016)
Jen King Mothra (uncredited)  Mothra (uncredited)  See fewer,Members only,Comic Book Men (2012)
Paula Labaredas Princess Leia (uncredited)  Princess Leia (uncredited)  See fewer,Members only,Selfie Girl a Barbie Girl Parody (2015)
