Name,STARmeter,Known for
Yann Yann Yeo Hwee Leng  Hwee Leng  See fewer,Members only,Wet Season (2019)
Tian Wen Chen Teck (as Tianwen Chen)  Teck (as Tianwen Chen)  See fewer,Members only,One Last Dance (2006)
Angeli Bayani Terry  Terry  See fewer,Members only,Melancholia (2008)
Jia Ler Koh Jiale  Jiale  See fewer,Members only,Wet Season (2019)
Peter Wee Discipline Master  Discipline Master  See fewer,Members only,Ilo Ilo (2013)
Jo Kukathas School Principal  School Principal  See fewer,Members only,The Red Kebaya (2006)
Naomi Toh English Teacher (Mrs Ong)  English Teacher (Mrs Ong)  See fewer,Members only,The Faith of Anna Waters (2016)
Stephanie Kiong Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Jia Min Chantel Teo Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Zhi Fang Xu Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Sea Moi Lee Teacher  Teacher  See fewer,Members only,Repossession (2019)
James Ng Teacher  Teacher  See fewer,Members only,Supot (2016)
Sook Fen Wong Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Siow Phing Tan Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Aizuddiin Nasser Teacher (as Muhd Aizuddin Bin Nasser)  Teacher (as Muhd Aizuddin Bin Nasser)  See fewer,Members only,Serangoon Road (2013)
Kamal Bin Abdul Rahim Teacher  Teacher  See fewer,Members only,Ilo Ilo (2013)
Delwin Neo Fat Boy  Fat Boy  See fewer,Members only,Ilo Ilo (2013)
Bai Cheng Pow Prefect  Prefect  See fewer,Members only,Ilo Ilo (2013)
Wei Ren Lian Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Wei Jun Lian Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Jie Ren Ching Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Zaren Lee Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Keith Soh Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Ethan Tay Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Dickman Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Kieron Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Audemars Neo Classmate / Neighbourhood Kid  Classmate / Neighbourhood Kid  See fewer,Members only,Ilo Ilo (2013)
Calvin Keng Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Alexander Tang Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Shu Teck Ko Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Benjamin Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Jovian Kee Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Wei Feng Lim Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Marcus Yong Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Daryl Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Mao Xian Wooi Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Zaccary Lee Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Rey Ang Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Roy Ang Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Joshua Khoo Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Guo Yang Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Vayden Lam Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Zhen Kai Chia Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Bing Xuan Chia Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Zhong Sing Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Ryan Tan Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Kafai Tang Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Shao En Lim Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Jia Jian Ng Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
James Yap Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Nicholas Seng Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Keith Chua Classmate  Classmate  See fewer,Members only,A Quiet Night In (2018)
Zhong Xian Ong Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Muhammad Irfan Classmate  Classmate  See fewer,Members only,Dekh Magar Pyaar Say (2015)
Ryan Pinto Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Ahmad Mirza Bin Mohammad Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Faizzah Ely Bte Abdullah Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Rasikeshewarad Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Daniel Buono Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Aaron Jacob Buono Classmate  Classmate  See fewer,Members only,Ilo Ilo (2013)
Wui Seng Cheong Deceased Grandpa  Deceased Grandpa  See fewer,Members only,Chicken Rice War (2000)
Grace Jean Cruz Maid Next Door  Maid Next Door  See fewer,Members only,Ilo Ilo (2013)
Jennyfer C. Yesca Teresa's Sister (voice)  Teresa's Sister (voice)  See fewer,Members only,Ilo Ilo (2013)
Pamela Wildheart Salon Owner  Salon Owner  See fewer,Members only,Ilo Ilo (2013)
Judee Bendiola Hairdresser  Hairdresser  See fewer,Members only,Paano ko sasabihin? (2009)
Dickie Jade Salon Customer  Salon Customer  See fewer,Members only,Ilo Ilo (2013)
Angel Sadaya Miel Salon Customer  Salon Customer  See fewer,Members only,Ilo Ilo (2013)
Cynthia Esperida Salon Customer  Salon Customer  See fewer,Members only,Ilo Ilo (2013)
