Name,STARmeter,Known for
Arnold Schwarzenegger The Terminator  The Terminator  See fewer,65,Predator (1987)
Linda Hamilton Sarah Connor  Sarah Connor  See fewer,9,The Terminator (1984)
Edward Furlong John Connor  John Connor  See fewer,22,American History X (1998)
Robert Patrick T-1000  T-1000  See fewer,Top 5000,The Faculty (1998)
Earl Boen Dr. Silberman  Dr. Silberman  See fewer,Members only,The Terminator (1984)
Joe Morton Miles Dyson  Miles Dyson  See fewer,Top 5000,Eureka (2006)
S. Epatha Merkerson Tarissa Dyson  Tarissa Dyson  See fewer,Members only,Law & Order (1990)
Castulo Guerra Enrique Salceda  Enrique Salceda  See fewer,Members only,The Usual Suspects (1995)
Danny Cooksey Tim  Tim  See fewer,Top 5000,Salute Your Shorts (1991)
Jenette Goldstein Janelle Voight  Janelle Voight  See fewer,Top 5000,Aliens (1986)
Xander Berkeley Todd Voight  Todd Voight  See fewer,Top 5000,Air Force One (1997)
Leslie Hamilton Gearren Twin Sarah  Twin Sarah  See fewer,Members only,Terminator 2: Judgment Day (1991)
Ken Gibbel Douglas  Douglas  See fewer,Members only,Dark Seduction (2015)
Robert Winley Cigar Biker  Cigar Biker  See fewer,Members only,Near Dark (1987)
Peter Schrum Lloyd (as Pete Schrum)  Lloyd (as Pete Schrum)  See fewer,Members only,Trancers (1984)
Shane Wilder Trucker  Trucker  See fewer,Members only,Ballistic (1995)
Michael Edwards Old John Connor  Old John Connor  See fewer,Members only,Mommie Dearest (1981)
Jared Lounsbery Kid  Kid  See fewer,Members only,Terminator 2: Judgment Day (1991)
Casey Chavez Kid  Kid  See fewer,Members only,Terminator 2: Judgment Day (1991)
Ennalls Berl Bryant  Bryant  See fewer,Members only,Casualties of War (1989)
Don Lake Mossberg  Mossberg  See fewer,Members only,Zootopia (2016)
Richard Vidan Weatherby  Weatherby  See fewer,Members only,Scarecrows (1988)
Tom McDonald Cop  Cop  See fewer,Members only,Knight Rider (1982)
Jim Palmer Jock 1  Jock 1  See fewer,Members only,Guardians of the Galaxy Vol. 2 (2017)
Gerard G. Williams Jock 2  Jock 2  See fewer,Members only,Battleship (2012)
Gwenda Deacon Night Nurse  Night Nurse  See fewer,Members only,L.A. Confidential (1997)
Don Stanton Lewis the Guard  Lewis the Guard  See fewer,Members only,Looney Tunes: Back in Action (2003)
Dan Stanton Lewis as T-1000  Lewis as T-1000  See fewer,Members only,"Good Morning, Vietnam (1987)"
Colin Patrick Lynch Attendant  Attendant  See fewer,Members only,A Lot Like Love (2005)
