Name,STARmeter,Known for
Kevin Hart Dell Scott  Dell Scott  See fewer,Top 5000,Ride Along (2014)
Bryan Cranston Philip Lacasse  Philip Lacasse  See fewer,Top 500,Breaking Bad (2008)
Nicole Kidman Yvonne Pendleton  Yvonne Pendleton  See fewer,Top 500,Moulin Rouge! (2001)
Aja Naomi King Latrice  Latrice  See fewer,Top 5000,The Birth of a Nation (2016)
Jahi Di'Allo Winston Anthony  Anthony  See fewer,Members only,The Dead Don't Die (2019)
Genevieve Angelson Jenny  Jenny  See fewer,Top 5000,True Story (I) (2015)
Golshifteh Farahani Maggie  Maggie  See fewer,Top 5000,Paterson (2016)
Tate Donovan Carter  Carter  See fewer,Top 5000,Argo (2012)
Julianna Margulies Lily  Lily  See fewer,Top 5000,ER (1994)
Suzanne Savoy Charlotte  Charlotte  See fewer,Members only,Better Call Saul (2015)
Michael Quinlan Jack  Jack  See fewer,Members only,The Happening (2008)
James Georgiades Police Sergeant  Police Sergeant  See fewer,Members only,Ransom (1996)
Rachel Christopher Police Officer  Police Officer  See fewer,Members only,The Girl on the Train (I) (2016)
Diego Aguirre Arresting Officer  Arresting Officer  See fewer,Members only,The Punisher (2017)
Fernando Mateo Jr. Rookie Matteo  Rookie Matteo  See fewer,Members only,Gutter (2016)
Kimberly S. Fairbanks Parole Officer (as Kimberly Fairbanks)  Parole Officer (as Kimberly Fairbanks)  See fewer,Members only,Dead Man Down (2013)
Tatiana St. Phard Fast Food Manager  Fast Food Manager  See fewer,Members only,Glass (2019)
Rachel Alana Handler Data Processing Supervisor (as Rachel Handler)  Data Processing Supervisor (as Rachel Handler)  See fewer,Members only,Smothered (2016)
Ricky Garcia Doorman  Doorman  See fewer,Members only,What Happens in Vegas (2008)
J.J. Phillips Guy in Elevator  Guy in Elevator  See fewer,Members only,Furious 7 (2015)
Zak Corrigan Young Man on Couch  Young Man on Couch  See fewer,Members only,The Perfect Murder (2014)
Jayson Ward Williams 'This Ability' Applicant  'This Ability' Applicant  See fewer,Members only,21 Bridges (2019)
Kittson O'Neill Professional Applicant  Professional Applicant  See fewer,Members only,Aftermath (IV) (2017)
Brian Gallagher New Age Applicant  New Age Applicant  See fewer,Members only,Outsiders (I) (2016)
Phillip Chorba Applicant with the Book  Applicant with the Book  See fewer,Members only,Silver Linings Playbook (2012)
Julie Potter Applicant  Applicant  See fewer,Members only,Split (IX) (2016)
Tom Schmitt Interrupted Applicant  Interrupted Applicant  See fewer,Members only,They Are Strangers (2018)
Tyrone Mitchell Henderson School Guard  School Guard  See fewer,Members only,Law & Order (1990)
Christine Chang Teacher  Teacher  See fewer,Members only,New Amsterdam (2018)
Jason Bowen Eamon  Eamon  See fewer,Members only,What's Your Number? (2011)
Pia Mechler Art Dealer  Art Dealer  See fewer,Members only,Devils (2019)
Rigoberto Garcia Grays Papaya Server  Grays Papaya Server  See fewer,Members only,The Jim Gaffigan Show (2015)
Karen Christie-Ward Angela Kowalski (as Karen Christie Ward)  Angela Kowalski (as Karen Christie Ward)  See fewer,Members only,The Son of No One (2011)
John David Miles The Birdman / Papageno  The Birdman / Papageno  See fewer,Members only,Pope: The Most Powerful Man in History (2018)
Indra A. Thomas Queen of the Night (as Indra Thomas)  Queen of the Night (as Indra Thomas)  See fewer,Members only,Driving Miss Daisy (1989)
Mikai Anthony School Friend  School Friend  See fewer,Members only,Jitters (I) (2018)
Jane Moore Party Guest  Party Guest  See fewer,Members only,Annually Retentive (2006)
Madeleine Woolner Caregiver with Lunch  Caregiver with Lunch  See fewer,Members only,The Neon Demon (2016)
Ambur Braid Lyric Soprano at Party  Lyric Soprano at Party  See fewer,Members only,Pop Life (2017)
Erica Brookhyser Mezzo Soprano at Party  Mezzo Soprano at Party  See fewer,Members only,Tristan und Isolde (2010)
John Moore Baritone at Party  Baritone at Party  See fewer,Members only,The Metropolitan Opera HD Live (2006)
Yi Li Tenor at Party  Tenor at Party  See fewer,Members only,The Upside (2017)
Michael William Kondyra Wheelchair Shop Worker (as Michael Kondyra)  Wheelchair Shop Worker (as Michael Kondyra)  See fewer,Members only,Made in Chinatown (2019)
Nick Greece Paragliding Pilot for Philip  Paragliding Pilot for Philip  See fewer,Members only,500 Miles to Nowhere (2014)
Rob Sporrer Paragliding Pilot for Dell  Paragliding Pilot for Dell  See fewer,Members only,The Upside (2017)
James M Adams Opera Patron (uncredited)  Opera Patron (uncredited)  See fewer,Members only,21 Bridges (2019)
Adriana Alveario Woman Walking to Opera (uncredited)  Woman Walking to Opera (uncredited)  See fewer,Members only,Catching Up
Michael Antonio Parolee (uncredited)  Parolee (uncredited)  See fewer,Members only,Caravaggio and My Mother the Pope (2018)
Kristina Aponte Opera Patron (uncredited)  Opera Patron (uncredited)  See fewer,Members only,Creed (II) (2015)
Tariq James Arthur Opera Usher (uncredited)  Opera Usher (uncredited)  See fewer,Members only,We're Here
Gary Ayash Upscale Restaurant Patron (uncredited)  Upscale Restaurant Patron (uncredited)  See fewer,Members only,House of Cards (2013)
David Baechle EMT (uncredited)  EMT (uncredited)  See fewer,Members only,The Worry Doll (2019)
Tony Barber Opera Usher (uncredited)  Opera Usher (uncredited)  See fewer,Members only,The Turtle Dreamers
Ronen Bay Weed Dealer (uncredited)  Weed Dealer (uncredited)  See fewer,Members only,Static Memory (2018)
Robert Benn Ice Cream Parlor (uncredited)  Ice Cream Parlor (uncredited)  See fewer,Members only,Delayed Gratification (2017)
Kevin D. Benton Opera Patron (uncredited)  Opera Patron (uncredited)  See fewer,Members only,Creed (II) (2015)
Robert Bizik Restaurant Patron (uncredited)  Restaurant Patron (uncredited)  See fewer,Members only,Limitless (I) (2011)
Sharonda Harris Bunton Store Associate for Rainbow Store (uncredited)  Store Associate for Rainbow Store (uncredited)  See fewer,Members only,Spending Thanksgiving with the Moretti's (2016)
Heather Capuano Opera Patron (uncredited)  Opera Patron (uncredited)  See fewer,Members only,21 Bridges (2019)
Brant Casey Opera Patron / Party Guest (uncredited)  Opera Patron / Party Guest (uncredited)  See fewer,Members only,House of Cards (2013)
Lyman Chen Applicant #2 (uncredited)  Applicant #2 (uncredited)  See fewer,Members only,Dark Waters (2019)
David Collihan Picture Car Driver (uncredited)  Picture Car Driver (uncredited)  See fewer,Members only,Storm AREA 51 (2020)
Anthony B. Cooper Bus Rider (uncredited)  Bus Rider (uncredited)  See fewer,Members only,The Occultist (1988)
Myesha Cooper Diner Patron (uncredited)  Diner Patron (uncredited)  See fewer,Members only,FON
Corinne Costa Party Guest (uncredited)  Party Guest (uncredited)  See fewer,Members only,Split (IX) (2016)
John Crann Hospital Visitor (uncredited)  Hospital Visitor (uncredited)  See fewer,Members only,The Northend (2018)
Katia Crivellari Opera Attendee (uncredited)  Opera Attendee (uncredited)  See fewer,Members only,Law of Perdition (2017)
Mathew Darcy Waitstaff (uncredited)  Waitstaff (uncredited)  See fewer,Members only,Swing Kids (2018)
Ernest DiLullo Sr. Opera Patron (uncredited)  Opera Patron (uncredited)  See fewer,Members only,The Irishman (2019)
Casey Donnelly Usher (uncredited)  Usher (uncredited)  See fewer,Members only,The Arrangement (V)
