Name,STARmeter,Known for
Ze'ev Revach Yehezkel  Yehezkel  See fewer,Members only,Beitar Provence (2002)
Levana Finkelstein Levana (as Levana Finkelshtein)  Levana (as Levana Finkelshtein)  See fewer,Members only,A Matter of Size (2009)
Aliza Rosen Yana  Yana  See fewer,Members only,The Owl (1988)
Ilan Dar Dr. Daniel  Dr. Daniel  See fewer,Members only,Israeli Intelligence (2007)
Raffi Tavor Raffi Segal (as Rafi Tabor)  Raffi Segal (as Rafi Tabor)  See fewer,Members only,Munich (2005)
Yosef Carmon Carmon (as Josef Carmon)  Carmon (as Josef Carmon)  See fewer,Members only,Epilogue (2012)
Hilla Sarjon Noa (as Hilla Surjon)  Noa (as Hilla Surjon)  See fewer,Members only,The Eight (2005)
Ruth Geller Zelda  Zelda  See fewer,Members only,Shtisel (2013)
Michael Koresh Menachem  Menachem  See fewer,Members only,Ha-Chevre Ha-Tovim (1999)
Idit Teperson Ziva  Ziva  See fewer,Members only,The Island (2007)
Shmuel Wolf Max (as Samuel Wolf)  Max (as Samuel Wolf)  See fewer,Members only,Kastner Trial (1994)
Kobi Maimon Policeman (as Kobi Maymon)  Policeman (as Kobi Maymon)  See fewer,Members only,Zaguri (2014)
Hanna Rieber Klara Lemberg (as Hanna Reiber)  Klara Lemberg (as Hanna Reiber)  See fewer,Members only,Shtisel (2013)
Jameel Khoury Hospital Doctor  Hospital Doctor  See fewer,Members only,Body of Lies (2008)
Ilanit Dado Hospital Nurse (as Illanit Dado Lansky)  Hospital Nurse (as Illanit Dado Lansky)  See fewer,Members only,A Matter of Size (2009)
Itzik Konfino  Actor  Actor  See fewer,Members only,A Matter of Size (2009)
Hezi Saddik Dr. Nakash  Dr. Nakash  See fewer,Members only,The Kingdom (2007)
Ruth Farhi  Actress  Actress  See fewer,Members only,Schindler's List (1993)
Aviva Paz Ahuva  Ahuva  See fewer,Members only,Papa (1994)
Assaf Ben-Shimon Paramedic (as Assaf Ben Shimon)  Paramedic (as Assaf Ben Shimon)  See fewer,Members only,World War Z (2013)
Anabela Yaakov Bingo Announcer (as Annabella Yaacov)  Bingo Announcer (as Annabella Yaacov)  See fewer,Members only,Colombian Love (2004)
Orli Katan Libby (as Orly Katan)  Libby (as Orly Katan)  See fewer,Members only,Jaffa Pictures (1995)
Sigal Shimoni Nurse  Nurse  See fewer,Members only,Lovesick on Nana Street (1995)
Mia Katan Libby (as May Katan)  Libby (as May Katan)  See fewer,Members only,The Farewell Party (2014)
