Name,STARmeter,Known for
Joel Edgerton Richard Rusk  Richard Rusk  See fewer,Top 5000,The Gift (VI) (2015)
Charlize Theron Elaine Markinson  Elaine Markinson  See fewer,87,Monster (2003)
David Oyelowo Harold Soyinka  Harold Soyinka  See fewer,Top 5000,Selma (I) (2014)
Thandie Newton Bonnie Soyinka  Bonnie Soyinka  See fewer,Top 5000,Crash (I) (2004)
Bashir Salahuddin Stu  Stu  See fewer,Members only,Snatched (2017)
Glenn Kubota Shigetoshi Yasumura  Shigetoshi Yasumura  See fewer,Members only,Nick and Norah's Infinite Playlist (2008)
Melonie Diaz Mia  Mia  See fewer,Members only,Fruitvale Station (2013)
Amanda Seyfried Sunny  Sunny  See fewer,Top 5000,Les Misérables (2012)
Harry Treadaway Miles  Miles  See fewer,Top 5000,The Lone Ranger (2013)
Theo Taplitz Justin  Justin  See fewer,Members only,Little Men (2016)
Paris Jackson Nelly  Nelly  See fewer,Members only,The Space Between
Yul Vazquez Angel Valverde  Angel Valverde  See fewer,Members only,Bad Boys II (2003)
Hernán Mendoza Celerino Sanchez  Celerino Sanchez  See fewer,Members only,The 4th Company (2016)
Hector Kotsifakis Roberto Vega  Roberto Vega  See fewer,Members only,"Buen Día, Ramón (2013)"
Ricardo Esquerra Sanchez's Brother in Law  Sanchez's Brother in Law  See fewer,Members only,El Recluso (2018)
Carlos Corona Villegas / The Black Panther  Villegas / The Black Panther  See fewer,Members only,The Popcorn Chronicles (2014)
Javier Escobar Henchman  Henchman  See fewer,Members only,Apocalypto (2006)
Marco Antonio Aguirre Henchman  Henchman  See fewer,Members only,Sin Nombre (2009)
Fernanda Vivanco Villegas' Daughter  Villegas' Daughter  See fewer,Members only,Gringo (2018)
Narciso Colorado Taxi Driver  Taxi Driver  See fewer,Members only,Gringo (2018)
Juan Manuel Garcia Taxi Driver  Taxi Driver  See fewer,Members only,Gringo (2018)
Armando Mandujano St. Regis Butler  St. Regis Butler  See fewer,Members only,Gringo (2018)
Diego Cataño Ronaldo Gonzalez  Ronaldo Gonzalez  See fewer,Members only,Savages (2012)
Rodrigo Corea Ernesto Gonzalez  Ernesto Gonzalez  See fewer,Members only,Black Sheep (2009)
Alan Ruck Jerry  Jerry  See fewer,Top 5000,Twister (I) (1996)
Kenneth Choi Marty  Marty  See fewer,Top 5000,The Wolf of Wall Street (2013)
Olfa Masmoudi Haiti Relief Worker  Haiti Relief Worker  See fewer,Members only,Paquita la del Barrio (2017)
Sharlto Copley Mitch Rusk  Mitch Rusk  See fewer,Top 5000,District 9 (2009)
Horacio Garcia Rojas Bartender  Bartender  See fewer,Members only,Narcos: Mexico (2018)
Rafael Valdez Hired Thug  Hired Thug  See fewer,Members only,Gringo (2018)
Erick Delgadillo Hired Thug  Hired Thug  See fewer,Members only,Spectre (I) (2015)
Claudina Tena Butterfly Reserve Tour Guide  Butterfly Reserve Tour Guide  See fewer,Members only,Gringo (2018)
Laura Carmine Aeromexico Ticket Clerk  Aeromexico Ticket Clerk  See fewer,Members only,The Tempest (2013)
Charles E Tiedje Agent Durling (as Charles Tiedje)  Agent Durling (as Charles Tiedje)  See fewer,Members only,Chicago P.D. (2014)
Bill Maher Bill Maher  Bill Maher  See fewer,Members only,Politically Incorrect (1993)
Brittney Love Smith Federal Correctional Officer  Federal Correctional Officer  See fewer,Members only,Gringo (2018)
Israel Weeks Couple at Harry's Bar  Couple at Harry's Bar  See fewer,Members only,La Querida Del Centauro (2016)
Carolina Torres Couple at Harry's Bar  Couple at Harry's Bar  See fewer,Members only,EnamorDados (2016)
Daphne Riley the Dog  Riley the Dog  See fewer,Members only,Pauw & Witteman (2006)
Matthew W. Allen Davis #22 - Shoved Basketball Player (uncredited)  Davis #22 - Shoved Basketball Player (uncredited)  See fewer,Members only,Shameless (2011)
Larson Lee Brumfield Mall Patron (uncredited)  Mall Patron (uncredited)  See fewer,Members only,Chicago P.D. (2014)
Nicole DePue Driver (uncredited)  Driver (uncredited)  See fewer,Members only,It's a Bit Sketchy (2016)
James Hatten US Marshal (uncredited)  US Marshal (uncredited)  See fewer,Members only,Captive State (2019)
Harrison Jones Unicef Volunteer (uncredited)  Unicef Volunteer (uncredited)  See fewer,Members only,Sobre tus huellas (2018)
Frank Mottek Newscaster (voice) (uncredited)  Newscaster (voice) (uncredited)  See fewer,Members only,10 Cloverfield Lane (2016)
Rafaela Ochoa Mall Shopper (uncredited)  Mall Shopper (uncredited)  See fewer,Members only,Chicago P.D. (2014)
Silvia Schueler Basketball Spectator (uncredited)  Basketball Spectator (uncredited)  See fewer,Members only,Soul Sessions (2018)
Lauren M. Vance Mall Patron (uncredited)  Mall Patron (uncredited)  See fewer,Members only,Chicago Med (2015)
Hans Dieter Wolff Inmate Adam Riley (uncredited)  Inmate Adam Riley (uncredited)  See fewer,Members only,Step Off the Block (2017)
