Name,STARmeter,Known for
Paul Dano Joby Taylor  Joby Taylor  See fewer,Top 500,There Will Be Blood (2007)
Peter Roberts Tow-Truck Guy  Tow-Truck Guy  See fewer,Members only,For Ellen (2012)
William Roberts Tow-Truck Guy  Tow-Truck Guy  See fewer,Members only,For Ellen (2012)
Jon Heder Fred Butler  Fred Butler  See fewer,Top 5000,Napoleon Dynamite (2004)
Margarita Levieva Claire Taylor  Claire Taylor  See fewer,Top 5000,Adventureland (2009)
Julian Gamble Mr. Hamilton  Mr. Hamilton  See fewer,Members only,Grand Theft Auto V (2013)
Dakota Johnson Cindy  Cindy  See fewer,Top 500,Fifty Shades of Grey (2015)
Ronald Walter Mandigo Claire Taylor's Fiancé / Bowling Alley Extra  Claire Taylor's Fiancé / Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Mara Pelifian Mrs. Butler  Mrs. Butler  See fewer,Members only,For Ellen (2012)
Shaylena Mandigo Ellen Taylor  Ellen Taylor  See fewer,Members only,Eva (I) (2013)
Jena Malone Susan  Susan  See fewer,Top 5000,Contact (1997)
Mike Almond Bar Extra (as Michael Almond)  Bar Extra (as Michael Almond)  See fewer,Members only,13th Sign (2011)
Gabrielle Bergeron Bar Extra  Bar Extra  See fewer,Members only,For Ellen (2012)
Bonnie Lucia Bar Extra  Bar Extra  See fewer,Members only,For Ellen (2012)
Robert Jordan Bar Extra  Bar Extra  See fewer,Members only,For Ellen (2012)
Shannon Jordan Bar Extra  Bar Extra  See fewer,Members only,Samantha Brown's Inside the Suitcase (2010)
Alycia Kassian Bar Extra / Bowling Alley Extra  Bar Extra / Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Andrew Kassian Bar Extra / Bowling Alley Extra  Bar Extra / Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Heathr Anne Schwendner Bar Extra  Bar Extra  See fewer,Members only,For Ellen (2012)
David Zwighuizen Bar Extra  Bar Extra  See fewer,Members only,For Ellen (2012)
Paul Dano Sr. Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Lauren Cribb Bowling Alley Extra (as Lauren Cribb Gropp)  Bowling Alley Extra (as Lauren Cribb Gropp)  See fewer,Members only,Independently Committed
Doug Kassian Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Lucy Kassian Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Alexandra Nicole Lett Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
Crystal Nicole Nevin Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,For Ellen (2012)
P.J. Pollack Bowling Alley Extra  Bowling Alley Extra  See fewer,Members only,Limelight (2011)
Alex Mauriello Lisa (uncredited)  Lisa (uncredited)  See fewer,Members only,Jersey Shore Shark Attack (2012)
