Name,STARmeter,Known for
Forest Whitaker Cecil Gaines  Cecil Gaines  See fewer,Top 5000,The Last King of Scotland (2006)
David Banner Earl Gaines  Earl Gaines  See fewer,Members only,Black Snake Moan (2006)
Michael Rainey Jr. Cecil Gaines (8)  Cecil Gaines (8)  See fewer,Members only,Power (I) (2014)
LaJessie Smith Abraham  Abraham  See fewer,Members only,Free State of Jones (2016)
Mariah Carey Hattie Pearl  Hattie Pearl  See fewer,Members only,Precious (II) (2009)
Alex Pettyfer Thomas Westfall  Thomas Westfall  See fewer,Top 5000,I Am Number Four (2011)
Vanessa Redgrave Annabeth Westfall  Annabeth Westfall  See fewer,Top 5000,Atonement (2007)
Aml Ameen Cecil Gaines (15)  Cecil Gaines (15)  See fewer,Members only,Yardie (2018)
Clarence Williams III Maynard  Maynard  See fewer,Members only,The General's Daughter (1999)
John P. Fertitta Mr. Jenkins (as John Fertitta)  Mr. Jenkins (as John Fertitta)  See fewer,Members only,The Iceman (2012)
Jim Gleason R.D. Warner  R.D. Warner  See fewer,Members only,Fantastic Four (2015)
Oprah Winfrey Gloria Gaines  Gloria Gaines  See fewer,Members only,The Oprah Winfrey Show (1986)
Isaac White Charlie Gaines (10)  Charlie Gaines (10)  See fewer,Members only,Zoo (2015)
David Oyelowo Louis Gaines  Louis Gaines  See fewer,Top 5000,Selma (I) (2014)
Joe Chrest White Usher  White Usher  See fewer,Members only,Stranger Things (2016)
Colman Domingo Freddie Fallows  Freddie Fallows  See fewer,Members only,Lincoln (2012)
Adriane Lenox Gina  Gina  See fewer,Members only,Black Snake Moan (2006)
Terrence Howard Howard  Howard  See fewer,Members only,Hustle & Flow (2005)
Tyson Ford Elroy  Elroy  See fewer,Members only,"Astoria, Queens (2009)"
Cuba Gooding Jr. Carter Wilson  Carter Wilson  See fewer,Top 5000,Jerry Maguire (1996)
Lenny Kravitz James Holloway  James Holloway  See fewer,Members only,The Hunger Games (2012)
Pernell Walker Lorraine  Lorraine  See fewer,Members only,The Deuce (2017)
James DuMont Sherman Adams  Sherman Adams  See fewer,Members only,Jurassic World (2015)
Robert Aberdeen Herbert Brownell  Herbert Brownell  See fewer,Members only,Heist (III) (2015)
Robin Williams Dwight D. Eisenhower  Dwight D. Eisenhower  See fewer,Top 5000,Mrs. Doubtfire (1993)
John Cusack Richard Nixon  Richard Nixon  See fewer,Top 5000,Grosse Pointe Blank (1997)
Olivia Washington Olivia  Olivia  See fewer,Members only,Mr. Robot (2015)
Yaya DaCosta Carol Hammie (as Yaya Alafia)  Carol Hammie (as Yaya Alafia)  See fewer,Top 5000,The Kids Are All Right (2010)
Jesse Williams James Lawson  James Lawson  See fewer,Top 5000,The Cabin in the Woods (2011)
Margaret M. Owens Woolworth Diner Patron #1  Woolworth Diner Patron #1  See fewer,Members only,Lee Daniels' The Butler (2013)
Eric Ducote Woolworth Diner Patron #2  Woolworth Diner Patron #2  See fewer,Members only,Escape Plan (2013)
James Marsden John F. Kennedy  John F. Kennedy  See fewer,Top 5000,Hairspray (2007)
Minka Kelly Jacqueline Kennedy  Jacqueline Kennedy  See fewer,Top 500,500 Days of Summer (2009)
Chloe Barach Caroline Kennedy  Caroline Kennedy  See fewer,Members only,The Astronaut Wives Club (2015)
Danny Strong Freedom Bus Journalist  Freedom Bus Journalist  See fewer,Members only,Empire (2015)
Clara Hopkins Daniels Freedom Bus Rider  Freedom Bus Rider  See fewer,Members only,Monster's Ball (2001)
Elijah Kelley Charlie Gaines (15-18)  Charlie Gaines (15-18)  See fewer,Members only,Hairspray (2007)
Liev Schreiber Lyndon B. Johnson  Lyndon B. Johnson  See fewer,Top 5000,Spotlight (I) (2015)
Dana Gourrier Helen Holloway  Helen Holloway  See fewer,Members only,The Hateful Eight (2015)
Shirley Pugh Malcolm X Goer  Malcolm X Goer  See fewer,Members only,Treme (2010)
Bill Newman Pastor  Pastor  See fewer,Members only,Lee Daniels' The Butler (2013)
Nelsan Ellis Martin Luther King Jr.  Martin Luther King Jr.  See fewer,Members only,True Blood (2008)
Colin Walker John Ehrlichman  John Ehrlichman  See fewer,Members only,Treme (2010)
Alex Manette Bob Haldeman  Bob Haldeman  See fewer,Members only,You Were Never Really Here (2017)
Mo McRae Eldridge Huggins  Eldridge Huggins  See fewer,Members only,Wild (I) (2014)
Alan Rickman Ronald Reagan  Ronald Reagan  See fewer,Top 5000,Die Hard (1988)
Jane Fonda Nancy Reagan  Nancy Reagan  See fewer,Top 5000,Barbarella (1968)
Rusty Robertson Senator Robertson  Senator Robertson  See fewer,Members only,Lee Daniels' The Butler (2013)
Nealla Gordon Senator Kassebaum  Senator Kassebaum  See fewer,Members only,Precious (II) (2009)
Stephen Rider Admiral Rochon  Admiral Rochon  See fewer,Members only,The Host (2013)
Andre Allemand Bridge Protester (uncredited)  Bridge Protester (uncredited)  See fewer,Members only,Fire with Fire (II) (2012)
John L. Armijo Eisenhower's Military Adviser (uncredited)  Eisenhower's Military Adviser (uncredited)  See fewer,Members only,Dawn of the Planet of the Apes (2014)
Jon Arthur BET Videographer (uncredited)  BET Videographer (uncredited)  See fewer,Members only,Geostorm (2017)
Rex Baker Protester (uncredited)  Protester (uncredited)  See fewer,Members only,Criminal Activities (2015)
Jessica Benitez State Dinner Guest (uncredited)  State Dinner Guest (uncredited)  See fewer,Members only,Typical Day (2013)
Patton Brantley Handsome Hotel Guest (uncredited)  Handsome Hotel Guest (uncredited)  See fewer,Members only,The Lookalike (2014)
Joshua Braud Josh (uncredited)  Josh (uncredited)  See fewer,Members only,The Lookalike (2014)
Eugene Brezany Reagan Whitehouse Guest (uncredited)  Reagan Whitehouse Guest (uncredited)  See fewer,Members only,Misconduct (2016)
Warren Burger Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The Magical World of Disney (1954)
Blake Burt Protester (uncredited)  Protester (uncredited)  See fewer,Members only,Geostorm (2017)
Carroll Burt Man at Water Fountain (uncredited)  Man at Water Fountain (uncredited)  See fewer,Members only,Project Z: History of the Zombie Apocalypse (2012)
Jonathan Aaron Butler College Student (uncredited)  College Student (uncredited)  See fewer,Members only,Treme (2010)
Tom Cain Arresting Officer (uncredited)  Arresting Officer (uncredited)  See fewer,Members only,Barefoot (I) (2014)
Jimmy Carter Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The American President (2000)
Rosalynn Carter Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,Americans (1978)
Edward J. Clare Two-Star General (uncredited)  Two-Star General (uncredited)  See fewer,Members only,Green Lantern (2011)
JJ Coker James Baker (uncredited)  James Baker (uncredited)  See fewer,Members only,12 Years a Slave (2013)
Markeith Coleman Prisoner (uncredited)  Prisoner (uncredited)  See fewer,Members only,Worth Fighting For (2017)
Ross P. Cook Embassy Protester (uncredited)  Embassy Protester (uncredited)  See fewer,Members only,Terminator Genisys (2015)
Duane Cothren Military Social Aide (uncredited)  Military Social Aide (uncredited)  See fewer,Members only,Bad Country (2014)
Haylie Creppel White House Child (uncredited)  White House Child (uncredited)  See fewer,Members only,Re-Kill (2015)
Walter Cronkite Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Liberty's Kids: Est. 1776 (2002)
Steven J. Daniels Protestor (uncredited)  Protestor (uncredited)  See fewer,Members only,Wild Card (2015)
Robert Deon Churchgoer (uncredited)  Churchgoer (uncredited)  See fewer,Members only,Lawless Law (2017)
Donna Duplantier Barbara Gaines (uncredited)  Barbara Gaines (uncredited)  See fewer,Members only,The Curious Case of Benjamin Button (2008)
Alexander Eldimiati JBJ Aide (uncredited)  JBJ Aide (uncredited)  See fewer,Members only,Wild Card (2015)
Jazzy Ellis College Student (uncredited)  College Student (uncredited)  See fewer,Members only,Avengers: Endgame (2019)
Adrienne Esteen Protestor (uncredited)  Protestor (uncredited)  See fewer,Members only,Red Dead Redemption II (2018)
Guy Fernandez Black Panther (uncredited)  Black Panther (uncredited)  See fewer,Members only,Captain America: Civil War (2016)
Gerald Ford Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Dynasty (1981)
Rebecca Lee Fox Racist (uncredited)  Racist (uncredited)  See fewer,Members only,Focus (II) (2015)
Redd Foxx Fred Sanford (archive footage) (uncredited)  Fred Sanford (archive footage) (uncredited)  See fewer,Members only,Sanford and Son (1972)
Justin Gant Diner Attacker (uncredited)  Diner Attacker (uncredited)  See fewer,Members only,Indiana Jones and the Kingdom of the Crystal Skull (2008)
Ray Gaspard Pat Buchanan (uncredited)  Pat Buchanan (uncredited)  See fewer,Members only,The Iceman (2012)
Tyler Gibbs Jim Counter MGR (uncredited)  Jim Counter MGR (uncredited)  See fewer,Members only,Self/less (2015)
Ron Glass Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Serenity (2005)
Douglas M. Griffin White Mob Leader (uncredited)  White Mob Leader (uncredited)  See fewer,Members only,Hap and Leonard (2016)
Brandon Guttuso Homeless Person (uncredited)  Homeless Person (uncredited)  See fewer,Members only,Ender's Game (2013)
Russell M. Haeuser Redneck Bar Patron (uncredited)  Redneck Bar Patron (uncredited)  See fewer,Members only,Deja Vu (2006)
Gene Kevin Hames Jr. White House Guest (uncredited)  White House Guest (uncredited)  See fewer,Members only,Green Lantern (2011)
A. Michelle Harleston D.C. Bus Station Passenger's Mother (uncredited)  D.C. Bus Station Passenger's Mother (uncredited)  See fewer,Members only,Mark of a Killer (2019)
Sadarias Harrell DC Bus Rider / Prisoner / Rioter (uncredited)  DC Bus Rider / Prisoner / Rioter (uncredited)  See fewer,Members only,Guarded Reply
Rodney Hebert White House Engineer (uncredited)  White House Engineer (uncredited)  See fewer,Members only,Welcome to Academia (2009)
Bria Hobgood Extra (uncredited)  Extra (uncredited)  See fewer,Members only,Forget Me Not (IX) (2014)
Alaine Huntington White House Guest (uncredited)  White House Guest (uncredited)  See fewer,Members only,Hi-8 (Horror Independent 8) (2013)
Rahsaana Ison Woman in Waiting Room (uncredited)  Woman in Waiting Room (uncredited)  See fewer,Members only,The Host (2013)
Jesse Jackson Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,S.O.S. - Saving Our Schools (2015)
David Jensen MacGeorge Bundy (uncredited)  MacGeorge Bundy (uncredited)  See fewer,Members only,Midnight Special (2016)
Allyson Leigh Jordan Reagan White House Guest (uncredited)  Reagan White House Guest (uncredited)  See fewer,Members only,Common Law (2012)
Mark Joyce Barfly (uncredited)  Barfly (uncredited)  See fewer,Members only,Parker (2013)
Martin Luther King Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Freedom Writers (2007)
Gladys Knight Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,Hollywood Homicide (2003)
Alex Ladove Protester (uncredited)  Protester (uncredited)  See fewer,Members only,Life of Crime (2013)
Elton LeBlanc US Navy Admiral (uncredited)  US Navy Admiral (uncredited)  See fewer,Members only,Deja Vu (2006)
Wanda Leigh Claudia Alta 'Lady Bird' Taylor Johnson (uncredited)  Claudia Alta 'Lady Bird' Taylor Johnson (uncredited)  See fewer,Members only,Quail Hollow
Hal Linden Barney Miller (archive footage) (uncredited)  Barney Miller (archive footage) (uncredited)  See fewer,Members only,Barney Miller (1975)
Sam Malone Young Abraham (uncredited)  Young Abraham (uncredited)  See fewer,Members only,Midnight Special (2016)
John R Mangus Mississippi Jail Guard (uncredited)  Mississippi Jail Guard (uncredited)  See fewer,Members only,Apocalypse Rising (2018)
Starlette Miariaunii College Student (uncredited)  College Student (uncredited)  See fewer,Members only,River Ridge (2012)
Mike R. Moreau LBJ Aide (uncredited)  LBJ Aide (uncredited)  See fewer,Members only,American Horror Story (2011)
Barack Obama Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The Fifth Risk
Mary Katherine Oglesby White House Child (uncredited)  White House Child (uncredited)  See fewer,Members only,Christmas on the Bayou (2013)
Monicah Owino Churchgoer (uncredited)  Churchgoer (uncredited)  See fewer,Members only,Blacktino (2011)
Darryl Perrilloux Washington DC Rioter (uncredited)  Washington DC Rioter (uncredited)  See fewer,Members only,Coming for You (2014)
Jeffrey Poitier White House Butler (uncredited)  White House Butler (uncredited)  See fewer,Members only,Underground (2016)
Renato Powell Chef (uncredited)  Chef (uncredited)  See fewer,Members only,Poetic Justice (1993)
Philippe Radelet Houseman (uncredited)  Houseman (uncredited)  See fewer,Members only,The Outsider (2014)
Tarra Riggs Sophie Wilson (uncredited)  Sophie Wilson (uncredited)  See fewer,Members only,Ballast (2008)
Xosha Roquemore Foxy (uncredited)  Foxy (uncredited)  See fewer,Members only,Precious (II) (2009)
Aaron Saxton Prison Guard (uncredited)  Prison Guard (uncredited)  See fewer,Members only,Ant-Man (2015)
Carl Singleton White House Butler (uncredited)  White House Butler (uncredited)  See fewer,Members only,Django Unchained (2012)
Chaz Smith Reagan Reception Attendee (uncredited)  Reagan Reception Attendee (uncredited)  See fewer,Members only,I Ran Against Us (2010)
Kay Smith Diane Nash (uncredited)  Diane Nash (uncredited)  See fewer,Members only,2 Guns (2013)
