Name,STARmeter,Known for
Fabrizio Bentivoglio Dino Ossola  Dino Ossola  See fewer,Members only,Un eroe borghese (1995)
Matilde Gioli Serena Ossola  Serena Ossola  See fewer,Members only,Solo per il weekend (2015)
Valeria Bruni Tedeschi Carla Bernaschi  Carla Bernaschi  See fewer,Members only,It's Easier for a Camel... (2003)
Guglielmo Pinelli Massimiliano Bernaschi  Massimiliano Bernaschi  See fewer,Members only,Likemeback (2018)
Fabrizio Gifuni Giovanni Bernaschi  Giovanni Bernaschi  See fewer,Members only,Piazza Fontana: The Italian Conspiracy (2012)
Gigio Alberti Giampi  Giampi  See fewer,Members only,La cura del gorilla (2006)
Valeria Golino Roberta  Roberta  See fewer,Top 500,Rain Man (1988)
Silvia Cohen Adriana Crosetti  Adriana Crosetti  See fewer,Members only,Weird Tales (1994)
"Luigi Lo Cascio Donato, il professor Russomanno  Donato, il professor Russomanno  See fewer",Members only,The Best of Youth (2003)
Bebo Storti L'ispettore  L'ispettore  See fewer,Members only,We Can Do That (2008)
Giovanni Anzaldo Luca Ambrosini  Luca Ambrosini  See fewer,Members only,The Mongrel (2012)
Paolo Pierobon Lo zio Davide  Lo zio Davide  See fewer,Members only,1993 (2017)
"Gianluca Di Lauro Fabrizio, il cameriere in bici  Fabrizio, il cameriere in bici  See fewer",Members only,Angel of Evil (2010)
Stefano Fiorentino Amico e socio di Bernaschi  Amico e socio di Bernaschi  See fewer,Members only,Somewhere (2010)
Fulvio Milani Altro amico di Bernaschi  Altro amico di Bernaschi  See fewer,Members only,The Man without Gravity (2019)
Vincent Nemeth L'avvocato Gérard Pierret  L'avvocato Gérard Pierret  See fewer,Members only,The Transporter (2002)
"Francesca Lancini Florence, la segretaria di Bernaschi  Florence, la segretaria di Bernaschi  See fewer",Members only,Ocean's Twelve (2004)
"Michael Sart Jean Louis, l'assistente di Bernaschi (as Nicola Centonze)  Jean Louis, l'assistente di Bernaschi (as Nicola Centonze)  See fewer",Members only,One Under the Sun (2017)
Pia Engleberth La signora Ester  La signora Ester  See fewer,Members only,Those Happy Years (2013)
Isabelle Tanakil La signora Pierret  La signora Pierret  See fewer,Members only,Les inséparables (2005)
"Luca Torraca Don Alberto, il preside  Don Alberto, il preside  See fewer",Members only,Sogno di una notte d'estate (1983)
Riccardo Andreotti L'onorevole Giancarlo Busdraghi  L'onorevole Giancarlo Busdraghi  See fewer,Members only,Human Capital (2013)
Silvia Degrandi La telecronista  La telecronista  See fewer,Members only,Fatti della stessa sostanza di Shakespeare (2014)
"Bernardino Sassoli De Bianchi Vincenzo, l'autista  Vincenzo, l'autista  See fewer",Members only,Couch Potatoes (2017)
Franco Maino Il signor De Marchis  Il signor De Marchis  See fewer,Members only,Solo per il weekend (2015)
Claudio Giombi Il maestro Gismondi  Il maestro Gismondi  See fewer,Members only,Madama Butterfly (1986)
Federica Fracassi La critica teatrale Rosanna Bertoncelli  La critica teatrale Rosanna Bertoncelli  See fewer,Members only,Blood of My Blood (2015)
Alessandro Betti L'assessore  L'assessore  See fewer,Members only,Resident Evil: Underground (2012)
Alberto Ricchi Alessandro Crosetti  Alessandro Crosetti  See fewer,Members only,Human Capital (2013)
Francesco Ricchi Fabiano Crosetti  Fabiano Crosetti  See fewer,Members only,Reazione a Catena - L'Intesa Vincente (2007)
Cesare Gallarini Un altro cameriere  Un altro cameriere  See fewer,Members only,Anplagghed al cinema (2006)
Saman Anthony Il capo cameriere (as Anthony Saman)  Il capo cameriere (as Anthony Saman)  See fewer,Members only,Perez. (2014)
Enrico Ballardini L'agente di polizia  L'agente di polizia  See fewer,Members only,Angel of Evil (2010)
Marco Merlini Il vigile urbano  Il vigile urbano  See fewer,Members only,Heaven (I) (2002)
Alessandro Milzoni Francesco Alberici della quinta C  Francesco Alberici della quinta C  See fewer,Members only,Human Capital (2013)
Anna Lazzeri Marie Rose Bertolazzi  Marie Rose Bertolazzi  See fewer,Members only,Human Capital (2013)
Piero Lenardon Il poliziotto soccorritore  Il poliziotto soccorritore  See fewer,Members only,Camera Café (2003)
Emanuele Simonini Un altro poliziotto soccorritore  Un altro poliziotto soccorritore  See fewer,Members only,Angel of Evil (2010)
Stella Maris La vicina di Donato  La vicina di Donato  See fewer,Members only,Cri Cri (1990)
