Name,STARmeter,Known for
Catherine Frot Hortense Laborie  Hortense Laborie  See fewer,Members only,Marguerite (2015)
Arthur Dupont Nicolas Bauvois  Nicolas Bauvois  See fewer,Members only,Bus Palladium (2010)
Jean d'Ormesson Le Président  Le Président  See fewer,Members only,Au plaisir de Dieu (1977)
Hippolyte Girardot David Azoulay  David Azoulay  See fewer,Members only,Yuki & Nina (2009)
Jean-Marc Roulot Jean-Marc Luchet  Jean-Marc Luchet  See fewer,Members only,Back to Burgundy (2017)
Philippe Uchan Coche-Dury  Coche-Dury  See fewer,Members only,My Mother's Castle (1990)
Laurent Poitrenaux Jean-Michel Salomé  Jean-Michel Salomé  See fewer,Members only,Le souffleur de l'affaire (2014)
Hervé Pierre Perrières (as Hervé Pierre sociétaire de la Comédie Française)  Perrières (as Hervé Pierre sociétaire de la Comédie Française)  See fewer,Members only,"Paris, je t'aime (2006)"
Brice Fournier Pascal Lepiq  Pascal Lepiq  See fewer,Members only,Extrême Pinocchio (2014)
Roch Leibovici Olivier Moncoulon  Olivier Moncoulon  See fewer,Members only,Frantic (1988)
Thomas Chabrol Le directeur de cabinet du préfet  Le directeur de cabinet du préfet  See fewer,Members only,L'Enfer (1994)
Arly Jover La journaliste Mary  La journaliste Mary  See fewer,Members only,Axolotl Overkill (2017)
Joe Sheridan Le photographe John  Le photographe John  See fewer,Members only,Hitman (I) (2007)
Louis-Emmanuel Blanc Arnaud Fremier  Arnaud Fremier  See fewer,Members only,The Connection (2014)
David Houri David Epenot  David Epenot  See fewer,Members only,Chère Marianne (1999)
Nicolas Chupin Anthony  Anthony  See fewer,Members only,The Day I Saw Your Heart (2011)
Pierre Moure Guillaume  Guillaume  See fewer,Members only,The Sentiment of the Flesh (2010)
Steve Tran Grégory  Grégory  See fewer,Members only,So Woman! (2009)
Manuel Le Lièvre Loïc Fournon  Loïc Fournon  See fewer,Members only,Monsieur Ibrahim (2003)
Richard Morgiève Jacques Limozin  Jacques Limozin  See fewer,Members only,Diesel (1985)
Catherine Davenier Madame Arvelet  Madame Arvelet  See fewer,Members only,In the House (2012)
Nicolas Beaucaire Le docteur Kramer  Le docteur Kramer  See fewer,Members only,Elle (I) (2016)
Charlotte Clamens La diététicienne  La diététicienne  See fewer,Members only,La femme à abattre (1993)
Jacques Pieri Le radiologue (as Jacques Piéri)  Le radiologue (as Jacques Piéri)  See fewer,Members only,French Women (2014)
Jean-Marc Boisset Le planton (as Jean-Marc Boissé)  Le planton (as Jean-Marc Boissé)  See fewer,Members only,Plus belle la vie (2004)
François Lescurat Le chef du protocole  Le chef du protocole  See fewer,Members only,Blind Man (2012)
Lionel Tavera L'aide de camp du Président  L'aide de camp du Président  See fewer,Members only,A Prigiunera di San Ghjuvà (La Prisonnière de Saint-Jean) (2009)
Philippe Cheytion Le secrétaire de cabinet  Le secrétaire de cabinet  See fewer,Members only,We Are the Star (1989)
François Errant Le responsable sécurité  Le responsable sécurité  See fewer,Members only,Haute Cuisine (2012)
Olivier Dazat L'homme satisfait  L'homme satisfait  See fewer,Members only,Ghislain Lambert's Bicycle (2001)
Jonathan Bizet Le maître d'hôtel de permanence  Le maître d'hôtel de permanence  See fewer,Members only,Demi-soeur (2013)
Jean-Luc Ormières L'inconnu  L'inconnu  See fewer,Members only,Sing Me Back Home (2019)
Thierry Angelvy L'huissier Perrières  L'huissier Perrières  See fewer,Members only,Serial (Bad) Weddings (2014)
Sylvie Degryse La secrétaire Perrières  La secrétaire Perrières  See fewer,Members only,The Queen and the Cardinal (2009)
Eric Malo Le chef pâtissier  Le chef pâtissier  See fewer,Members only,Point Blank (2010)
Julien Renaud Philippe - le jeune serveur  Philippe - le jeune serveur  See fewer,Members only,Fantasmagoria (2005)
Nassim Boutelis Abdel - le 1er commis  Abdel - le 1er commis  See fewer,Members only,"Someone, Somewhere (2019)"
Arthur Orcier Jonathan - le 2e commis  Jonathan - le 2e commis  See fewer,Members only,As It Used to Be (2013)
Alix de Montille La sommelière  La sommelière  See fewer,Members only,Back to Burgundy (2017)
Alain Debruyne L'imprimeur  L'imprimeur  See fewer,Members only,L'innocent (2012)
Charlou Reynal Louis  Louis  See fewer,Members only,Haute Cuisine (2012)
Patrick Mirat Le maraicher  Le maraicher  See fewer,Members only,Haute Cuisine (2012)
Fabien Martin Le maraîcher  Le maraîcher  See fewer,Members only,Relationship Status: It's Complicated (2014)
Sébastien Czupta Un serveur de la cuisine privée  Un serveur de la cuisine privée  See fewer,Members only,Haute Cuisine (2012)
Hugo Malpeyre Le chef de rang de l'Elysée  Le chef de rang de l'Elysée  See fewer,Members only,Je suis un mensØnge (2015)
Sho Ashizawa Un commis de la cuisine cuisine centrale  Un commis de la cuisine cuisine centrale  See fewer,Members only,Haute Cuisine (2012)
Balthazar Staskiewicz Un commis de la cuisine cuisine centrale  Un commis de la cuisine cuisine centrale  See fewer,Members only,Haute Cuisine (2012)
Déborah Révy  Actress (scenes deleted)  Actress (scenes deleted)  See fewer,Members only,Love (II) (2015)
Fabrice Colson Un invité au cocktail (uncredited)  Un invité au cocktail (uncredited)  See fewer,Members only,Nécrologies (2018)
Nathalie Vignes La fleuriste du palais (uncredited)  La fleuriste du palais (uncredited)  See fewer,Members only,Heart Zero (2010)
