Name,STARmeter,Known for
Cinda Adams Nurse Baxter (voice)  Nurse Baxter (voice)  See fewer,Members only,La La Land (I) (2016)
George Babbit Jack / Carlo / Zoltar (voice)  Jack / Carlo / Zoltar (voice)  See fewer,Members only,The Wild Life (2016)
Brianne Brozey Thunder / Dylan (voice) (as Murray Blue)  Thunder / Dylan (voice) (as Murray Blue)  See fewer,Members only,Jungle Shuffle (2014)
Kathleen Gati Carla (voice) (as Kathleen Browers)  Carla (voice) (as Kathleen Browers)  See fewer,Members only,Transformers: Dark of the Moon (2011)
Joey Camen Chihiuahua (voice)  Chihiuahua (voice)  See fewer,Members only,Skylanders: SuperChargers (2015)
Grant George Daniel (voice)  Daniel (voice)  See fewer,Members only,Avengers Assemble (2013)
Shanelle Gray Maggie (voice)  Maggie (voice)  See fewer,Members only,Kingdom Hearts Re: Chain of Memories (2007)
Nina Grillo Audrey (voice)  Audrey (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Kyle Hebert Mark Mathews (voice)  Mark Mathews (voice)  See fewer,Members only,Dragon Ball Z: Battle of Gods (2013)
Goldie Jonsie Old Lady (voice)  Old Lady (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Kendra Leif Lasondra (voice)  Lasondra (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Joe Ochman Mr. Eames (voice) (as Joey Lotsko)  Mr. Eames (voice) (as Joey Lotsko)  See fewer,Members only,CSI: Crime Scene Investigation (2000)
Millie Mup Mrs. Eames (voice)  Mrs. Eames (voice)  See fewer,Members only,A Turtle's Tale 2: Sammy's Escape from Paradise (2012)
Will Parks Mike Mathews (voice)  Mike Mathews (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Sage Sommer Izzy (voice)  Izzy (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Michael Sorich Crane Operator (voice)  Crane Operator (voice)  See fewer,Members only,Scooby-Doo 2: Monsters Unleashed (2004)
Doug Stone Lawrence (voice)  Lawrence (voice)  See fewer,Members only,Ninja Scroll (1993)
Joey D'Auria Reggie Willis (voice) (as Joseph J. Terry)  Reggie Willis (voice) (as Joseph J. Terry)  See fewer,Members only,Ghost in the Shell 2: Innocence (2004)
Ella Rouhier Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Mr. Peabody & Sherman (2014)
Noah Ray Strauss Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Isabella Tatone Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Thunder and the House of Magic (2013)
Keegan Thomas Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Once Fallen (2010)
Bernard Alane Monsieur Lorenz (voice) (version: French)  Monsieur Lorenz (voice) (version: French)  See fewer,Members only,Read My Lips (2001)
Jandino Asporaat Kiki (voice) (version: Dutch)  Kiki (voice) (version: Dutch)  See fewer,Members only,Bon Bini Holland (2015)
Valentijn Banga Flits (voice) (version: Dutch)  Flits (voice) (version: Dutch)  See fewer,Members only,Thunder and the House of Magic (2013)
Jada Borsato Izzy (voice) (version: Dutch)  Izzy (voice) (version: Dutch)  See fewer,Members only,Admiral (2015)
Henri Bungert Tonnerre (voice) (version: French)  Tonnerre (voice) (version: French)  See fewer,Members only,Grown Ups (2016)
Patrick Béthune Le chihuahua (voice) (version: French)  Le chihuahua (voice) (version: French)  See fewer,Members only,Ratatouille (2007)
Jelle Cleymans  Actor (voice) (version: Flemish)  Actor (voice) (version: Flemish)  See fewer,Members only,Thuis (1995)
Luk D'Heu Laurens (voice) (version: Flemish)  Laurens (voice) (version: Flemish)  See fewer,Members only,Diamant (1997)
Sean D'Hondt  Actor (voice) (version: Flemish)  Actor (voice) (version: Flemish)  See fewer,Members only,De 5e boog (2010)
Eline De Munck Carla (voice) (version: Flemish)  Carla (voice) (version: Flemish)  See fewer,Members only,Crimi Clowns (2012)
Remi De Smet Flits (voice) (version: Flemish)  Flits (voice) (version: Flemish)  See fewer,Members only,Lang Leve (2013)
Ethel Houbiers Carla (voice) (version: French)  Carla (voice) (version: French)  See fewer,Members only,Véga (1999)
Céline Montsarrat Maggie (voice) (version: French)  Maggie (voice) (version: French)  See fewer,Members only,Chicago Blues (2006)
Irene Moors Maggie (voice) (version: Dutch)  Maggie (voice) (version: Dutch)  See fewer,Members only,Pittige tijden (1996)
Bram Moszkowicz Laurens (voice) (version: Dutch)  Laurens (voice) (version: Dutch)  See fewer,Members only,Leve Boerenliefde (2013)
Ivan Pecnik  Actor (voice) (version: Flemish)  Actor (voice) (version: Flemish)  See fewer,Members only,Sara (2007)
Patrick Poivey Jack (voice) (version: French)  Jack (voice) (version: French)  See fewer,Members only,Radio + (2005)
Fleur van de Water Carla (voice) (version: Dutch)  Carla (voice) (version: Dutch)  See fewer,Members only,"Hè, Gezellig (2014)"
Eva van der Gucht Maggie (voice) (version: Flemish)  Maggie (voice) (version: Flemish)  See fewer,Members only,Dik Trom (2010)
Alexis Victor Daniel (voice) (version: French)  Daniel (voice) (version: French)  See fewer,Members only,Dragon Hunters (2004)
