Name,STARmeter,Known for
Madison Bauer Jane Campbell  Jane Campbell  See fewer,Members only,Spread (2009)
Mark S. Allen TV Announcer  TV Announcer  See fewer,Members only,Fantastic Four (I) (2005)
Phil Austin Jeff Campbell  Jeff Campbell  See fewer,Members only,The Host (2013)
Nikki Reed Jessie Campbell  Jessie Campbell  See fewer,Top 5000,Thirteen (2003)
Michael Bailey Smith Chain Man  Chain Man  See fewer,Members only,The Hills Have Eyes (2006)
Michael J. Pagan Michael Grant  Michael Grant  See fewer,Members only,See No Evil (2006)
Matt Cohen Johnny Jones  Johnny Jones  See fewer,Members only,South of Nowhere (2005)
David Zahedian Brad  Brad  See fewer,Members only,The Republic of Two (2013)
Cherilyn Wilson Rachel Conners  Rachel Conners  See fewer,Members only,Mad Men (2007)
Cody Kasch Neil Conners  Neil Conners  See fewer,Members only,Desperate Housewives (2004)
Noah Segan Dante  Dante  See fewer,Members only,Looper (2012)
Brad Dourif Mr. Smirker  Mr. Smirker  See fewer,Top 5000,One Flew Over the Cuckoo's Nest (1975)
Roshan Cook Emo Girl (as Roshani Shookla)  Emo Girl (as Roshani Shookla)  See fewer,Members only,Friends with Benefits (2011)
Eliot Schwartz Kevin (as Eliot Benjamin)  Kevin (as Eliot Benjamin)  See fewer,Members only,Forever Strong (2008)
Betsy Russell Sergeant Hamill  Sergeant Hamill  See fewer,Top 5000,Saw III (2006)
Keith David Detective Jim Crenshaw  Detective Jim Crenshaw  See fewer,Top 5000,The Princess and the Frog (2009)
Matthew Mongillo Priest  Priest  See fewer,Members only,Browncoats: Independence War (2015)
Patrick St. Esprit Dean Jones  Dean Jones  See fewer,Members only,The Hunger Games: Catching Fire (2013)
Kate Enggren Debra Jones  Debra Jones  See fewer,Members only,Meet the Blacks (2016)
Jonathan Hernandez Carlos  Carlos  See fewer,Members only,The Bucket List (2007)
Bai Ling Jai Pham (credit only)  Jai Pham (credit only)  See fewer,Top 5000,Red Corner (1997)
Joel Shnowski Freeman  Freeman  See fewer,Members only,The Kingdom (2007)
Terrence Evans Mr. Bradford  Mr. Bradford  See fewer,Members only,The Texas Chainsaw Massacre (2003)
