Name,STARmeter,Known for
Emerson Collins Mark  Mark  See fewer,Members only,Six Characters in Search of a Play (2019)
Leslie Jordan Peanut  Peanut  See fewer,Top 5000,The Help (2011)
Dale Dickey Odette  Odette  See fewer,Top 5000,Hell or High Water (II) (2016)
Willam Belli Benny  Benny  See fewer,Members only,Because I Said So (2007)
Luke Stratte-McClure TJ  TJ  See fewer,Members only,Scouts Guide to the Zombie Apocalypse (2015)
Matthew Scott Montgomery Andrew  Andrew  See fewer,Members only,So Random! (2011)
Newell Alexander Preacher  Preacher  See fewer,Members only,A Very Sordid Wedding (2017)
Rosemary Alexander Andrew's Mother  Andrew's Mother  See fewer,Members only,A Very Sordid Wedding (2017)
Bobbie Eakes Mark's Mother  Mark's Mother  See fewer,Members only,The Bold and the Beautiful (1987)
Ann Walker Benny's Grandmother  Benny's Grandmother  See fewer,Members only,Jagged Edge (1985)
Joe Patrick Ward Houston / Bro. Chaffey  Houston / Bro. Chaffey  See fewer,Members only,Blues for Willadean (2012)
Johna Myers Stripper  Stripper  See fewer,Members only,Southern Baptist Sissies (2013)
T. Ashanti Mozelle Ikette  Ikette  See fewer,Members only,Blues for Willadean (2012)
Anthony Cherry Ikette  Ikette  See fewer,Members only,Southern Baptist Sissies (2013)
