Name,STARmeter,Known for
Elika Portnoy Elena Dubrovnik  Elena Dubrovnik  See fewer,Members only,Tricks of Love (2008)
McCaleb Burnett Mike White  Mike White  See fewer,Members only,Fast & Furious (2009)
Carlos Leon Carlos Sanchez  Carlos Sanchez  See fewer,Members only,The Big Lebowski (1998)
Ashley Wolfe Betty Bristol  Betty Bristol  See fewer,Members only,Casino Jack (2010)
Avery Sommers Ms. Ravencourt  Ms. Ravencourt  See fewer,Members only,Letters to God (2010)
Beth Glover Jill White  Jill White  See fewer,Members only,Beyond the Night (2018)
Steve DuMouchel Harold White  Harold White  See fewer,Members only,Recount (2008)
Kristen Dawn McCorkell Sarah White  Sarah White  See fewer,Members only,Promises (2010)
Brett Golov Mr. Geneva  Mr. Geneva  See fewer,Members only,Beverly Hills Ninja (1997)
Danielle Lilley Receptionist  Receptionist  See fewer,Members only,Blood Widow (2014)
Noelle Conners Female Supervisor  Female Supervisor  See fewer,Members only,Polk County
Bruce Linser Pool Buddy  Pool Buddy  See fewer,Members only,Drop Dead Gorgeous (1999)
Claudia Buckley Law Professor  Law Professor  See fewer,Members only,The Killing of a Japanese Bookie (2014)
Matt Levine INS Agent #1  INS Agent #1  See fewer,Members only,Burn Notice (2007)
Larry Zience INS Agent #2  INS Agent #2  See fewer,Members only,8MM (1999)
Sarah O'Kelly Female Prisoner  Female Prisoner  See fewer,Members only,Marley & Me (2008)
Omar Caraballo Guard #1  Guard #1  See fewer,Members only,Ripper (2005)
John Trapani Minister  Minister  See fewer,Members only,Burn Notice (2007)
Melinda Lee Kelly  Kelly  See fewer,Members only,Drama: A Comedy Pilot (2011)
Jennifer De Castroverde Immigration Officer  Immigration Officer  See fewer,Members only,Dolphin Tale (2011)
Jimmie Bernal Bartender  Bartender  See fewer,Members only,Doña Bárbara (2008)
Nelson Reyes Officer  Officer  See fewer,Members only,Immigration Tango (2010)
Ashley Undercuffler Interviewee  Interviewee  See fewer,Members only,The Idiot Who Loved (2016)
Alexander Fernandez Prisoner  Prisoner  See fewer,Members only,La esquina (2007)
Buddha Gonzalez Cuban Prisoner  Cuban Prisoner  See fewer,Members only,50 Million Dollars (2009)
Laurel Levey Prisoner (as Laurel Levey-Giacomino)  Prisoner (as Laurel Levey-Giacomino)  See fewer,Members only,Boyfriend Killer (2017)
Keri Maletto Interviewee  Interviewee  See fewer,Members only,"Midnight, Texas (2017)"
Steven T. Robinson Prisoner in lock up (uncredited)  Prisoner in lock up (uncredited)  See fewer,Members only,Planet X: The Frozen Moon (2011)
