Name,STARmeter,Known for
Robert Patrick Pete  Pete  See fewer,Top 5000,Terminator 2: Judgment Day (1991)
Danielle Harris Kathy  Kathy  See fewer,Top 500,Don't Tell Mom the Babysitter's Dead (1991)
Sean Lawlor Charles  Charles  See fewer,Members only,Braveheart (1995)
James Duval Rick  Rick  See fewer,Members only,Donnie Darko (2001)
Nick Mennell Josh  Josh  See fewer,Members only,Halloween (2007)
Mircea Monroe Veronique  Veronique  See fewer,Top 5000,Episodes (2011)
Arcadiy Golubovich Anton  Anton  See fewer,Members only,A Hologram for the King (2016)
Electra Avellan Renee  Renee  See fewer,Members only,The Son (2017)
Elise Avellan Erica  Erica  See fewer,Members only,Planet Terror (2007)
Walker Howard Trent  Trent  See fewer,Members only,Transformers: Revenge of the Fallen (2009)
M.D. Walton Robert  Robert  See fewer,Members only,The Championship Rounds (2013)
Declan Joyce Danny  Danny  See fewer,Members only,Greenhouse Academy (2017)
Nitsa Benchetrit Florence  Florence  See fewer,Members only,My Old Lady (2014)
Adamo Palladino Niegel  Niegel  See fewer,Members only,Becoming Bond (2017)
Jason Loughridge Clint  Clint  See fewer,Members only,Black Car (I)
Steve Eoff The Butler  The Butler  See fewer,Members only,The Enforcer (1976)
Melissa Barker Inn Keeper  Inn Keeper  See fewer,Members only,The Island (2005)
Julie Stensland The maid #1  The maid #1  See fewer,Members only,20 Dollar (2011)
Tom Proctor Thomas  Thomas  See fewer,Members only,The Ballad of Buster Scruggs (2018)
Richard Tyson Nicholas  Nicholas  See fewer,Top 5000,Battlefield Earth (2000)
Kurt Carley The Pan  The Pan  See fewer,Members only,Godzilla (I) (1998)
