Name,STARmeter,Known for
Amitabh Bachchan John Biswas  John Biswas  See fewer,Members only,Black (2005)
Nawazuddin Siddiqui Martin Das  Martin Das  See fewer,Members only,Bajrangi Bhaijaan (2015)
Vidya Balan Sarita Sarkar  Sarita Sarkar  See fewer,Members only,Kahaani (2012)
Mukesh Chhabra Tariq  Tariq  See fewer,Members only,Haider (2014)
Aarnaa Sharma Angela Roy  Angela Roy  See fewer,Members only,Meri Pyaari Bindu (2017)
Prakash Belawadi Kumar  Kumar  See fewer,Members only,Talvar (2015)
Sabyasachi Chakrabarty Manohar Sinha  Manohar Sinha  See fewer,Members only,Parineeta (2005)
Suneel Sinha  Actor  Actor  See fewer,Members only,TVF Pitchers (2015)
Padmavati Rao Nancy  Nancy  See fewer,Members only,Pardes (1997)
Tota Roy Chowdhury Peter  Peter  See fewer,Members only,Villain (2013)
Paritosh Sand ACP  ACP  See fewer,Members only,Rockstar (2011)
Anupam Bhattacharya Manohar Sinha son in law  Manohar Sinha son in law  See fewer,Members only,The Killer (2006)
Sumit Samaddar Cop #7  Cop #7  See fewer,Members only,Sudhu Tumi (2004)
Madhumita Sen Art director  Art director  See fewer,Members only,Yeh Jawaani Hai Deewani (2013)
Deblina Chakraborty Neeta  Neeta  See fewer,Members only,Anuranan (2006)
Ardhendu Banerjee Police Commissioner  Police Commissioner  See fewer,Members only,Byomkesh (2014)
Somnath Mondal Cop #1  Cop #1  See fewer,Members only,Te3n (2016)
Ravindranath Cop #5  Cop #5  See fewer,Members only,Souten (1983)
Ricky Patel Ronny  Ronny  See fewer,Members only,Tubelight (2017)
Abhik Sarkar Technical inspector #1  Technical inspector #1  See fewer,Members only,Kyun! Ho Gaya Na... (2004)
Rahul Lahiri Technical inspector #4  Technical inspector #4  See fewer,Members only,Te3n (2016)
Sajal Chatterjee Cop #6  Cop #6  See fewer,Members only,Te3n (2016)
Sukomol Chatterjee Cop #3  Cop #3  See fewer,Members only,Piku (2015)
Anando Mukherjee Technical inspector #2  Technical inspector #2  See fewer,Members only,Te3n (2016)
Sujata Ghosh Cop #2  Cop #2  See fewer,Members only,Pari (I) (2018)
Indu Bhushan Roy Old man  Old man  See fewer,Members only,Te3n (2016)
Manab Chaudhari Cop #4  Cop #4  See fewer,Members only,Te3n (2016)
Dibakar Baruri Technical inspector #3  Technical inspector #3  See fewer,Members only,Te3n (2016)
