Name,STARmeter,Known for
Aditya Roy Kapoor Noor  Noor  See fewer,Members only,Yeh Jawaani Hai Deewani (2013)
Katrina Kaif Firdaus  Firdaus  See fewer,Top 5000,Zindagi Na Milegi Dobara (2011)
Tabu Begum  Begum  See fewer,Members only,Haider (2014)
Rahul Bhat Bilal  Bilal  See fewer,Members only,Yeh Mohabbat Hai (2002)
Lara Dutta Leena Becker  Leena Becker  See fewer,Members only,Don 2 (2011)
Delbar Arya Shaukat  Shaukat  See fewer,Members only,Fitoor (2016)
Ajay Devgn Moazam  Moazam  See fewer,Members only,Shivaay (2016)
Shahid Gulfam Begum's Father  Begum's Father  See fewer,Members only,The Family Man (2019)
Aditi Rao Hydari Young Begum  Young Begum  See fewer,Members only,Rockstar (2011)
Khalida Jan Rukhsar  Rukhsar  See fewer,Members only,Thugs of Hindostan (2018)
Mateusz Kaczan London Exhibition Art Assistant  London Exhibition Art Assistant  See fewer,Members only,Ostatnie Slowo (2014)
Jakub Karys London Exhibition Art Assistant  London Exhibition Art Assistant  See fewer,Members only,Fitoor (2016)
Kunaal Kyhaan Aarif Peerbhoy  Aarif Peerbhoy  See fewer,Members only,Fireflies (II) (2013)
Namit Jagirdar  Jagirdar  See fewer,Members only,Fan (I) (2016)
Akshay Oberoi Mufti  Mufti  See fewer,Members only,Piku (2015)
Pawel Olearczyk London Exhibition Art Assistant  London Exhibition Art Assistant  See fewer,Members only,Ostatnie Slowo (2014)
Suchitra Pillai Reporter (as Suchitra Pillai-Malik)  Reporter (as Suchitra Pillai-Malik)  See fewer,Members only,The Valley (2017)
Jason Shah  Actor  Actor  See fewer,Members only,Thugs of Hindostan (2018)
Tunisha Sharma Firdaus (Child)  Firdaus (Child)  See fewer,Members only,Baar Baar Dekho (2016)
Mohammad Abrar Sheikh Young Noor  Young Noor  See fewer,Members only,Fitoor (2016)
Teena Singh  Actress  Actress  See fewer,Members only,Kabir Singh (2019)
Andy von Eich  Actor  Actor  See fewer,Members only,Neerja (2016)
Zuzanna Zajac London Exhibition Art Assistant  London Exhibition Art Assistant  See fewer,Members only,19+ (2016)
Ranjit Batra Foreign Service Bureaucrat (uncredited)  Foreign Service Bureaucrat (uncredited)  See fewer,Members only,Bhaag Milkha Bhaag (2013)
