Name,STARmeter,Known for
Will Ferrell Brad Whitaker  Brad Whitaker  See fewer,Top 5000,Talladega Nights: The Ballad of Ricky Bobby (2006)
Mark Wahlberg Dusty Mayron  Dusty Mayron  See fewer,Top 500,The Fighter (I) (2010)
Linda Cardellini Sara  Sara  See fewer,Top 500,Brokeback Mountain (2005)
Thomas Haden Church Leo Holt  Leo Holt  See fewer,Top 5000,Sideways (2004)
Scarlett Estevez Megan  Megan  See fewer,Top 5000,Daddy's Home 2 (2017)
Owen Vaccaro Dylan (as Owen Wilder Vaccaro)  Dylan (as Owen Wilder Vaccaro)  See fewer,Members only,The House with a Clock in Its Walls (2018)
Bobby Cannavale Dr. Francisco  Dr. Francisco  See fewer,Top 5000,The Station Agent (2003)
Hannibal Buress Griff  Griff  See fewer,Members only,Neighbors (I) (2014)
Bill Burr Jerry (Bully's Dad)  Jerry (Bully's Dad)  See fewer,Top 5000,Date Night (2010)
Jamie Denbo Doris  Doris  See fewer,Members only,The Heat (I) (2013)
Mark L. Young Dental Hygienist  Dental Hygienist  See fewer,Members only,We're the Millers (2013)
Matthew Paul Martinez Pete (Recording Engineer)  Pete (Recording Engineer)  See fewer,Members only,Easy Does It (2019)
Dave Davis Panda Singer #1  Panda Singer #1  See fewer,Members only,The Walking Dead (2010)
James Harlon Palmer Panda Singer #2  Panda Singer #2  See fewer,Members only,Anniversary (Musical) (2019)
Riley Ann Corbin Hello Kitty Girl  Hello Kitty Girl  See fewer,Members only,Daddy's Home (2015)
LaJessie Smith Jean Jacket (as La' Jessie Smith)  Jean Jacket (as La' Jessie Smith)  See fewer,Members only,Lee Daniels' The Butler (2013)
Billy 4 Johnston Red-Head Kid (as Billy Johnston)  Red-Head Kid (as Billy Johnston)  See fewer,Members only,Allegiant (2016)
Olivia Renee Dupepe 4th Grade Bully Girl (as Olivia Dupepe)  4th Grade Bully Girl (as Olivia Dupepe)  See fewer,Members only,Salem (2014)
Billy Slaughter Instigator Dad  Instigator Dad  See fewer,Members only,The Magnificent Seven (2016)
LaMonica Garrett Marco (Lakers Coach)  Marco (Lakers Coach)  See fewer,Top 5000,Designated Survivor (2016)
Nathaniel Woolsey Beer Vendor  Beer Vendor  See fewer,Members only,Preacher (2016)
Kobe Bryant Kobe Bryant  Kobe Bryant  See fewer,Members only,Dear Basketball (2017)
John Cena Cool Dad  Cool Dad  See fewer,Top 5000,Bumblebee (2018)
Alessandra Ambrosio Karen  Karen  See fewer,Top 5000,Teenage Mutant Ninja Turtles: Out of the Shadows (2016)
Didi Costine Dusty's Stepdaughter (as Adriana Costine)  Dusty's Stepdaughter (as Adriana Costine)  See fewer,Members only,The Prince (I) (2014)
Hector Presedo Pepe  Pepe  See fewer,Members only,Daddy's Home 2 (2017)
Zora Ngwaba Sunday School Girl  Sunday School Girl  See fewer,Members only,Daddy's Home (2015)
Beau Joseph Faucheaux Sunday School Boy (as Beau Faucheaux)  Sunday School Boy (as Beau Faucheaux)  See fewer,Members only,One Mississippi (2015)
Paul Scheer The Whip (Arena Radio DJ)  The Whip (Arena Radio DJ)  See fewer,Members only,The League (I) (2009)
D'Vitrius Shirley-Davie Skater Kid  Skater Kid  See fewer,Members only,Four Blood Moons (2015)
Joshua Probus Skater Kid  Skater Kid  See fewer,Members only,Dead Still (2014)
Kerry Cahill Angry Cone-Lane Mom  Angry Cone-Lane Mom  See fewer,Members only,Oldboy (2013)
Chris Henchy Panda DJ / Jason Sinclair  Panda DJ / Jason Sinclair  See fewer,Members only,Land of the Lost (2009)
Caleb J. Middlebrooks Panda Call (as Caleb Middlebrooks)  Panda Call (as Caleb Middlebrooks)  See fewer,Members only,Jumanji: Welcome to the Jungle (2017)
Cooper Dodson Hearts of Courage Kid  Hearts of Courage Kid  See fewer,Members only,Fear the Walking Dead (2015)
Joel K. Berger Corey from Red Bull  Corey from Red Bull  See fewer,Members only,Now You See Me (I) (2013)
Grayson Thorne Kilpatrick Fist Bump Kid at Half Pipe  Fist Bump Kid at Half Pipe  See fewer,Members only,American Horror Story (2011)
Alex Wayne Boutte Conference Room Employee  Conference Room Employee  See fewer,Members only,Fast Food & Cigarettes (2019)
JoAnna Wortham Fertility Clinic Employee  Fertility Clinic Employee  See fewer,Members only,Gunslingers (II)
Allen Zwolle Birthday Guy  Birthday Guy  See fewer,Members only,Sex Drive (2008)
Arica Isabella Haywood Daddy / Daughter Dance  Daddy / Daughter Dance  See fewer,Members only,Daddy's Home (2015)
