Name,STARmeter,Known for
Pat Healy Craig Daniels  Craig Daniels  See fewer,Members only,The Innkeepers (2011)
Sara Paxton Violet  Violet  See fewer,Top 5000,The Innkeepers (2011)
Ethan Embry Vince  Vince  See fewer,Top 5000,Sweet Home Alabama (2002)
David Koechner Colin  Colin  See fewer,Top 5000,Anchorman: The Legend of Ron Burgundy (2004)
Amanda Fuller Audrey Daniels  Audrey Daniels  See fewer,Top 5000,Last Man Standing (2011)
Laura Covelli Caryn the Bartender  Caryn the Bartender  See fewer,Members only,The Legends of Nethiah (2012)
Todd Farmer Security Guard  Security Guard  See fewer,Members only,Jason X (2001)
Elissa Dowling Tweaker  Tweaker  See fewer,Members only,3 Bears Christmas (2019)
Eric Neil Gutierrez Enrique  Enrique  See fewer,Members only,Life Lessons with Trish & Nancy (2016)
Ruben Pla Doug  Doug  See fewer,Members only,Insidious (I) (2010)
Claudia Salinas Stripper  Stripper  See fewer,Members only,Dirty Dancing: Havana Nights (2004)
Brighton Sharbino Luann  Luann  See fewer,Top 5000,Miracles from Heaven (2016)
Eli McLaughlin Keenan  Keenan  See fewer,Members only,Cheap Thrills (I) (2013)
Butch Cutie  Cutie  See fewer,Members only,Cheap Thrills (I) (2013)
Val Emanuel Bikini Dancer (uncredited)  Bikini Dancer (uncredited)  See fewer,Members only,Straight Outta Compton (2015)
Samantha Ketcherside Angry Stripper (uncredited)  Angry Stripper (uncredited)  See fewer,Members only,Recycled Babies (2013)
Shelby Lauren Club Goer (uncredited)  Club Goer (uncredited)  See fewer,Members only,The Malibu Tapes (2019)
Will Leon Bartender (uncredited)  Bartender (uncredited)  See fewer,Members only,The Captain (II) (2013)
Danny Minnick Strip Club Goer (uncredited)  Strip Club Goer (uncredited)  See fewer,Members only,Paranoid Park (2007)
Sandra Valladares Strip Club Goer (uncredited)  Strip Club Goer (uncredited)  See fewer,Members only,6 Ways to Die (2015)
