Name,STARmeter,Known for
David Oyelowo Sherwin  Sherwin  See fewer,Top 5000,Selma (I) (2014)
Hani Furstenberg Fiona  Fiona  See fewer,Members only,The Loneliest Planet (2011)
Neal Lerner John  John  See fewer,Members only,Orange Is the New Black (2013)
Teyonah Parris Penelope  Penelope  See fewer,Members only,Dear White People (2014)
Youness Zakaria Jamal  Jamal  See fewer,Members only,Five Nights in Maine (2015)
Rosie Perez Ann  Ann  See fewer,Top 5000,White Men Can't Jump (1992)
Dianne Wiest Lucinda  Lucinda  See fewer,Top 5000,The Birdcage (1996)
Bill Raymond George  George  See fewer,Members only,12 Monkeys (1995)
Bobby Moreno Juan (voice)  Juan (voice)  See fewer,Members only,Homeland (2011)
Graham Hults Cop (voice)  Cop (voice)  See fewer,Members only,Five Nights in Maine (2015)
Christopher Pittman Smith Karaoke Bar Extra  Karaoke Bar Extra  See fewer,Members only,Wonders (2018)
