Name,STARmeter,Known for
Rajat Kapoor Aadam Aziz  Aadam Aziz  See fewer,Members only,Raghu Romeo (2003)
Vansh Bhardwaj Boatman  Boatman  See fewer,Members only,Udta Punjab (2016)
Anupam Kher Ghani  Ghani  See fewer,Members only,Silver Linings Playbook (2012)
Neha Mahajan Young Naseem  Young Naseem  See fewer,Members only,Simmba (2018)
Dhritiman Chatterjee Mian Abdullah (as Dhritiman Chaterji)  Mian Abdullah (as Dhritiman Chaterji)  See fewer,Members only,Black (2005)
Kusum Haidar Rani of Cooch Naheen (as Kusum Haider)  Rani of Cooch Naheen (as Kusum Haider)  See fewer,Members only,Amu (2005)
Zaib Shaikh Nadir Khan  Nadir Khan  See fewer,Members only,Little Mosque on the Prairie (2007)
Kabir Singh Chowdhry Mian's Assassin  Mian's Assassin  See fewer,Members only,Mehsampur (2018)
Shabana Azmi Naseem  Naseem  See fewer,Members only,Fire (1996)
Anita Majumdar Emerald  Emerald  See fewer,Members only,Murder Unveiled (2005)
Shahana Goswami Mumtaz / Amina  Mumtaz / Amina  See fewer,Members only,Rock On!! (2008)
Shikha Talsania Alia  Alia  See fewer,Members only,Wake Up Sid (2009)
Rahul Bose Zulfikar  Zulfikar  See fewer,Members only,Everybody Says I'm Fine! (2001)
Hasitha Samarasekara Adjutant  Adjutant  See fewer,Members only,Midnight's Children (2012)
Ronit Roy Ahmed Sinai  Ahmed Sinai  See fewer,Members only,Udaan (2010)
Nethuli Werasuriya Baby Saleem  Baby Saleem  See fewer,Members only,Midnight's Children (2012)
Devli Aknara Paranavithana Baby Saleem  Baby Saleem  See fewer,Members only,Midnight's Children (2012)
N. Vorushan Baby Saleem  Baby Saleem  See fewer,Members only,Midnight's Children (2012)
M.G.M.S. Zulfick Mullah  Mullah  See fewer,Members only,Midnight's Children (2012)
Charles Dance William Methwold  William Methwold  See fewer,Top 5000,Gosford Park (2001)
Samrat Chakrabarti Wee Willie Winkie  Wee Willie Winkie  See fewer,Members only,NCIS (2003)
Rakhi Kumari Vanita  Vanita  See fewer,Members only,Mirzapur (2018)
Seema Biswas Mary Pereira  Mary Pereira  See fewer,Members only,Bandit Queen (1994)
Harish Khanna Joe D'Costa  Joe D'Costa  See fewer,Members only,Gangs of Wasseypur (2012)
Damayanthi Fonseka Flory  Flory  See fewer,Members only,Guru Geethaya (2016)
D.L. Idunil Newborn Saleem  Newborn Saleem  See fewer,Members only,Midnight's Children (2012)
Sadew Anuhan Amarasingha Newborn Shiva  Newborn Shiva  See fewer,Members only,Midnight's Children (2012)
Prem Khatri Servant  Servant  See fewer,Members only,Midnight's Children (2012)
Abiman Idiwara Baby Saleem  Baby Saleem  See fewer,Members only,Midnight's Children (2012)
Nirangan Jerusan Baby Shiva  Baby Shiva  See fewer,Members only,Midnight's Children (2012)
Darsheel Safary Young Saleem  Young Saleem  See fewer,Members only,Like Stars on Earth (2007)
Anshikaa Shrivastava Young Jamila  Young Jamila  See fewer,Members only,Ugly (2013)
Purav Bhandare Young Shiva  Young Shiva  See fewer,Members only,Michael (I) (2011)
Monika Saleh Young Parvati  Young Parvati  See fewer,Members only,Midnight's Children (2012)
Ishaan Mukherjee Aaron Ahmed  Aaron Ahmed  See fewer,Members only,Midnight's Children (2012)
Jonathan Perera Aj Watawana  Aj Watawana  See fewer,Members only,Midnight's Children (2012)
Josh Cockeram Alisha Sharma  Alisha Sharma  See fewer,Members only,Midnight's Children (2012)
Mya Sahi Alissa Iacucci  Alissa Iacucci  See fewer,Members only,Midnight's Children (2012)
Nabeel Nooramith Andre Bothello  Andre Bothello  See fewer,Members only,Midnight's Children (2012)
Navin Pandey Anisha Kapoor  Anisha Kapoor  See fewer,Members only,The Bloody Nightmare (2004)
Parinita Bali Ashwina Mehra  Ashwina Mehra  See fewer,Members only,Midnight's Children (2012)
Rna Shah Chet Singh (as R'na Shah)  Chet Singh (as R'na Shah)  See fewer,Members only,Midnight's Children (2012)
Rakhil Chandiram Devin Amalean  Devin Amalean  See fewer,Members only,Midnight's Children (2012)
Runi Hettiarachchi Dilbar Mangat  Dilbar Mangat  See fewer,Members only,Midnight's Children (2012)
Saanya Subasinghe Dileep Dhami  Dileep Dhami  See fewer,Members only,Midnight's Children (2012)
Saskia Wijewardene Esha Mangat  Esha Mangat  See fewer,Members only,Midnight's Children (2012)
Senal Wlijetunge Gihan Karunaratne  Gihan Karunaratne  See fewer,Members only,Midnight's Children (2012)
Talaayah Gunaydin Ishaan Kapoor  Ishaan Kapoor  See fewer,Members only,Midnight's Children (2012)
Zahra Ghouse Isra Malik  Isra Malik  See fewer,Members only,Midnight's Children (2012)
Rajesh Khera Emil Zagailo  Emil Zagailo  See fewer,Members only,Sense8 (2015)
Seth Stork Fat Perce  Fat Perce  See fewer,Members only,Midnight's Children (2012)
Shadley Fernando Sonny Ibrahim  Sonny Ibrahim  See fewer,Members only,Midnight's Children (2012)
Arjun Anand Eyeslice  Eyeslice  See fewer,Members only,Midnight's Children (2012)
Akil Ismail Hairoil  Hairoil  See fewer,Members only,Midnight's Children (2012)
Randev Abyasuriya Jayasingha Jimmy Kapadia  Jimmy Kapadia  See fewer,Members only,Midnight's Children (2012)
Movin Abyasuriya Jayasingha Glandy Keith  Glandy Keith  See fewer,Members only,Midnight's Children (2012)
M.C. Sheron Perera Cyrus the Great  Cyrus the Great  See fewer,Members only,Midnight's Children (2012)
Ainsley De Silva Headmaster Crusoe  Headmaster Crusoe  See fewer,Members only,Bombay Velvet (2015)
Mario Gomez Dr. Narlikar  Dr. Narlikar  See fewer,Members only,Midnight's Children (2012)
M.N. Abdul Malik Young Zia  Young Zia  See fewer,Members only,Midnight's Children (2012)
Suresh Menon Field Marshall / President  Field Marshall / President  See fewer,Members only,Ra.One (2011)
Tahir Mahmood President Quivering  President Quivering  See fewer,Members only,Midnight's Children (2012)
Sarita Choudhury Prime Minister  Prime Minister  See fewer,Top 5000,Lady in the Water (2006)
Satya Bhabha Adult Saleem  Adult Saleem  See fewer,Members only,Scott Pilgrim vs. the World (2010)
Siddharth Adult Shiva  Adult Shiva  See fewer,Members only,Rang De Basanti (2006)
Shriya Saran Adult Parvati  Adult Parvati  See fewer,Members only,Drishyam (2015)
Pasan Ranaweera Adam Kenny  Adam Kenny  See fewer,Members only,The Cemetery Men (2015)
Raghav Sharma Akram Mohideen  Akram Mohideen  See fewer,Members only,Popcon (2014)
Ruvin De Silva Amaar Adamaly  Amaar Adamaly  See fewer,Members only,Eka Langa Kotu (2017)
Sabrina Ghouse Amrish Kumar  Amrish Kumar  See fewer,Members only,Midnight's Children (2012)
Sasha Chatoor Amrita Khandpur  Amrita Khandpur  See fewer,Members only,Midnight's Children (2012)
Shamanthi Rajasingham Aqeel Mohideen  Aqeel Mohideen  See fewer,Members only,Midnight's Children (2012)
Shane Jackpaul Francesca Mudannayaka  Francesca Mudannayaka  See fewer,Members only,Midnight's Children (2012)
Shayan Pereira Kimaya De Silva  Kimaya De Silva  See fewer,Members only,Midnight's Children (2012)
Tamanna Bawa Meara Algama  Meara Algama  See fewer,Members only,Midnight's Children (2012)
Yashodha Suriyapperuma Parmida Dian  Parmida Dian  See fewer,Members only,Cemetery (2019)
Soha Ali Khan Adult Jamila  Adult Jamila  See fewer,Members only,Rang De Basanti (2006)
Gnel Shermin Doole Nose Clinic Nurse  Nose Clinic Nurse  See fewer,Members only,Midnight's Children (2012)
Joshua Christopher Adult Zia  Adult Zia  See fewer,Members only,Flags on the Field (2015)
