Name,STARmeter,Known for
Amitabh Bachchan Subhash 'Sarkar' Nagare  Subhash 'Sarkar' Nagare  See fewer,Members only,Black (2005)
Abhishek Bachchan Shankar Nagre  Shankar Nagre  See fewer,Members only,Happy New Year (I) (2014)
Aishwarya Rai Bachchan Anita Rajan (as Aishwarya Rai)  Anita Rajan (as Aishwarya Rai)  See fewer,Top 5000,Jodhaa Akbar (2008)
Ravi Kale Chandar  Chandar  See fewer,Members only,Khakee (2004)
Govind Namdeo Hassan Qazi  Hassan Qazi  See fewer,Members only,Satya (1998)
Victor Banerjee Mike Rajan  Mike Rajan  See fewer,Members only,A Passage to India (1984)
Dilip Prabhavalkar Rao Saab  Rao Saab  See fewer,Members only,"Carry On, Munna Bhai (2006)"
Rajesh Shringarpore Sanjay Somji  Sanjay Somji  See fewer,Members only,340 (2009)
Supriya Pathak Pushpa  Pushpa  See fewer,Members only,Goliyon Ki Rasleela Ram-Leela (2013)
Tanishaa Mukerji Avantika (as Tanisha)  Avantika (as Tanisha)  See fewer,Members only,Sarkar (2005)
Upendra Limaye Kantilal Vora  Kantilal Vora  See fewer,Members only,Tara From Satara (2019)
Shokri Amirali Amir  Amir  See fewer,Members only,Dream.net (2009)
Javed Ansari Negi (Mystery Killer)  Negi (Mystery Killer)  See fewer,Members only,Dylan Dog: Dead of Night (2010)
Diwakar Dhayani Ashwin  Ashwin  See fewer,Members only,Gunday (2014)
Kay Kay Menon Vishnu (archive footage)  Vishnu (archive footage)  See fewer,Members only,Haider (2014)
Sumit Nijhawan Bala (as Sumeet Nijhawan)  Bala (as Sumeet Nijhawan)  See fewer,Members only,Bhaiaji Superhit (2018)
Shishir Sharma C.M. Sunil Shinde  C.M. Sunil Shinde  See fewer,Members only,Talvar (2015)
Sayaji Shinde Karunesh Kaanga  Karunesh Kaanga  See fewer,Members only,1 - Nenokkadine (2014)
Rajesh Shringarpure Sanjay Somji  Sanjay Somji  See fewer,Members only,340 (2009)
