Name,STARmeter,Known for
Elodie Yung Amelia Roussel  Amelia Roussel  See fewer,Top 5000,Gods of Egypt (2016)
Ryan Reynolds Michael Bryce  Michael Bryce  See fewer,55,Deadpool (2016)
Tsuwayuki Saotome Kurosawa  Kurosawa  See fewer,Members only,London Has Fallen (2016)
Roy Hill Helicopter Pilot / Newscaster  Helicopter Pilot / Newscaster  See fewer,Members only,All She Wrote (2018)
Richard E. Grant Seifert  Seifert  See fewer,Top 5000,Gosford Park (2001)
Gary Oldman Vladislav Dukhovich  Vladislav Dukhovich  See fewer,Top 500,Tinker Tailor Soldier Spy (2011)
Rod Hallett Professor Asimov  Professor Asimov  See fewer,Members only,Ant-Man (2015)
Yuri Kolokolnikov Ivan  Ivan  See fewer,Members only,Hunter Killer (2018)
Nadia Konakchieva Mrs. Asimov  Mrs. Asimov  See fewer,Members only,Conan the Barbarian (2011)
Valentin Stojanov Petr Asimov Jr.  Petr Asimov Jr.  See fewer,Members only,The Fourth Kind (2009)
Noortje Herlaar ICC Court Clerk  ICC Court Clerk  See fewer,Members only,De 12 van Oldenheim (2017)
Georgie Glen ICC Lead Judge  ICC Lead Judge  See fewer,Members only,Waterloo Road (2006)
Michael Gor Livitin  Livitin  See fewer,Members only,Bridge of Spies (2015)
Barry Atsma Moreno  Moreno  See fewer,Members only,Bad Banks (2018)
Ralitsa Vassileva Newscaster  Newscaster  See fewer,Members only,World Report (2004)
Abigail McLoughlin News Reporter  News Reporter  See fewer,Members only,The Hitman's Bodyguard (2017)
Bradley John News Reporter  News Reporter  See fewer,Members only,Stan Lee's Lucky Man (2016)
Mariana Vekilska News Reporter  News Reporter  See fewer,Members only,The Hitman's Bodyguard (2017)
Sophia Vassili News Reporter  News Reporter  See fewer,Members only,Bar Tricks (2019)
Kirsty Mitchell Harr  Harr  See fewer,Members only,Down a Dark Hall (2018)
Samuel L. Jackson Darius Kincaid  Darius Kincaid  See fewer,Top 500,Pulp Fiction (1994)
Tine Joustra Renata Casoria  Renata Casoria  See fewer,Members only,Rafaël (2018)
Sam Hazeldine Garrett  Garrett  See fewer,Members only,The Innocents (2018)
Joaquim de Almeida Jean Foucher  Jean Foucher  See fewer,Members only,Fast Five (2011)
Chris Brazier Garrett's Officer  Garrett's Officer  See fewer,Members only,A.D. The Bible Continues (2015)
Andy Merchant Coventry Cop  Coventry Cop  See fewer,Members only,Wonder Woman (2017)
Alan McKenna Interpol Agent  Interpol Agent  See fewer,Members only,Belle (2013)
Salma Hayek Sonia Kincaid  Sonia Kincaid  See fewer,Top 5000,Frida (2002)
Donna Preston Sonia's Cell Mate  Sonia's Cell Mate  See fewer,Members only,Bhaijaan Elo Re (2018)
Nikolay Stanoev Cashier  Cashier  See fewer,Members only,Hellboy (2019)
Joséphine de La Baume Interpol Young Agent  Interpol Young Agent  See fewer,Members only,One Day (2011)
Renars Latkovskis Dukhovich Merc  Dukhovich Merc  See fewer,Members only,Killing Eve (2018)
Samantha Bolter Coventry Police Officer  Coventry Police Officer  See fewer,Members only,Never Let Go (I) (2015)
Simon Feek Police Pilot  Police Pilot  See fewer,Members only,Hellboy (2019)
Milen Kaleichev Merc on Radio  Merc on Radio  See fewer,Members only,Game of Thrones (2011)
Ori Pfeffer Vacklin  Vacklin  See fewer,Members only,Hacksaw Ridge (2016)
Alexander Mercury Hacker Merc  Hacker Merc  See fewer,Members only,Jack Ryan: Shadow Recruit (2014)
Michael Jinks English Country Town Night Clerk  English Country Town Night Clerk  See fewer,Members only,Doctors (2000)
Mark Archer Ambush Sniper  Ambush Sniper  See fewer,Members only,Wonder Woman (2017)
Justin Pearson Ambush Sniper  Ambush Sniper  See fewer,Members only,Spectre (I) (2015)
Russell De Rozario Nun Driver  Nun Driver  See fewer,Members only,Kick-Ass (2010)
Velimir Velev Preacher Murderer  Preacher Murderer  See fewer,Members only,The Expendables 2 (2012)
Batola Jean-Jacque Menard Preacher  Preacher  See fewer,Members only,The Hitman's Bodyguard (2017)
Dijarn Campbell Young Kincaid  Young Kincaid  See fewer,Members only,The Demon Headmaster (2019)
Dawn Sherrer Mourner  Mourner  See fewer,Members only,Hellboy (2019)
Derek Morse Mourner  Mourner  See fewer,Members only,Counting to infinity (2009)
Owen Davis Mourner  Mourner  See fewer,Members only,London Has Fallen (2016)
Abbey Hoes Flower Stall Clerk  Flower Stall Clerk  See fewer,Members only,Petticoat (2016)
Antoin Cox Amsterdam Bartender  Amsterdam Bartender  See fewer,Members only,Brimstone (2016)
Bella Draganova Violin Player  Violin Player  See fewer,Members only,The Hitman's Bodyguard (2017)
Bruno Salgueiro Speedboat Owner  Speedboat Owner  See fewer,Members only,The Portuguese Falcon (2015)
Nicolas de Pruyssenaere Dutch Cop  Dutch Cop  See fewer,Members only,The Monuments Men (2014)
Bernd Pietsch Amsterdam Policeman  Amsterdam Policeman  See fewer,Members only,Jason Bourne (I) (2016)
Jeffrey Nunes Merc Passenger  Merc Passenger  See fewer,Members only,Dunkirk (2017)
Marko Mandic Goran  Goran  See fewer,Members only,In the Face of Crime (2010)
Vladimir Vladimirov Fabio  Fabio  See fewer,Members only,The Expendables 2 (2012)
Zlatka Raikova Widow  Widow  See fewer,Members only,Conan the Barbarian (2011)
Mounir Margoum Zidane  Zidane  See fewer,Members only,Rendition (2007)
Hristo Petkov Zidane's Soldier  Zidane's Soldier  See fewer,Members only,Barbarians Rising (2016)
Stilyan Mavrov Semi-Truck Driver (as Stilian Mavrov)  Semi-Truck Driver (as Stilian Mavrov)  See fewer,Members only,World War Z (2013)
Yordan Danchev Doctor  Doctor  See fewer,Members only,"Pistolet, Kufar i 3 smurdyashti varela (2012)"
Ulyana Chan Doctor  Doctor  See fewer,Members only,Conan the Barbarian (2011)
Dimitar Bakalov Doctor  Doctor  See fewer,Members only,The Hitman's Bodyguard (2017)
Martin Geraskov Pilot  Pilot  See fewer,Members only,Angel Has Fallen (2019)
Ilian Emanviov Burly Guard (as Ilian Emanuilov)  Burly Guard (as Ilian Emanuilov)  See fewer,Members only,Assassin's Creed (2016)
Deepak Anand Corporate Pedestrian (uncredited)  Corporate Pedestrian (uncredited)  See fewer,Members only,Paddington 2 (2017)
Manoj Anand Corporate Pedestrian (uncredited)  Corporate Pedestrian (uncredited)  See fewer,Members only,Bhoothnath Returns (2014)
Matias Araujo Student (uncredited)  Student (uncredited)  See fewer,Members only,Nieuwe tijden (2016)
Lan Artis Immigrant (uncredited)  Immigrant (uncredited)  See fewer,Members only,Slika (2004)
Lee Asquith-Coe SO19 Officer (uncredited)  SO19 Officer (uncredited)  See fewer,Members only,We Are Soldier
Daan Aufenacker Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,The Resistance Banker (2018)
Robert-Jan Bartels Bartender / Pedestrian (uncredited)  Bartender / Pedestrian (uncredited)  See fewer,Members only,"Goede tijden, slechte tijden (1990)"
Kishore Bhatt Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Fan (I) (2016)
Velizar Binev Protester (uncredited)  Protester (uncredited)  See fewer,Members only,Hitman (I) (2007)
Joe Bryant Interpol Agent (uncredited)  Interpol Agent (uncredited)  See fewer,Members only,Adam: The Man On The Doorstep (2018)
Steve Carroll Lawyer (uncredited)  Lawyer (uncredited)  See fewer,Members only,Set Me Free: Vol. I (2016)
Nathanjohn Carter Interpol Guard (uncredited)  Interpol Guard (uncredited)  See fewer,Members only,The Rise of the Krays (2015)
Ross Carter Interpol Agent (uncredited)  Interpol Agent (uncredited)  See fewer,Members only,Mission: Impossible - Fallout (2018)
David Chant United Nations Soldier (uncredited)  United Nations Soldier (uncredited)  See fewer,Members only,Allied
Mark Christopher Collins Interpol Guard (uncredited)  Interpol Guard (uncredited)  See fewer,Members only,Black Russian Promo (2019)
Tom Dab Policeman (uncredited)  Policeman (uncredited)  See fewer,Members only,Artemis Fowl (2020)
Truus de Boer Cyclist (uncredited)  Cyclist (uncredited)  See fewer,Members only,The Missing (2014)
Michel den Hartog Tourist / Cyclist (uncredited)  Tourist / Cyclist (uncredited)  See fewer,Members only,Riphagen (2016)
Vikki Edwards Lawyer at The Hague (uncredited)  Lawyer at The Hague (uncredited)  See fewer,Members only,Raymond's 5 (2017)
Bruno Enrique Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Kill Day (2014)
Karl Farrer Barrister (uncredited)  Barrister (uncredited)  See fewer,Members only,Colette (I) (2018)
Dino Fazzani Prison Guard (uncredited)  Prison Guard (uncredited)  See fewer,Members only,Wonder Woman (2017)
Mark Gooden UN Lawyer (uncredited)  UN Lawyer (uncredited)  See fewer,Members only,Last Christmas (2019)
Jason Grangier Interpol Agent (uncredited)  Interpol Agent (uncredited)  See fewer,Members only,Happy Célibat (2018)
Lee Nicholas Harris CO19 officer (uncredited)  CO19 officer (uncredited)  See fewer,Members only,World War Z (2013)
Richard Hills Jr. Interpol Agent (uncredited)  Interpol Agent (uncredited)  See fewer,Members only,Tucked (2018)
Ruth Horrocks Dutch Police Officer (uncredited)  Dutch Police Officer (uncredited)  See fewer,Members only,Fast & Furious Presents: Hobbs & Shaw (2019)
Patrick Hughes Interpol agent (uncredited)  Interpol agent (uncredited)  See fewer,Members only,Red Hill (2010)
Ty Hurley Policeman (uncredited)  Policeman (uncredited)  See fewer,Members only,iBoy (2017)
Dimitar Ilkov Agent (uncredited)  Agent (uncredited)  See fewer,Members only,Automata (2014)
Alex Jaep Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,The Mummy (2017)
Judit Jakli Lawyer (uncredited)  Lawyer (uncredited)  See fewer,Members only,Dangerous Game (I) (2017)
Rajesh Kalhan Lawyer (uncredited)  Lawyer (uncredited)  See fewer,Members only,The Chase (2015)
Marat Khairoullin The Russian (uncredited)  The Russian (uncredited)  See fewer,Members only,The Red Mosquito
Alex Klaus SO19 Officer (uncredited)  SO19 Officer (uncredited)  See fewer,Members only,Static (2020)
Nina Kumar Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,iBoy (2017)
Adam Lazarus Courtroom Journalist (uncredited)  Courtroom Journalist (uncredited)  See fewer,Members only,Disobedience (2017)
Wendelien Lodder Woman on the Street (uncredited)  Woman on the Street (uncredited)  See fewer,Members only,Hairbrush (2015)
Annishia Camilla Lunette Sexy Bar Girl (uncredited)  Sexy Bar Girl (uncredited)  See fewer,Members only,Fast Girls (2012)
Bobby Mahmi Court Room Guard (uncredited)  Court Room Guard (uncredited)  See fewer,Members only,Road (2017)
Miguel Martins Man on the Street (uncredited)  Man on the Street (uncredited)  See fewer,Members only,Het leven is vurrukkulluk (2018)
Bharat Mistri Lawyer (uncredited)  Lawyer (uncredited)  See fewer,Members only,Fan (I) (2016)
Sandeep Mohan Court Room Member (uncredited)  Court Room Member (uncredited)  See fewer,Members only,Fan (I) (2016)
Halima Nagori Defence Stenographer (uncredited)  Defence Stenographer (uncredited)  See fewer,Members only,Fan (I) (2016)
Jag Patel Corporate Pedestrian (uncredited)  Corporate Pedestrian (uncredited)  See fewer,Members only,Morbius (2020)
Stephanie Pezolano Defence lawyer (uncredited)  Defence lawyer (uncredited)  See fewer,Members only,Genesis (II) (2018)
Richard Price Policeman (uncredited)  Policeman (uncredited)  See fewer,Members only,Arjun & Alison (2014)
Justified Prince Passerby (uncredited)  Passerby (uncredited)  See fewer,Members only,Future Soldier (2018)
Deborah Rock Defence Lawyer (uncredited)  Defence Lawyer (uncredited)  See fewer,Members only,Final Score (2018)
Mark Ryder Passerby (uncredited)  Passerby (uncredited)  See fewer,Members only,Fan (I) (2016)
Bernardo Santos Prosecution Lawyer (uncredited)  Prosecution Lawyer (uncredited)  See fewer,Members only,Tomb Raider (2018)
Madelon Schoenmaker Nun (uncredited)  Nun (uncredited)  See fewer,Members only,The knock on the door (2019)
Atul Sharma Lawyer (uncredited)  Lawyer (uncredited)  See fewer,Members only,Andaz Tera Mera
Tamara Sharpe Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Polar Bear (2016)
Ruth Shaw Stenographer (uncredited)  Stenographer (uncredited)  See fewer,Members only,Suspects (2014)
Mark Shrimpton Armed Police SCO19 (uncredited)  Armed Police SCO19 (uncredited)  See fewer,Members only,The Flintstones (1994)
Amanda Smith Corporate Pedestrian (uncredited)  Corporate Pedestrian (uncredited)  See fewer,Members only,Phantom (I) (2015)
Alex Temple-Marsh Paramedic (uncredited)  Paramedic (uncredited)  See fewer,Members only,Behind the Scenes (I) (1992)
Andrew Vandaele Tourist (uncredited)  Tourist (uncredited)  See fewer,Members only,8 (Eight) (2018)
Nick Vorsselman Boy on Street (uncredited)  Boy on Street (uncredited)  See fewer,Members only,Bigfoot 4: De Verschrikkelijke Sneeuwman (2019)
Stuart Whelan Policeman Lawyer (uncredited)  Policeman Lawyer (uncredited)  See fewer,Members only,Star Wars: The Rise of Skywalker (2019)
Chris Wilson ICC Judge (uncredited)  ICC Judge (uncredited)  See fewer,Members only,Mutant Chronicles (2008)
