Name,STARmeter,Known for
Linda Cardellini Anna  Anna  See fewer,Top 500,Brokeback Mountain (2005)
Roman Christou Chris  Chris  See fewer,Members only,The Making of a Movie Monster (2019)
Jaynee-Lynne Kinchen Samantha  Samantha  See fewer,Members only,Self/less (2015)
Raymond Cruz Rafael Olvera  Rafael Olvera  See fewer,Top 5000,Alien Resurrection (1997)
Marisol Ramirez La Llorona  La Llorona  See fewer,Members only,Circle (II) (2015)
Patricia Velasquez Patricia Alvarez  Patricia Alvarez  See fewer,Top 5000,The Mummy Returns (2001)
Sean Patrick Thomas Detective Cooper  Detective Cooper  See fewer,Members only,Save the Last Dance (2001)
Tony Amendola Father Perez  Father Perez  See fewer,Members only,Annabelle (I) (2014)
Irene Keng Donna  Donna  See fewer,Members only,Grey's Anatomy (2005)
Oliver Alexander Carlos  Carlos  See fewer,Members only,For The People (2018)
Aiden Lewandowski Tomas  Tomas  See fewer,Members only,Peanuts (2014)
Paul Rodriguez Officer Claro  Officer Claro  See fewer,Members only,Street Dreams (2009)
John Marshall Jones Mr. Hankins  Mr. Hankins  See fewer,Members only,John Doe (2002)
Ricardo Mamood-Vega Perez  Perez  See fewer,Members only,Famous in Love (2017)
Jaydan Valdivia Diego  Diego  See fewer,Members only,The Curse of La Llorona (2019)
Andrew Tinpo Lee ER Doctor  ER Doctor  See fewer,Members only,This Is Us (2016)
Madeleine McGraw April (uncredited)  April (uncredited)  See fewer,Top 5000,American Sniper (2014)
DeLaRosa Rivera David Garcia (uncredited)  David Garcia (uncredited)  See fewer,Members only,NCIS: Los Angeles (2009)
Sophia Santi Bocanegra / Female Customer (uncredited)  Bocanegra / Female Customer (uncredited)  See fewer,Members only,CSI: Crime Scene Investigation (2000)
