Name,STARmeter,Known for
Todd Bagley Daniel  Daniel  See fewer,Members only,Inaudible Screams (2019)
Shannon Kathleen Baker Deb  Deb  See fewer,Members only,I Am Potential (2015)
Luke Beavers Eamon  Eamon  See fewer,Members only,Watch Me (2010)
Kassandra Botts Grace  Grace  See fewer,Members only,As It Is in Heaven (2014)
Sylvia Boykin Carmella  Carmella  See fewer,Members only,The Tenant (2010)
Meredith Cave Joy  Joy  See fewer,Members only,Friggin' Aliens
Janelle M. Gore Lilly  Lilly  See fewer,Members only,Friggin' Aliens
Carola Lina Azra  Azra  See fewer,Members only,As It Is in Heaven (2014)
John Lina Edward  Edward  See fewer,Members only,Almost Home (I) (2015)
Timothy Morton Cult Member  Cult Member  See fewer,Members only,New Cops (2016)
Chris Nelson David  David  See fewer,Members only,The New World (2005)
Jin Park Abiella  Abiella  See fewer,Members only,Chicago P.D. (2014)
Abi Van Andel Naomi  Naomi  See fewer,Members only,Dark Waters (2019)
