Name,STARmeter,Known for
Vin Diesel Dominic Toretto  Dominic Toretto  See fewer,Top 500,Guardians of the Galaxy (2014)
Paul Walker Brian O'Conner  Brian O'Conner  See fewer,Top 5000,The Fast and the Furious (2001)
Jason Statham Deckard Shaw  Deckard Shaw  See fewer,Top 500,Crank (2006)
Michelle Rodriguez Letty  Letty  See fewer,Top 5000,Avatar (2009)
Jordana Brewster Mia  Mia  See fewer,Top 5000,The Texas Chainsaw Massacre: The Beginning (2006)
Tyrese Gibson Roman  Roman  See fewer,Top 5000,Baby Boy (2001)
Ludacris Tej (as Chris 'Ludacris' Bridges)  Tej (as Chris 'Ludacris' Bridges)  See fewer,Members only,Crash (I) (2004)
Dwayne Johnson Hobbs  Hobbs  See fewer,Top 500,Jumanji: Welcome to the Jungle (2017)
Lucas Black Sean Boswell  Sean Boswell  See fewer,Top 5000,Sling Blade (1996)
Kurt Russell Mr. Nobody  Mr. Nobody  See fewer,Top 5000,Escape from L.A. (1996)
Nathalie Emmanuel Ramsey  Ramsey  See fewer,Top 5000,Maze Runner: The Scorch Trials (2015)
Elsa Pataky Elena  Elena  See fewer,Top 5000,Fast & Furious 6 (2013)
Gal Gadot Gisele  Gisele  See fewer,Top 500,Wonder Woman (2017)
John Brotherton Sheppard  Sheppard  See fewer,Members only,Fuller House (2016)
Luke Evans Owen Shaw  Owen Shaw  See fewer,Top 500,Dracula Untold (2014)
Tony Jaa Kiet  Kiet  See fewer,Members only,Ong-bak 3 (2010)
Djimon Hounsou Jakande  Jakande  See fewer,Top 5000,Blood Diamond (2006)
Noel Gugliemi Hector  Hector  See fewer,Top 5000,Street Kings (2008)
Ali Fazal Safar  Safar  See fewer,Members only,Victoria & Abdul (2017)
Sung Kang Han (archive footage)  Han (archive footage)  See fewer,Members only,Fast & Furious 6 (2013)
Ronda Rousey Kara  Kara  See fewer,Top 5000,Entourage (2015)
Miller Kimsey Jack  Jack  See fewer,Members only,Wiz Khalifa Ft. Charlie Puth: See You Again (2015)
Charlie Kimsey Jack  Jack  See fewer,Members only,Furious 7 (2015)
Eden Estrella Samantha Hobbs  Samantha Hobbs  See fewer,Members only,The Fate of the Furious (2017)
Gentry White Letty's Fan  Letty's Fan  See fewer,Members only,Aquarius (2015)
Iggy Azalea Female Racer  Female Racer  See fewer,Members only,Kingsman: The Secret Service (2014)
Jon Lee Brody Male Racer  Male Racer  See fewer,Members only,Star Trek Into Darkness (2013)
Levy Tran Race Starter  Race Starter  See fewer,Top 5000,MacGyver (2016)
Anna Colwell Hot Teacher  Hot Teacher  See fewer,Members only,Killers (2010)
Viktor Hernandez Doctor  Doctor  See fewer,Members only,Contraband (2012)
Steve Coulter Priest  Priest  See fewer,Members only,Yellowstone (2018)
Robert Pralgo Merc Tech  Merc Tech  See fewer,Members only,The Joneses (2009)
Antwan Mills Weapons Tech  Weapons Tech  See fewer,Members only,Let's Be Cops (2014)
J.J. Phillips Billionaire (as JJ Phillips)  Billionaire (as JJ Phillips)  See fewer,Members only,Nashville (2012)
Jorge Ferragut Dominican Priest  Dominican Priest  See fewer,Members only,MacGyver (2016)
Sara Sohn Hana  Hana  See fewer,Members only,Searching (III) (2018)
Benjamin Blankenship Merc Driver (as Ben Blankenship)  Merc Driver (as Ben Blankenship)  See fewer,Members only,Man of Steel (2013)
D.J. Hapa DJ (as DJ Hapa)  DJ (as DJ Hapa)  See fewer,Members only,How 2 Build a Rapper (2008)
T-Pain DJ  DJ  See fewer,Members only,Tropic Thunder (2008)
Brian Mahoney Drone Tech  Drone Tech  See fewer,Members only,The Boondock Saints (1999)
Brittney Alger Jasmine  Jasmine  See fewer,Members only,Pitch Perfect (2012)
Romeo Santos Mando  Mando  See fewer,Members only,The Angry Birds Movie (2016)
Jocelin Donahue Advisor  Advisor  See fewer,Members only,The House of the Devil (2009)
Stephanie Langston Field Reporter  Field Reporter  See fewer,Members only,Logan Lucky (2017)
