Name,STARmeter,Known for
Armie Hammer Billy Graham  Billy Graham  See fewer,Top 500,The Social Network (2010)
Lindsay Wagner Morrow Graham  Morrow Graham  See fewer,Top 5000,The Bionic Woman (1976)
Martin Landau Charles Templeton - Older  Charles Templeton - Older  See fewer,Top 5000,Ed Wood (1994)
Stefanie Butler Ruth Graham  Ruth Graham  See fewer,Members only,Deirfiúracha
Josh DeVries T.W. Wilson  T.W. Wilson  See fewer,Members only,Billy: The Early Years (2008)
Jennifer O'Neill Reporter  Reporter  See fewer,Members only,Scanners (1981)
Josh Turner George Beverly Shea  George Beverly Shea  See fewer,Members only,An Unfinished Life (2005)
Cliff Bemis Dr. Mordecai Ham  Dr. Mordecai Ham  See fewer,Members only,Straight Outta Tompkins (2015)
Amber Autry Townsperson  Townsperson  See fewer,Members only,Mirrored Personas (2016)
J. Thomas Bailey Doctor  Doctor  See fewer,Members only,Midnight in the Garden of Good and Evil (1997)
Dan Beene Dr. Minder  Dr. Minder  See fewer,Members only,Walk the Line (2005)
Zephyr Benson Moviegoer  Moviegoer  See fewer,Members only,Straight Outta Tompkins (2015)
Eric Berner MC  MC  See fewer,Members only,The Grift (2008)
Terry Blackwood Quartet Singer  Quartet Singer  See fewer,Members only,Elvis: The Rebirth of the King (2017)
Yun Blair Librarian  Librarian  See fewer,Members only,Pure Country 2: The Gift (2010)
Valorie Buck Teacher  Teacher  See fewer,Members only,Providence (I) (2016)
Abbi Butler Rosa Bell  Rosa Bell  See fewer,Members only,The Benchwarmers (2006)
Cody Carwile Grady Wilson  Grady Wilson  See fewer,Members only,Mr. Scratch (2016)
Burton Collins Torrey Johnson  Torrey Johnson  See fewer,Members only,Remington Steele (1982)
Cynthia Correro Librarian  Librarian  See fewer,Members only,Billy: The Early Years (2008)
Bobby Daniels Custodian  Custodian  See fewer,Members only,Elizabethtown (2005)
Rivkah Edelman Connie Templeton  Connie Templeton  See fewer,Members only,Billy: The Early Years (2008)
Donald Farmer News Photographer  News Photographer  See fewer,Members only,Bollywood and Vine (2004)
Becky Fly Housewife  Housewife  See fewer,Members only,The Last Exorcism (2010)
Jerry Foster Old Cowboy Song Leader  Old Cowboy Song Leader  See fewer,Members only,Urban Cowboy (1980)
Neva Howell Shea Secretary  Shea Secretary  See fewer,Members only,Burden (I) (2018)
JDP Schoolmate (as Joda Pyle)  Schoolmate (as Joda Pyle)  See fewer,Members only,Bomb City (2017)
Christina Dallas Jones Vera Resue  Vera Resue  See fewer,Members only,Billy: The Early Years (2008)
Adrienne Leigh Congregation Member  Congregation Member  See fewer,Members only,Bad Influence (1990)
Matt Lindahl Ukulele Player  Ukulele Player  See fewer,Members only,Stoker (2013)
Colin McCann Charles Massey  Charles Massey  See fewer,Members only,Mitch (2013)
Gene McDonald Quartet Singer  Quartet Singer  See fewer,Members only,Rivers of Joy (1998)
Johnny Minick Quartet Singer  Quartet Singer  See fewer,Members only,Holy Ground: Moments of Worship and Praise with the Homecoming Friends (1995)
Tyler Northcott Melvin  Melvin  See fewer,Members only,Charlie's War (2003)
James DeForest Parker Frank Graham  Frank Graham  See fewer,Members only,Big Fish (2003)
Noel Pittman Marjorie Bostrom  Marjorie Bostrom  See fewer,Members only,The Awakening (V) (2010)
Kristoffer Polaha Charles Templeton - young  Charles Templeton - young  See fewer,Top 5000,Wonder Woman 1984 (2020)
Kevin Quigley Angry Man  Angry Man  See fewer,Members only,Sheena (2000)
John Wesley Ryles Choir singer  Choir singer  See fewer,Members only,Lawless (2012)
Rebecca Seip Extra  Extra  See fewer,Members only,Dead Start (2009)
Ladye Love Smith Woman at Tent Revival  Woman at Tent Revival  See fewer,Members only,Gaither & Homecoming Friends: Canadian Homecoming (2006)
Reggie Smith Quartet Singer  Quartet Singer  See fewer,Members only,Gaither & Homecoming Friends: Canadian Homecoming (2006)
Lily Taylor-Mortoff Emily  Emily  See fewer,Members only,The Bold and the Beautiful (1987)
Jonathan Thomas Albert  Albert  See fewer,Members only,Layla (2009)
Darius Willis Darryl / homeless man  Darryl / homeless man  See fewer,Members only,The Last Castle (2001)
Greg Wilson Business Man  Business Man  See fewer,Members only,D4 (2011)
Marc Allen Passerby (uncredited)  Passerby (uncredited)  See fewer,Members only,Speed Kills (2017)
James Roberts College Student (uncredited)  College Student (uncredited)  See fewer,Members only,I'm Sneezing (2012)
Lee Wilson College Student (uncredited)  College Student (uncredited)  See fewer,Members only,The Fountain of Life (2012)
