Name,STARmeter,Known for
Sean Astin Narrator (voice)  Narrator (voice)  See fewer,Top 5000,The Lord of the Rings: The Two Towers (2002)
Al Alcorn Himself  Himself  See fewer,Members only,Pong (1972)
Peter Armstrong Himself  Himself  See fewer,Members only,Marvel Super Hero Squad: Comic Combat (2011)
Cliff Bleszinski Himself  Himself  See fewer,Members only,Gears of War (2006)
Zach Braff Himself  Himself  See fewer,Top 5000,Garden State (2004)
Jim Brown Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Nolan Bushnell Himself  Himself  See fewer,Members only,Computer Space (1971)
Louis Castle Himself  Himself  See fewer,Members only,Boom Blox (2008)
Wil Wheaton Himself  Himself  See fewer,Top 5000,Stand by Me (1986)
Chloe Dykstra Herself  Herself  See fewer,Members only,Spider-Man 2 (2004)
Donald Faison Himself  Himself  See fewer,Top 5000,Scrubs (2001)
Brian Fargo Himself  Himself  See fewer,Members only,The Adventures of Rad Gravity (1990)
Ed Fries Himself  Himself  See fewer,Members only,Blinx: The Time Sweeper (2002)
Chris Hardwick Himself  Himself  See fewer,Members only,Talking Dead (2011)
David Crane Himself  Himself  See fewer,Members only,World 1-1 (2015)
Don James Himself  Himself  See fewer,Members only,Perfect Dark (2000)
Wyeth Johnson Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Max Landis Himself  Himself  See fewer,Members only,Bright (I) (2017)
Cricket Lee Herself (as Crix Lee)  Herself (as Crix Lee)  See fewer,Members only,The Guild (2007)
Casey Lynch Himself  Himself  See fewer,Members only,Legend of Zelda 1987 Trailer (2011)
Francis Mao Himself  Himself  See fewer,Members only,GamePro TV (1991)
Peter Molyneux Himself  Himself  See fewer,Members only,Black & White (2001)
Rob Pardo Himself  Himself  See fewer,Members only,Warcraft: The Beginning (2016)
David Perry Himself  Himself  See fewer,Members only,Click (2000)
Randy Pitchford Himself  Himself  See fewer,Members only,Half-Life (1998)
Justin Richmond Himself  Himself  See fewer,Members only,The Dragon Prince (2018)
Harvey Smith Himself  Himself  See fewer,Members only,Dishonored 2 (2016)
Kudo Tsunoda Himself  Himself  See fewer,Members only,Army Men: Air Attack (1999)
Tim Willits Himself  Himself  See fewer,Members only,Quake 4 (2005)
Warren Davis Himself  Himself  See fewer,Members only,The Middle (2009)
Robert Workman Himself  Himself  See fewer,Members only,Culture x History x Attitude (2012)
Reggie Fils-Aime Himself  Himself  See fewer,Members only,Nintendo Direct (2011)
Larry Akins Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Vincent Argentine Himself  Himself  See fewer,Members only,Rise of the Planet of the Apes (2011)
Chuck Beaver Himself  Himself  See fewer,Members only,Dead Space (2008)
Brittney Brombacher Herself  Herself  See fewer,Members only,We're Alive (2009)
Mark Cerny Himself  Himself  See fewer,Members only,Spider-Man (2018)
James Charne Himself (as Jim Charne)  Himself (as Jim Charne)  See fewer,Members only,Alter Ego (1986)
Tom Chelius Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Edward Chiu Himself  Himself  See fewer,Members only,Back in Time (2015)
Ernest Cline Himself (as Ernie Cline)  Himself (as Ernie Cline)  See fewer,Members only,Ready Player One (2018)
Christine Converse Herself  Herself  See fewer,Members only,Street Fighter IV (2008)
Drew Crowder Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Jimmy Fallon Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,The Tonight Show Starring Jimmy Fallon (2014)
David Fox Himself  Himself  See fewer,Members only,Rescue on Fractalus! (1984)
Jan Goetgeluk Himself  Himself  See fewer,Members only,Shark Tank (2009)
Clare Grant Herself  Herself  See fewer,Top 5000,Walk the Line (2005)
Alison Haislip Herself  Herself  See fewer,Members only,Division III: Football's Finest (2011)
Craig Harris Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Brandon Hulslander Himself  Himself  See fewer,Members only,Video Games: The Movie (2014)
Jackie Izawa Herself  Herself  See fewer,Members only,Off Topic (2015)
Hideo Kojima Himself  Himself  See fewer,Members only,Metal Gear Solid V: The Phantom Pain (2015)
Taylor Kurosaki Himself  Himself  See fewer,Members only,Call of Duty: Infinite Warfare (2016)
Palmer Luckey Himself  Himself  See fewer,Members only,Zero Point (2014)
Brian Martel Himself  Himself  See fewer,Members only,Borderlands (2009)
