Name,STARmeter,Known for
Ludivine Sagnier La mère  La mère  See fewer,Members only,8 Women (2002)
Kyan Khojandi Richard  Richard  See fewer,Members only,Bref. (2011)
Lola Lasseron Lou  Lou  See fewer,Members only,Dans les pas de Marie Curie (2011)
Nathalie Baye La grand-mère  La grand-mère  See fewer,Members only,Catch Me If You Can (2002)
Julie Ferrier Sophie  Sophie  See fewer,Members only,Micmacs (2009)
Eden Hoch Mina  Mina  See fewer,Members only,Lou! Journal infime (2014)
Joshua Mazé Tristan  Tristan  See fewer,Members only,Maman a tort (2016)
Lily Taieb Marie-Emilie  Marie-Emilie  See fewer,Members only,A Chance Encounter (2014)
Léa Nataf Karine  Karine  See fewer,Members only,Lou! Journal infime (2014)
Virgile Hurard Jean-Jean  Jean-Jean  See fewer,Members only,Lou! Journal infime (2014)
Téo Yacoub Preston  Preston  See fewer,Members only,Une Fille et Des Garçons (2019)
Sacha Vassort Manolo  Manolo  See fewer,Members only,Lou! Journal infime (2014)
Anne Agbadou-Masson Jocelyne  Jocelyne  See fewer,Members only,Goodbye First Love (2011)
Winston Ong Gino  Gino  See fewer,Members only,Polisse (2011)
François Rollin Henry  Henry  See fewer,Members only,How Much Do You Love Me? (2005)
Pierre Rousselet Robert  Robert  See fewer,Members only,"Paris, Wine and Romance (2019)"
Pierre Mathis Luigi  Luigi  See fewer,Members only,Lou! Journal infime (2014)
Quentin Santarelli Mister Juice  Mister Juice  See fewer,Members only,Je la rencontrerai (2019)
Jean-Luc Atlan Professeur de Goldave  Professeur de Goldave  See fewer,Members only,A Fine Romance (1989)
Léopold Hedengren Invité Richard  Invité Richard  See fewer,Members only,Le chant des sirènes (2016)
Jean-Luc Deglin Invité Richard  Invité Richard  See fewer,Members only,Lou! Journal infime (2014)
Adrien Ménielle Invité Richard (as Adrien Menielle)  Invité Richard (as Adrien Menielle)  See fewer,Members only,Studio Bagel - La Collection (2018)
Elsa Pharaon Invitée Richard  Invitée Richard  See fewer,Members only,The Past (2013)
Sophie Raive Invitée Richard  Invitée Richard  See fewer,Members only,Fashion Victim (2009)
Sylvie Amato Invitée Richard  Invitée Richard  See fewer,Members only,Lou! Journal infime (2014)
Deborah Durand Invitée Richard  Invitée Richard  See fewer,Members only,Les amours secrètes (2010)
Olivier Milhaud Invité Richard  Invité Richard  See fewer,Members only,Lou! Journal infime (2014)
Nicolas Dumaire L'homme-poulet  L'homme-poulet  See fewer,Members only,Lou! Journal infime (2014)
Maïa Neel Jumelle 1  Jumelle 1  See fewer,Members only,Lou! Journal infime (2014)
Margot Andreu Jumelle 2  Jumelle 2  See fewer,Members only,Lou! Journal infime (2014)
Luna Gardet Copine Marie-Emilie  Copine Marie-Emilie  See fewer,Members only,Lou! Journal infime (2014)
Marc Syrigas Entraîneur de boxe  Entraîneur de boxe  See fewer,Members only,Scribe (2016)
