Name,STARmeter,Known for
Jonas Ball Mark Chapman  Mark Chapman  See fewer,Members only,Walnuts the Movie
Mie Omori Gloria  Gloria  See fewer,Members only,Fishbowl (II) (2005)
Krisha Fairchild Mother  Mother  See fewer,Members only,Krisha (2015)
Gail Kay Bell Psych Bellevue  Psych Bellevue  See fewer,Members only,In Between (I) (2008)
Gunter Stern Psych  Psych  See fewer,Members only,The Killing of John Lennon (2006)
Tom Zolandz Goresh  Goresh  See fewer,Members only,Before the Devil Knows You're Dead (2007)
Joe Abbate Cab Driver  Cab Driver  See fewer,Members only,The Immaculate Misconception (2006)
Hernan Lucero Doorman (as Hernan C. Lucero)  Doorman (as Hernan C. Lucero)  See fewer,Members only,Kal Ho Naa Ho (2003)
Dean Goldman Doorman  Doorman  See fewer,Members only,The Killing of John Lennon (2006)
Robert C. Kirk Detective  Detective  See fewer,Members only,Money Monster (2016)
Richard Padro Sheriff  Sheriff  See fewer,Members only,The Vagrant (1992)
Anthony Solis Gun Salesman  Gun Salesman  See fewer,Members only,The Killing of John Lennon (2006)
Sofia Dubrawsky Jude  Jude  See fewer,Members only,Date Night (2004)
Richard Sherman Lennon UK  Lennon UK  See fewer,Members only,The Killing of John Lennon (2006)
Tom J. Raider Lennon US  Lennon US  See fewer,Members only,The Uncle Gerry Show (2017)
Yuka Sonobe Yoko UK  Yoko UK  See fewer,Members only,The Killing of John Lennon (2006)
Yan Xi Yoko US  Yoko US  See fewer,Members only,She's Out of My League (2010)
Sarah Jo Jones Girlfriend  Girlfriend  See fewer,Members only,Walnuts the Movie
Tony Pascarella Cab Driver  Cab Driver  See fewer,Members only,Chez Risqué (2001)
Zero Angelo Laprest Scientologist  Scientologist  See fewer,Members only,The Killing of John Lennon (2006)
Howard Bishop Father  Father  See fewer,Members only,You May Not Kiss the Bride (2011)
Eric Nemoto Doctor  Doctor  See fewer,Members only,Lisa Patterson
Makana Beach Boy  Beach Boy  See fewer,Members only,The Descendants (2011)
Jane Fox Prostitute (as Vera Felice)  Prostitute (as Vera Felice)  See fewer,Members only,The Killing of John Lennon (2006)
J. Francis Curley Guard (as J. Francis Curly)  Guard (as J. Francis Curly)  See fewer,Members only,Brotherhood (2006)
John Sierros Reporter  Reporter  See fewer,Members only,Taxi (I) (2004)
Ben Killberg Reporter  Reporter  See fewer,Members only,The Killing of John Lennon (2006)
Thomas A. McMahon Spiro (as Tom Macmahon)  Spiro (as Tom Macmahon)  See fewer,Members only,1408 (2007)
Robert Scott Cullen  Cullen  See fewer,Members only,Anatomy of a Kiss (2007)
Rick Tashima Travel Agent  Travel Agent  See fewer,Members only,The Killing of John Lennon (2006)
Peniamina Malufau Security Guard  Security Guard  See fewer,Members only,The Killing of John Lennon (2006)
Alan Adler Officer Eric King (as Allan Adler)  Officer Eric King (as Allan Adler)  See fewer,Members only,Insiativet (Initiativet) (2016)
Chuck Schnetzer Officer  Officer  See fewer,Members only,The Killing of John Lennon (2006)
John Watson Officer  Officer  See fewer,Members only,The Recruit (2003)
James Campion Officer  Officer  See fewer,Members only,Husky (2005)
Jamie Harris Gay Man  Gay Man  See fewer,Members only,The Prestige (2006)
Tony Spinosa Gay Man  Gay Man  See fewer,Members only,Dangerous Waters (1994)
Nicole Delorey Recordshop Girl  Recordshop Girl  See fewer,Members only,The Killing of John Lennon (2006)
James Hadde Scientologist (uncredited)  Scientologist (uncredited)  See fewer,Members only,Battleship (2012)
Zero Kazama Scientologist Leader (uncredited)  Scientologist Leader (uncredited)  See fewer,Members only,Jurassic World (2015)
Ryan O'Connell Police Officer (uncredited)  Police Officer (uncredited)  See fewer,Members only,Take (2014)
Joe Rosario Police Inspector (uncredited)  Police Inspector (uncredited)  See fewer,Members only,Together: The Film (2008)
