Name,STARmeter,Known for
You Ge Mister Lu  Mister Lu  See fewer,Members only,To Live (1994)
Ziyi Zhang Xiao Liu  Xiao Liu  See fewer,Top 5000,The Grandmaster (2013)
Tadanobu Asano Watabe  Watabe  See fewer,Top 5000,Mongol: The Rise of Genghis Khan (2007)
Chun Du Killer  Killer  See fewer,Members only,The Three-Body Problem: I
Gillian Chung Xiao Wu  Xiao Wu  See fewer,Members only,Wu Ze Tian mi shi (2011)
Baogang Zhao  Actor  Actor  See fewer,Members only,Wo de qing chun shei zuo zhu (2009)
Dahong Ni  Actor  Actor  See fewer,Members only,Curse of the Golden Flower (2006)
Quan Yuan  Actress  Actress  See fewer,Members only,Rhapsody of Spring (1998)
Ni Yan  Actress  Actress  See fewer,Members only,Coming Home (2014)
Geng Han  Actor  Actor  See fewer,Members only,Transformers: Age of Extinction (2014)
Siyan Huo  Actress  Actress  See fewer,Members only,My Name Is Fame (2006)
Jiang Du  Actor  Actor  See fewer,Members only,Operation Red Sea (2018)
Chuan-jun Wang  Actor  Actor  See fewer,Members only,Dying to Survive (2018)
Xing Lv  Actor  Actor  See fewer,Members only,Impossible Winter Force (2008)
Wallace Chung  Actor  Actor  See fewer,Members only,Three (2016)
Xiaowei Ma  Actor  Actor  See fewer,Members only,Lei yu (1984)
Ash Gordey  Actor  Actor  See fewer,Members only,The Astronomer (2015)
