Name,STARmeter,Known for
Aimee Garcia Carmen Salgado  Carmen Salgado  See fewer,Top 5000,Dexter (2006)
Al Bandiero Frank Martin  Frank Martin  See fewer,Members only,Rocky IV (1985)
Jossara Jinaro Loli  Loli  See fewer,Members only,World Trade Center (2006)
Gina Rodriguez Gina  Gina  See fewer,Top 5000,Deepwater Horizon (2016)
Louie Alegria Pablo  Pablo  See fewer,Members only,Revenge (2011)
Derrick Denicola Jared  Jared  See fewer,Members only,Quality Time (II) (2016)
Andres Perez-Molina Jesse Salgado  Jesse Salgado  See fewer,Members only,The Dark Knight Rises (2012)
Gustavo Mellado Luis Salgado  Luis Salgado  See fewer,Members only,Prison Break (2005)
Rene Rosado Nino  Nino  See fewer,Members only,The Conners (2018)
David Hernandez Cuko  Cuko  See fewer,Members only,Night of Courage (1987)
Liliana Montenegro Irene Salgado  Irene Salgado  See fewer,Members only,Fear of Attraction (2009)
Safia Hannin Cecy Salgado  Cecy Salgado  See fewer,Members only,Go for It! (2011)
Peggy Goss Jared's Mother  Jared's Mother  See fewer,Members only,Alias (2001)
Daniel Yabut Danny  Danny  See fewer,Members only,Rush Hour 3 (2007)
Brad Armacost Jared's Father  Jared's Father  See fewer,Members only,Red Faction (2001)
Jennifer Armstrong Secretary  Secretary  See fewer,Members only,Go for It! (2011)
Hollie Beach Angie  Angie  See fewer,Members only,What Should You Do? (2003)
Karen Jin Beck DJ Shy  DJ Shy  See fewer,Members only,Battle B-Boy (2016)
Peter Blanchett College Student / Carmen's friend  College Student / Carmen's friend  See fewer,Members only,The House (I) (2017)
Lindsey Blaufarb Beat Freaks Dancer  Beat Freaks Dancer  See fewer,Members only,You Got Served (2004)
Diana Carreno All-Star Dancer  All-Star Dancer  See fewer,Members only,Bringing Down the House (2003)
Jeanine Carrillo Imported Delight Dancer  Imported Delight Dancer  See fewer,Members only,Go for It! (2011)
Maya Chino Imported Delight Dancer  Imported Delight Dancer  See fewer,Members only,The LXD: The Legion of Extraordinary Dancers (2010)
Karine Da Silva Woman Fighting in Club  Woman Fighting in Club  See fewer,Members only,Go for It! (2011)
Kristin Denehy Judge 2  Judge 2  See fewer,Members only,Norbit (2007)
Victoria Domnick Student  Student  See fewer,Members only,Walking on Sunshine (2014)
Imia Fleur Edwards Fan Girl  Fan Girl  See fewer,Members only,Great Pretenders (1999)
Teresa Espinosa Beat Freaks Dancer  Beat Freaks Dancer  See fewer,Members only,Magic Mike (2012)
Alison Faulk Beat Freaks Dancer  Beat Freaks Dancer  See fewer,Members only,Iron Man (2008)
Amy Fernandez Dancer in Park  Dancer in Park  See fewer,Members only,Go for It! (2011)
John C. Grant College Student (as Jonathan Grant)  College Student (as Jonathan Grant)  See fewer,Members only,Why Him? (2016)
Sophie Green Woman Fighting in Club  Woman Fighting in Club  See fewer,Members only,Righteous Kill (2008)
Katie L. Hall Student-Katie Simpson  Student-Katie Simpson  See fewer,Members only,Act Naturally (2011)
Nolan Hamlin Coffee Shop Employee  Coffee Shop Employee  See fewer,Members only,The Clique (2006)
Reina Hidalgo All-Star Dancer  All-Star Dancer  See fewer,Members only,East Los High (2013)
Jennifer Horeni Woman at party  Woman at party  See fewer,Members only,Go for It! (2011)
Ayodhya Jones Imported Delight Dancer  Imported Delight Dancer  See fewer,Members only,Go for It! (2011)
Keely Kaukimoce Beat Freaks Dancer  Beat Freaks Dancer  See fewer,Members only,The Miley and Mandy Show (2008)
Mayuko Kitayama Imported Delight Dancer  Imported Delight Dancer  See fewer,Members only,Step Up Revolution (2012)
Marissa Labog All-Star Dancer  All-Star Dancer  See fewer,Members only,Logan (2017)
Ro Lott Dancer in Park (as Rosalind Lott)  Dancer in Park (as Rosalind Lott)  See fewer,Members only,Dolemite Is My Name (2019)
Susie Mancini Judge 1  Judge 1  See fewer,Members only,Ingrid Goes West (2017)
Carmen Marrón Fancy Store Saleswoman  Fancy Store Saleswoman  See fewer,Members only,Endgame (I) (2015)
Gilbert J. Menchaca Juan (as Gil Menchaca)  Juan (as Gil Menchaca)  See fewer,Members only,Fireflies (I) (2013)
Rino Nakasone Imported Delight Leader  Imported Delight Leader  See fewer,Members only,You Got Served (2004)
Ashlee Nino All-Star Dancer  All-Star Dancer  See fewer,Members only,Step Up 3D (2010)
Colby O'Donis Himself  Himself  See fewer,Members only,G-Force (2009)
Frances Orr All-Star Dancer (as Katie Orr)  All-Star Dancer (as Katie Orr)  See fewer,Members only,Prom Night (I) (2008)
David Ross Paterson Richard Hatton  Richard Hatton  See fewer,Members only,Saving Mr. Banks (2013)
Yomi Perry Gina's Mom  Gina's Mom  See fewer,Members only,Crash (I) (2004)
Carlos Pratts Carlos  Carlos  See fewer,Members only,"McFarland, USA (2015)"
Jessica Rabone All-Star Dancer  All-Star Dancer  See fewer,Members only,Degree: What Moves You - So You Think You Can Dance (2015)
Somaya Reece Herself  Herself  See fewer,Members only,The Girl from the Naked Eye (2012)
Jeannette Rodriguez Dancer in Park  Dancer in Park  See fewer,Members only,Go for It! (2011)
Lisa Roumain Marina  Marina  See fewer,Members only,Avatar (2009)
Jules Sanchez Dancer  Dancer  See fewer,Members only,American Idol (2002)
Nicole True Dancer in Park  Dancer in Park  See fewer,Members only,Dr. Horrible's Sing-Along Blog (2008)
PeiPei Alena Yuan Imported Delight Dancer (as Peipei Yuan)  Imported Delight Dancer (as Peipei Yuan)  See fewer,Members only,Star Trek (2009)
