Name,STARmeter,Known for
Tony Jaa Tien  Tien  See fewer,Members only,Ong-bak 3 (2010)
Sarunyu Wongkrachang Rajasena Lord (as Sarunyu Wongkrajang)  Rajasena Lord (as Sarunyu Wongkrajang)  See fewer,Members only,Ammahit phitsawat (2006)
Sorapong Chatree Chernung  Chernung  See fewer,Members only,The Tsunami Warrior (2008)
Primorata Dejudom Pim (as Primrata Det-Udom)  Pim (as Primrata Det-Udom)  See fewer,Members only,Ong-bak 3 (2010)
Nirut Sirichanya Master Bua (as Nirut Sirijunya)  Master Bua (as Nirut Sirijunya)  See fewer,Members only,Ong-bak 3 (2010)
Petchtai Wongkamlao Mhen (as Phetthai Wongkhamlao)  Mhen (as Phetthai Wongkhamlao)  See fewer,Members only,Ong-Bak: The Thai Warrior (2003)
Santisuk Promsiri Nobleman Siha Decho (as Santisuk Phromsiri)  Nobleman Siha Decho (as Santisuk Phromsiri)  See fewer,Members only,Born to Fight (2004)
Patthama Panthong Lady Plai (as Pattama Panthong)  Lady Plai (as Pattama Panthong)  See fewer,Members only,Charming Deception (2013)
Supakorn Kitsuwon Master Armer (as Suppakorn Kitsuwan)  Master Armer (as Suppakorn Kitsuwan)  See fewer,Members only,Rambo (2008)
Natdanai Kongthong Young Tien (as Natdhanai Kongthong)  Young Tien (as Natdhanai Kongthong)  See fewer,Members only,Ong Bak 2 (2008)
Prarinya Karmkeaw Young Pim  Young Pim  See fewer,Members only,Ong Bak 2 (2008)
Jaran Ngamdee  Actor (as Jarun Ngamdee)  Actor (as Jarun Ngamdee)  See fewer,Members only,Alexander (2004)
Watchachai Phumiree  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Akaradeth Rodwinit  Actor  Actor  See fewer,Members only,Pattaya (2016)
Cheewin Adchariyachai  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Sakchai Jairatsamee  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Surachaijunthimatorn  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Surin Suwan  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Phillip  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Pajon Duangkajon  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Somdet Kaew-ler  Actor (as Somdeat Kaewlur)  Actor (as Somdeat Kaewlur)  See fewer,Members only,Dynamite Warrior (2006)
Jamruen Somboon  Actor  Actor  See fewer,Members only,The Kick (2011)
Kaecha Kampakdee  Actor (as Gecha Kampukdee)  Actor (as Gecha Kampukdee)  See fewer,Members only,Thuppakki (2012)
Wirat Tanasirikajohn  Actor  Actor  See fewer,Members only,Ong Bak 2 (2008)
Kazu Patrick Tang Ninja Fighter  Ninja Fighter  See fewer,Members only,Unleashed (2005)
Dan Chupong Crow Ghost (uncredited)  Crow Ghost (uncredited)  See fewer,Members only,Ong-Bak: The Thai Warrior (2003)
Derek Wade Tien (voice) (uncredited)  Tien (voice) (uncredited)  See fewer,Members only,Rurouni Kenshin: Requiem for the Ishin Patriots (1997)
