Name,STARmeter,Known for
Ben Gazzara Jack Palladin  Jack Palladin  See fewer,Members only,Road House (1989)
David Moscow Joshua Ross  Joshua Ross  See fewer,Members only,Big (1988)
Talia Shire Rosario  Rosario  See fewer,Top 5000,Rocky (1976)
Pedro Armendáriz Jr. Police Chief  Police Chief  See fewer,Members only,Licence to Kill (1989)
Angélica Aragón Helen  Helen  See fewer,Members only,The Crime of Padre Amaro (2002)
Roberto Díaz Gomar Ed Giobbi  Ed Giobbi  See fewer,Members only,Backroads (1997)
Jimmy Morales Postman 2  Postman 2  See fewer,Members only,Fe (2011)
Sammy Morales Postman 1  Postman 1  See fewer,Members only,Looking for Palladin (2008)
Vincent Pastore Arnie  Arnie  See fewer,Members only,The Sopranos (1999)
Luis Argueta Paco - The Cobbler  Paco - The Cobbler  See fewer,Members only,Forgiven (II) (2008)
Jerry Carlson Jerry  Jerry  See fewer,Members only,Nueva York (2005)
Arturo Castro Nestor  Nestor  See fewer,Members only,Snatched (2017)
Sofia Comparini Waitress  Waitress  See fewer,Members only,Standing for the World (2011)
Cecilia de Oribe Mayor  Mayor  See fewer,Members only,Looking for Palladin (2008)
Rodolfo Espinosa Immigration Officer (as 'Chofo' Rodolfo Espinosa)  Immigration Officer (as 'Chofo' Rodolfo Espinosa)  See fewer,Members only,Pol (2014)
'Tutti' Maria del Rosario Furlan Mrs. Sanders  Mrs. Sanders  See fewer,Members only,Looking for Palladin (2008)
Carmen Godoy Woman at Butcher's  Woman at Butcher's  See fewer,Members only,El niño invisible (1995)
Michelle Manterola Mercedes  Mercedes  See fewer,Members only,Sin Senos Sí Hay Paraíso (2016)
Joe Manuella DeNiro Impersonator  DeNiro Impersonator  See fewer,Members only,The Fan (1996)
Kim Meisner Clerk  Clerk  See fewer,Members only,Saturnalia (2013)
Jairon Salguero Butcher  Butcher  See fewer,Members only,El capitan Orellana y la aldea endemoniada (2012)
Cecilia Santamarina Mayor  Mayor  See fewer,Members only,La Vaca - Holy Cow (2011)
Dick Smith Hank  Hank  See fewer,Members only,Looking for Palladin (2008)
Bahman Soltani Bahman  Bahman  See fewer,Members only,The Capitalist (2008)
Joan Antón Soló Father Lucio  Father Lucio  See fewer,Members only,En Los Pits (2008)
Josue Sotomayor Old Fernandez  Old Fernandez  See fewer,Members only,La bodega (2010)
Robert Youngs Mark  Mark  See fewer,Members only,Highwater (2009)
