Name,STARmeter,Known for
Jeanne Tripplehorn Nina  Nina  See fewer,Top 5000,Basic Instinct (1992)
Liev Schreiber James  James  See fewer,Top 5000,Spotlight (I) (2015)
Joelle Carter Lynn  Lynn  See fewer,Members only,Justified (2010)
Louise Fletcher Abbie  Abbie  See fewer,Top 5000,One Flew Over the Cuckoo's Nest (1975)
Renée Soutendijk Martha  Martha  See fewer,Members only,Suspiria (I) (2018)
Huub Stapel Pieter  Pieter  See fewer,Members only,De Partizanen (1995)
Katie Carr Laura  Laura  See fewer,Members only,Raising Helen (2004)
Kevin Rooney Wendell  Wendell  See fewer,Members only,A Perfect Man (2013)
Joop Doderer Hendrik  Hendrik  See fewer,Members only,Moord in Extase (1984)
Marielle Van Sauers Helga  Helga  See fewer,Members only,A Perfect Man (2013)
Marc Van Eeghem Joop  Joop  See fewer,Members only,Windkracht 10 (1997)
Victor Löw Joost  Joost  See fewer,Members only,Leak 2000 (2000)
Michael Pas Winston  Winston  See fewer,Members only,Blueberry Hill (1989)
Baruch Schwarts Bartender  Bartender  See fewer,Members only,A Perfect Man (2013)
Yannick van de Velde Tristan  Tristan  See fewer,Members only,De brief voor de koning (2008)
Fleur Van Der Velde Isolde  Isolde  See fewer,Members only,A Perfect Man (2013)
Mahler Larry The Dog  Larry The Dog  See fewer,Members only,A Perfect Man (2013)
