Name,STARmeter,Known for
Helen Hunt Kathy Bresnahan  Kathy Bresnahan  See fewer,Top 5000,As Good as It Gets (1997)
Erin Moriarty Kelley Fliehler  Kelley Fliehler  See fewer,Top 500,Blood Father (2016)
William Hurt Ernie Found  Ernie Found  See fewer,Top 5000,A History of Violence (2005)
Danika Yarosh Caroline Found  Caroline Found  See fewer,Top 5000,Jack Reacher: Never Go Back (2016)
Jason Gray-Stanford Scott Sanders  Scott Sanders  See fewer,Members only,Monk (2002)
Natalie Sharp Mack  Mack  See fewer,Members only,The Miracle Season (2018)
Tiera Skovbye Brie  Brie  See fewer,Top 5000,Riverdale (2017)
Lillian Doucet-Roche Taylor  Taylor  See fewer,Members only,Wu Assassins (2019)
Nesta Cooper Lizzy  Lizzy  See fewer,Members only,The Edge of Seventeen (2016)
Burkely Duffield Alex  Alex  See fewer,Members only,Beyond (I) (2016)
Jillian Fargey Ellyn Found  Ellyn Found  See fewer,Members only,Protection (2000)
Vanessa Wiebe Twin Tower #1  Twin Tower #1  See fewer,Members only,The Miracle Season (2018)
Cassandra Bagnell Twin Tower #2  Twin Tower #2  See fewer,Members only,The Miracle Season (2018)
Rebecca Staab Bethany  Bethany  See fewer,Top 5000,Breakthrough (I) (2019)
Lee Booker Catharine Found  Catharine Found  See fewer,Members only,iZombie (2015)
Steve Richmond Gregg Found  Gregg Found  See fewer,Members only,Supernatural (2005)
Garry Chalk Principal Shaw  Principal Shaw  See fewer,Members only,Cold Squad (1998)
Makena Lei Carnahan Ruby  Ruby  See fewer,Members only,Ride (I) (2014)
Dee Jay Jackson Jim  Jim  See fewer,Members only,Happy Gilmore (1996)
Candus Churchill Pie Shop Owner  Pie Shop Owner  See fewer,Members only,Jennifer's Body (2009)
Ava Grace Cooper Little Kelley  Little Kelley  See fewer,Members only,When Calls the Heart (2014)
Bailey Skodje Little Line  Little Line  See fewer,Members only,The Crossing (2018)
Derek Morrison State Trooper  State Trooper  See fewer,Members only,Rise of the Planet of the Apes (2011)
Andrea Adams State Ref  State Ref  See fewer,Members only,The Miracle Season (2018)
Jan Bos Finals Announcer  Finals Announcer  See fewer,Members only,Apollo 18 (2011)
Chris Robson State Official  State Official  See fewer,Members only,Along Came a Spider (2001)
Michael Meneer News Reporter  News Reporter  See fewer,Members only,Fifty Shades Darker (2017)
Emmett Carnahan West High Student Announcer  West High Student Announcer  See fewer,Members only,Tales from the Rabbit Hole: A Curious Kitsch Novel (2019)
J.C. Williams West High Ref  West High Ref  See fewer,Members only,Adventures in Babysitting (2016)
Eli Gabay Montgomery Announcer  Montgomery Announcer  See fewer,Members only,The Edge (1997)
Steve Malcolm Montgomery Ref  Montgomery Ref  See fewer,Members only,The Miracle Season (2018)
Larissa Albuquerque Montgomery Player  Montgomery Player  See fewer,Members only,Supernatural (2005)
Cedric De Souza Dr. Paul  Dr. Paul  See fewer,Members only,The Chronicles of Riddick (2004)
David C. Woolfreit Kelley's Dad  Kelley's Dad  See fewer,Members only,The Miracle Season (2018)
Sean McNamara Caroline Fan  Caroline Fan  See fewer,Members only,Hoovey (2015)
Carolyn Adair Mother (uncredited)  Mother (uncredited)  See fewer,Members only,Power Rangers (2017)
Peter Brown Camera Operator (uncredited)  Camera Operator (uncredited)  See fewer,Members only,The Plastic Protocol (2010)
Zeeshan Goawala Student #2 (uncredited)  Student #2 (uncredited)  See fewer,Members only,Project Mc² (2015)
Tom MacNeill Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,The Uninvited (2009)
Kelsey Marsland-Anderson Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,Violentia (I) (2018)
Mark McNamara West Fan #1 (uncredited)  West Fan #1 (uncredited)  See fewer,Members only,Field of Lost Shoes (2015)
Derek Schnobb Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,"Everything, Everything (2017)"
Linley Subryan Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,The Way We Mend (2012)
