Name,STARmeter,Known for
Kevin Costner Ethan Renner  Ethan Renner  See fewer,Top 5000,The Postman (1997)
Amber Heard Vivi Delay  Vivi Delay  See fewer,63,Aquaman (2018)
Hailee Steinfeld Zooey Renner  Zooey Renner  See fewer,Top 500,True Grit (2010)
Connie Nielsen Christine Renner  Christine Renner  See fewer,Top 500,Gladiator (2000)
Tómas Lemarquis The Albino  The Albino  See fewer,Members only,Blade Runner 2049 (2017)
Richard Sammel The Wolf  The Wolf  See fewer,Members only,Inglourious Basterds (2009)
Marc Andréoni Mitat Yilmaz  Mitat Yilmaz  See fewer,Members only,Léon: The Professional (1994)
Bruno Ricci Guido  Guido  See fewer,Members only,Captain America: The First Avenger (2011)
Jonas Bloquet Hugh  Hugh  See fewer,Members only,Elle (I) (2016)
Eriq Ebouaney Jules  Jules  See fewer,Members only,Kingdom of Heaven (2005)
Joakhim Sigue Abbate  Abbate  See fewer,Members only,Épouse-moi mon pote (2017)
Alison Valence Sumia  Sumia  See fewer,Members only,They Had a Dream (2017)
Big John Louis  Louis  See fewer,Members only,Holy Motors (2012)
Michaël Vander-Meiren Jacques  Jacques  See fewer,Members only,From Paris with Love (2010)
Paolo Calia JPG Salesman  JPG Salesman  See fewer,Members only,Runway Magazine Exceptional People (2019)
Éric Naggar Attorney  Attorney  See fewer,Members only,Tell No One (2006)
Alexis Jacquin Young Man  Young Man  See fewer,Members only,At Bert's (2009)
Frederick Malahieude Tied Up Man  Tied Up Man  See fewer,Members only,The Fall of Men (2015)
Patty Hannock School Principal  School Principal  See fewer,Members only,Hitch (2012)
Marie Guillard Mitat's Wife  Mitat's Wife  See fewer,Members only,The Fifth Element (1997)
Alizee Delaruelle Twin Girl #1  Twin Girl #1  See fewer,Members only,3 Days to Kill (2014)
Ilyana Delaruelle Twin Girl #2  Twin Girl #2  See fewer,Members only,3 Days to Kill (2014)
Laurent Richard Sergeant  Sergeant  See fewer,Members only,A Gang Story (2011)
Xavier Lemaître Handsome Banker  Handsome Banker  See fewer,Members only,"Il était une fois, une fois (2012)"
Romane Ferreira Young Zooey  Young Zooey  See fewer,Members only,Lola & Eddie (2016)
Philippe Reyno Young Agent Vivi  Young Agent Vivi  See fewer,Members only,The Art Dealer (2015)
Axel Keravec Kid in the Bus  Kid in the Bus  See fewer,Members only,Presque parfaites (2015)
Laure Gouget Mother of Kid in the Bus  Mother of Kid in the Bus  See fewer,Members only,The Big Everything (2015)
Rupert Wynne-James Hugh's Father  Hugh's Father  See fewer,Members only,Populaire (2012)
Clement Boegler Waiter  Waiter  See fewer,Members only,3 Days to Kill (2014)
Shane Woodward Agent Axel  Agent Axel  See fewer,Members only,Devil's Due (2014)
Peter J. Chaffey Agent 1  Agent 1  See fewer,Members only,The Brothers Bloom (2008)
Milutin Milosevic Techie  Techie  See fewer,Members only,The November Man (2014)
Lamont Thompson Techie  Techie  See fewer,Members only,NCIS: Los Angeles (2009)
Maï Anh Le Yasmin (as as Maï Anh Lê)  Yasmin (as as Maï Anh Lê)  See fewer,Members only,Two Brothers (2004)
David Coburn Suit in Budapest  Suit in Budapest  See fewer,Members only,The Transporter Refueled (2015)
James Owen Hungarian Doctor  Hungarian Doctor  See fewer,Members only,Mayhem (2017)
Miodrag Stevanovic Kiosk Owner (as Misko Stevanovic)  Kiosk Owner (as Misko Stevanovic)  See fewer,Members only,Lockout (2012)
Omid Zader Sergei  Sergei  See fewer,Members only,Scorpion (2014)
Raymond J. Barry CIA Employee  CIA Employee  See fewer,Members only,Just Married (2003)
Rob Roy Fitzgerald CIA Employee  CIA Employee  See fewer,Members only,Thelma & Louise (1991)
Scott Burn The Butcher  The Butcher  See fewer,Members only,Sex and the City (2008)
Dragana Atlija Tennis Woman (uncredited)  Tennis Woman (uncredited)  See fewer,Members only,The November Man (2014)
Vincent Geirnaert  Actor (uncredited)  Actor (uncredited)  See fewer,Members only,District 13: Ultimatum (2009)
Darrell Lee Hall Boy outside Principal's office (uncredited)  Boy outside Principal's office (uncredited)  See fewer,Members only,The Transporter Refueled (2015)
Radoje Jelic Albino Guard #3 (uncredited)  Albino Guard #3 (uncredited)  See fewer,Members only,The November Man (2014)
Lexie Kendrick Yasmin (voice) (uncredited)  Yasmin (voice) (uncredited)  See fewer,Members only,Detroit: Become Human (2018)
Anaïs Parello Zooey's doppleganger (uncredited)  Zooey's doppleganger (uncredited)  See fewer,Members only,Calls (2017)
Karine Pedurand  Actress (uncredited)  Actress (uncredited)  See fewer,Members only,No Limit (2012)
Angie Russo Party girl (uncredited)  Party girl (uncredited)  See fewer,Members only,Redemptio (2014)
Aleksander Sacha Tattoo Artist (uncredited)  Tattoo Artist (uncredited)  See fewer,Members only,What the Cut (2012)
Eric Supply Invité (uncredited)  Invité (uncredited)  See fewer,Members only,Korkoro (2009)
Nenad Todorovic Albino Bodyguard #1 (uncredited)  Albino Bodyguard #1 (uncredited)  See fewer,Members only,Extinction (2018)
Aurelie Viau  Actress (uncredited)  Actress (uncredited)  See fewer,Members only,Krank (2018)
Fabian Wolfrom Party's Student (uncredited)  Party's Student (uncredited)  See fewer,Members only,Overdrive (2017)
