Name,STARmeter,Known for
Salman Khan Bharat  Bharat  See fewer,Top 5000,Sultan (2016)
Katrina Kaif Kumud Raina  Kumud Raina  See fewer,Top 5000,Zindagi Na Milegi Dobara (2011)
Sunil Grover Vilayti Khan  Vilayti Khan  See fewer,Members only,Ghajini (2008)
Tabu Meher  Meher  See fewer,Members only,Haider (2014)
Jackie Shroff Gautam Kumar  Gautam Kumar  See fewer,Members only,Devdas (I) (2002)
Sonali Kulkarni Janki Devi  Janki Devi  See fewer,Members only,Dil Chahta Hai (2001)
Kashmira Irani Mehek  Mehek  See fewer,Members only,Tiger Zinda Hai (2017)
Aashif Sheikh Devbhai  Devbhai  See fewer,Members only,Bhabi Ji Ghar Par Hai (2015)
Disha Patani Radha  Radha  See fewer,Members only,M.S. Dhoni: The Untold Story (2016)
Dhiren Ahuja Young Amitabh Bachchan  Young Amitabh Bachchan  See fewer,Members only,Bharat (2019)
Saif Akhtar Technician  Technician  See fewer,Members only,Fan (I) (2016)
Gs Arora Ravinder Kumar  Ravinder Kumar  See fewer,Members only,Leila (2019)
Riva Arora Young Radha  Young Radha  See fewer,Members only,Uri: The Surgical Strike (2019)
Shashank Arora Chotte  Chotte  See fewer,Members only,Furious 7 (2015)
Kiran Arya Mehek's Husbands Mother  Mehek's Husbands Mother  See fewer,Members only,Bharat (2019)
Shibani Bedi Pakistani Reporter  Pakistani Reporter  See fewer,Members only,Dilliwood (2017)
Sonika Bhatia Kapoor's Wife  Kapoor's Wife  See fewer,Members only,Bharat (2019)
Hemant Bisht Chhote's Friend1  Chhote's Friend1  See fewer,Members only,Bharat (2019)
Susheel Bonthiyaal Teacher 1  Teacher 1  See fewer,Members only,Bharat (2019)
Anthony Borg Priest  Priest  See fewer,Members only,Bharat (2019)
N. Sahil Chadda Chhote's Friend2  Chhote's Friend2  See fewer,Members only,Bharat (2019)
Sahil Chadda Chotte's friend  Chotte's friend  See fewer,Members only,Ladies Special (2009)
Meiyang Chang Jimmy  Jimmy  See fewer,Members only,Sultan (2016)
Saurabh Chauhan Saurabh  Saurabh  See fewer,Members only,Khandaani Shafakhana (2019)
Ronak Cheeda Sailor 4  Sailor 4  See fewer,Members only,Bharat (2019)
Krish Chugh Meher's Son  Meher's Son  See fewer,Members only,Bharat (2019)
Ragini Chury Fatima  Fatima  See fewer,Members only,Bharat (2019)
Jahnavi Dave Chhote's Wife  Chhote's Wife  See fewer,Members only,Bharat (2019)
Edwin De La Renta Mikhael (Pirate Leader)  Mikhael (Pirate Leader)  See fewer,Members only,The Informer (2019)
Kapil Dev Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Mujhse Shaadi Karogi (2004)
Varun Dhawan Young Boy  Young Boy  See fewer,Members only,Badlapur (2015)
Sachin Dhiman Sailor 1  Sailor 1  See fewer,Members only,Bharat (2019)
Nitin Dilawari Mattress Supplier  Mattress Supplier  See fewer,Members only,Bharat (2019)
Nora Fatehi Sophia  Sophia  See fewer,Members only,Baahubali: The Beginning (2015)
Aagatha Gomes Figueiroa Pretty Hostess  Pretty Hostess  See fewer,Members only,I Am My Fairytale (2017)
Daniel Freeman Engineer 3  Engineer 3  See fewer,Members only,Bharat (2019)
Vaishali Gaur Jyoti  Jyoti  See fewer,Members only,Batla House (2019)
Aayush Gautam Abdul  Abdul  See fewer,Members only,Bharat (2019)
Raj Dev Gour Chhote's Son  Chhote's Son  See fewer,Members only,Bharat (2019)
Varun Goyal Indian Reporter  Indian Reporter  See fewer,Members only,Bharat (2019)
Rajiv Gupta Gulati  Gulati  See fewer,Members only,Paan Singh Tomar (2012)
Michael Holding Himself (archive footage)  Himself (archive footage)  See fewer,Members only,BBC TV Cricket (1938)
Annalies Howard Circus Show Girl 2  Circus Show Girl 2  See fewer,Members only,Bharat (2019)
Pragyaj Jain Tinku  Tinku  See fewer,Members only,Kuch Rang Pyar Ke Aise Bhi (2016)
Brijendra Kala Chacha  Chacha  See fewer,Members only,Paan Singh Tomar (2012)
Rajesh Kamboj Harpal Singh  Harpal Singh  See fewer,Members only,Bharat (2019)
Rajeev Kanojia Engine Driver (1947)  Engine Driver (1947)  See fewer,Members only,Bharat (2019)
Anil Kapur Engine Driver (2010)  Engine Driver (2010)  See fewer,Members only,Bharat (2019)
Satish Kaushik Naval Officer  Naval Officer  See fewer,Members only,In Your Name (2003)
Patil Kavita Ship Captains Wife  Ship Captains Wife  See fewer,Members only,Bharat (2019)
Imran Khan Food Server 2  Food Server 2  See fewer,Members only,Bharat (2019)
Ishtiyak Khan Chaurasia  Chaurasia  See fewer,Members only,Tamasha (2015)
Kashif Khan Food Server  Food Server  See fewer,Members only,Tiger Zinda Hai (2017)
Saif Ali Khan Sailor 7  Sailor 7  See fewer,Members only,Bharat (2019)
Shehzad Khan Officer - National Employment Exhcange  Officer - National Employment Exhcange  See fewer,Members only,Everyone Has Their Own Style (1994)
Abhishek Khanna Raj Shekhar Yadav  Raj Shekhar Yadav  See fewer,Members only,Sanju (2018)
Rajiv Khanna Kapoor  Kapoor  See fewer,Members only,Bharat (2019)
R. Bhakti Klein Ringmaster  Ringmaster  See fewer,Members only,Dear Zindagi (2016)
Vrihi Kodvara Child Chhote  Child Chhote  See fewer,Members only,Bharat (2019)
Tarun Kumar Sailor 2  Sailor 2  See fewer,Members only,Bharat (2019)
Madan Lal Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Charandas Chor (1975)
Marcin Laskawiec Robert  Robert  See fewer,Members only,Tiger Zinda Hai (2017)
Mikaela Lemmon Circus Show Girl 1  Circus Show Girl 1  See fewer,Members only,Bharat (2019)
Ruchi Mahajan Grand Niece  Grand Niece  See fewer,Members only,Bharat (2019)
Gurvinder Singh Malhotra  Actor  Actor  See fewer,Members only,Bharat (2019)
Sameer Malhotra Meher's husband  Meher's husband  See fewer,Members only,Musafir (2004)
Kamaal Malik Chadha  Chadha  See fewer,Members only,Bharat (2019)
Christian Mandel Chris White  Chris White  See fewer,Members only,The Misfits (III)
Malcolm Marshall Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Kabhi Ajnabi Thé (1985)
Khalid Mirajkar Vipul Nagpal  Vipul Nagpal  See fewer,Members only,Bharat (2019)
Chakramani Mishra Manager  Manager  See fewer,Members only,Bharat (2019)
Kumud Mishra Keemat Rai Kapoor  Keemat Rai Kapoor  See fewer,Members only,Sultan (2016)
Dinesh Mohan Old Man  Old Man  See fewer,Members only,Bharat (2019)
Taiyabali Mukadam Sailor 3  Sailor 3  See fewer,Members only,Bharat (2019)
Madhurima Mukherjee Mehek's Daughter  Mehek's Daughter  See fewer,Members only,Bharat (2019)
Aliraza Namdar Harivansh Rai Bachchan  Harivansh Rai Bachchan  See fewer,Members only,Bharat (2019)
Brian Nathan Head Engineer  Head Engineer  See fewer,Members only,Gully Boy (2019)
Sakshya Nigania Chhot's Grandkid 2  Chhot's Grandkid 2  See fewer,Members only,Bharat (2019)
Justin Nisly Engineer 1  Engineer 1  See fewer,Members only,Bharat (2019)
Tanmayee Aditya Parchure Child Mehek  Child Mehek  See fewer,Members only,Bharat (2019)
Natacha Parient American Supervisor  American Supervisor  See fewer,Members only,Bharat (2019)
Aryan Prajapati Young Vilayati  Young Vilayati  See fewer,Members only,Baaghi (2016)
Prakhar Prakesh Teenage Boy  Teenage Boy  See fewer,Members only,Bharat (2019)
Anju Rajiv Kishori  Kishori  See fewer,Members only,Bharat (2019)
Anand Rajpurohit Sailor 5  Sailor 5  See fewer,Members only,Bharat (2019)
Laxman Singh Rajput  Actor  Actor  See fewer,Members only,Keep Safe Distance
J. Osthi Ram Khushbu  Khushbu  See fewer,Members only,Bharat (2019)
Nivin Ramani Mehek's Son-In -Law (as Niveen Ramani)  Mehek's Son-In -Law (as Niveen Ramani)  See fewer,Members only,Kaala Teeka (2015)
Ayesha Raza Jamuna Kapoor  Jamuna Kapoor  See fewer,Members only,Dhoom (2004)
Shivika Rishi Chhot's Grandkid 1  Chhot's Grandkid 1  See fewer,Members only,Bharat (2019)
Ivan Rodrigues Gupta  Gupta  See fewer,Members only,Sultan (2016)
Sai Sabour Attendent  Attendent  See fewer,Members only,Bharat (2019)
Sanjeev Kumar Sahni Mishra  Mishra  See fewer,Members only,Bharat (2019)
