Name,STARmeter,Known for
Shahab Hosseini Emad Etesami  Emad Etesami  See fewer,Members only,A Separation (2011)
Taraneh Alidoosti Rana Etesami  Rana Etesami  See fewer,Members only,Modest Reception (2012)
Mina Sadati Sanam  Sanam  See fewer,Members only,Mina's Choice (2016)
Babak Karimi Babak  Babak  See fewer,Members only,The Past (2013)
Farid Sajjadi Hosseini The man  The man  See fewer,Members only,Line of Fire (1993)
Mojtaba Pirzadeh Majid  Majid  See fewer,Members only,"Rona, Azim's Mother (2018)"
Maral Bani Adam Kati  Kati  See fewer,Members only,Drought and Lie (2016)
Emad Emami Ali  Ali  See fewer,Members only,The Castle (2018)
Ehteram Boroumand Mrs. Shahnazari  Mrs. Shahnazari  See fewer,Members only,Gold (2019)
Shirin Aghakashi Esmat  Esmat  See fewer,Members only,Sly (2018)
Sahra Asadollahe Mojgan  Mojgan  See fewer,Members only,Homa & Sisters (2019)
Sam Valipour Sadra  Sadra  See fewer,Members only,Staircase (2017)
Mehdi Koushki Siavash  Siavash  See fewer,Members only,Lantouri (2016)
Alireza Rofougaran Mr. Alimoradi (Neighbor) (uncredited)  Mr. Alimoradi (Neighbor) (uncredited)  See fewer,Members only,Meeting Leila (2012)
