Name,STARmeter,Known for
Arjun Kapoor Prabhat Kumar  Prabhat Kumar  See fewer,Members only,Gunday (2014)
Sudev Nair Yusuf  Yusuf  See fewer,Members only,My Life Partner (2014)
Rajesh Sharma Rajesh Singh  Rajesh Singh  See fewer,Members only,Special 26 (2013)
Prasanth Pillai  Pillai  See fewer,Members only,The Great Father (2017)
Santilal Mukherjee Shaumik Biswas  Shaumik Biswas  See fewer,Members only,Kahaani (2012)
Sonia Albizuri Immigration Officer  Immigration Officer  See fewer,Members only,Kesari (2019)
Jiban Bhattarai ISI Man(Nepal)  ISI Man(Nepal)  See fewer,Members only,Ranveer (2019)
Sudhir S. Dayma Mr. Talwar  Mr. Talwar  See fewer,Members only,Asambhav (2004)
Amit Jairath ISI Senior Officer  ISI Senior Officer  See fewer,Members only,Batla House (2019)
Rajiv Kachroo Dev  Dev  See fewer,Members only,Dabangg (2010)
Aasif Khan BIttu  BIttu  See fewer,Members only,Raid (2018)
Shubham Kumar Shadab  Shadab  See fewer,Members only,Udta Punjab (2016)
Resh Lamba Maachis  Maachis  See fewer,Members only,CityLights (2014)
Devendra Mishra Javed  Javed  See fewer,Members only,A.I.SHA: My Virtual Girlfriend (2016)
Gaurav Mishra Amit  Amit  See fewer,Members only,Raanjhanaa (2013)
Mayank Kumar Mishra Bansi  Bansi  See fewer,Members only,Raid (2018)
Sonali Sharmistha Mohanty Bittu's sister  Bittu's sister  See fewer,Members only,Tu Rehna Mera (2018)
Rahaao ISI Man  ISI Man  See fewer,Members only,SherShaah (2020)
Shakti Rawal Fareed  Fareed  See fewer,Members only,Thugs of Hindostan (2018)
Jeetendra Shastri Friend  Friend  See fewer,Members only,Daud: Fun on the Run (1997)
Mohit Sheoran Shadab Ali Farooqui  Shadab Ali Farooqui  See fewer,Members only,Mr. X (2015)
Sandeep Shridhar Dheeraj  Dheeraj  See fewer,Members only,Talvar (2015)
Bajrangbali Singh Ravi  Ravi  See fewer,Members only,Sarkar 3 (2017)
Pravin Singh Sisodia Manish (as Praveen Singh Sisodiya)  Manish (as Praveen Singh Sisodiya)  See fewer,Members only,Gangs of Wasseypur (2012)
Ammar Taalwala  Actor  Actor  See fewer,Members only,Badla (2019)
Divya Unny Mrs. Iyer  Mrs. Iyer  See fewer,Members only,Hotel Mumbai (2018)
Tyrone Aviet Dancer in Dilbar Jani (uncredited)  Dancer in Dilbar Jani (uncredited)  See fewer,Members only,Raees (2017)
Vineeta Thakur Prabhat's wife (uncredited)  Prabhat's wife (uncredited)  See fewer,Members only,Brahmastra (2020)
