Name,STARmeter,Known for
Yoon-seok Kim Macao Park (as Kim Yunseok)  Macao Park (as Kim Yunseok)  See fewer,Members only,The Chaser (2008)
Jung-jae Lee Popie (as Lee Jungjae)  Popie (as Lee Jungjae)  See fewer,Members only,The Face Reader (2013)
Hye-su Kim Pepsee (as Kim Hyesoo)  Pepsee (as Kim Hyesoo)  See fewer,Members only,The Hypnotized (2004)
Ji-Hyun Jun Yenicall (as Gianna Jun)  Yenicall (as Gianna Jun)  See fewer,Members only,My Sassy Girl (2001)
Simon Yam Chen  Chen  See fewer,Members only,Lara Croft Tomb Raider: The Cradle of Life (2003)
Hae-sook Kim Chewingum (as Kim Haesook)  Chewingum (as Kim Haesook)  See fewer,Members only,Thirst (2009)
Dal-su Oh Andrew (as Oh Dalsoo)  Andrew (as Oh Dalsoo)  See fewer,Members only,Oldboy (2003)
Soo-hyun Kim Zampano (as Kim Soohyun)  Zampano (as Kim Soohyun)  See fewer,Members only,You Who Came from the Stars (2013)
Derek Tsang Jonny  Jonny  See fewer,Members only,Soulmate (2016)
Jin-mo Joo Chief Detective (as Joo Jinmo)  Chief Detective (as Joo Jinmo)  See fewer,Members only,New World (2013)
Guk-seo Ki Wei Hong (as Kee Kookseo)  Wei Hong (as Kee Kookseo)  See fewer,Members only,Doraemon: Nobita's Chronicle of the Moon Exploration (2019)
Duk-moon Choi Casino Manager (as Choi Duckmoon)  Casino Manager (as Choi Duckmoon)  See fewer,Members only,I Remember You (2015)
Gook-hee Chae Madame (as Chae Kukhee)  Madame (as Chae Kukhee)  See fewer,Members only,Fantastic (2016)
Soo-jung Ye Tiffany (as Ye Sujeong)  Tiffany (as Ye Sujeong)  See fewer,Members only,Train to Busan (2016)
Angelica Lee Julie (as Lee Sinje)  Julie (as Lee Sinje)  See fewer,Members only,The Eye (2002)
Ha-kyun Shin Art Gallery Director (as Shin Hakyun)  Art Gallery Director (as Shin Hakyun)  See fewer,Members only,Save the Green Planet! (2003)
