Name,STARmeter,Known for
Loïs Alessandra Little Girl (as Loïs van Wijk)  Little Girl (as Loïs van Wijk)  See fewer,Members only,The Lily of St Leonards
Jai Courtney Capt. Stefan Brandt  Capt. Stefan Brandt  See fewer,Top 5000,Divergent (2014)
Karin Leclercq Widow in Hotel  Widow in Hotel  See fewer,Members only,The Commissioner (1998)
Anton Lesser General Falkenberg  General Falkenberg  See fewer,Members only,Pirates of the Caribbean: On Stranger Tides (2011)
Christopher Plummer Kaiser Wilhelm II  Kaiser Wilhelm II  See fewer,Top 5000,Beginners (2010)
Aubeline Barbieux Beatrix  Beatrix  See fewer,Members only,500 grammes de haché (2013)
Janet McTeer Princess Hermine  Princess Hermine  See fewer,Top 5000,Albert Nobbs (2011)
Lily James Mieke de Jong  Mieke de Jong  See fewer,37,Cinderella (I) (2015)
Stéphane Auberghen Frau Linnenkamp  Frau Linnenkamp  See fewer,Members only,Love Me If You Dare (2003)
Ben Daniels Col. Sigurd von Ilsemann  Col. Sigurd von Ilsemann  See fewer,Members only,The Exorcist (2016)
Martin Swabey Mueller  Mueller  See fewer,Members only,Mr. Nobody (2009)
Martin Savage Dirksen  Dirksen  See fewer,Members only,The Tailor of Panama (2001)
Mark Dexter Dietrich  Dietrich  See fewer,Members only,Transformers: The Last Knight (2017)
Kurt Standaert Schulz  Schulz  See fewer,Members only,Through the Air (2015)
Kris Cuppens Pastor Hendriks  Pastor Hendriks  See fewer,Members only,De zoon van Artan (2015)
Frederik Lebeer Signal Operative  Signal Operative  See fewer,Members only,Vermist (2008)
Eddie Marsan Heinrich Himmler  Heinrich Himmler  See fewer,Top 5000,Happy-Go-Lucky (2008)
Stéphanie Van Vyve Hedwig Potthast (as Stephanie Van Vyve)  Hedwig Potthast (as Stephanie Van Vyve)  See fewer,Members only,Second Chance (2010)
Lucas Tavernier SS-Colonel Meyer  SS-Colonel Meyer  See fewer,Members only,The Pink Panther (2006)
Daisy Boulton British Secretary  British Secretary  See fewer,Members only,Yonderland (2013)
Fanny Tondeur  Actress  Actress  See fewer,Members only,Light Thereafter (2017)
Tom De Vreese Wehrmacht Soldier - Brandt Unit  Wehrmacht Soldier - Brandt Unit  See fewer,Members only,Emperor (II)
Luc Krijgsman Brandt Wehrmacht Soldier  Brandt Wehrmacht Soldier  See fewer,Members only,The Exception (2016)
Alexis Van Stratum  Actor  Actor  See fewer,Members only,Albertine (2014)
Verona Verbakel Wehrmacht Secretary (as Verena Verbakel)  Wehrmacht Secretary (as Verena Verbakel)  See fewer,Members only,A Quiet Passion (2016)
Sebastiaan Ham Brandt Wehrmacht Soldier  Brandt Wehrmacht Soldier  See fewer,Members only,The Exception (2016)
Sjoerd Schaap Brandt Wehrmacht Soldier  Brandt Wehrmacht Soldier  See fewer,Members only,The Exception (2016)
Daan Aufenacker Officer (uncredited)  Officer (uncredited)  See fewer,Members only,The Resistance Banker (2018)
Tom Magnus Lieutenant Commander (uncredited)  Lieutenant Commander (uncredited)  See fewer,Members only,Emperor (II)
Jan Smekens SS Guard (uncredited)  SS Guard (uncredited)  See fewer,Members only,Torpedo (2019)
