Name,STARmeter,Known for
Sarah Bolger Rebecca  Rebecca  See fewer,Top 500,In America (2002)
Anne Day-Jones Rebecca's Mother  Rebecca's Mother  See fewer,Members only,The Day After Tomorrow (2004)
Sarah Gadon Lucy  Lucy  See fewer,Top 5000,Enemy (2013)
Valerie Tian Charley  Charley  See fewer,Members only,Juno (2007)
Melissa Farman Dora  Dora  See fewer,Members only,Lost (2004)
Laurence Hamelin Sofia  Sofia  See fewer,Members only,Lance et compte: La déchirure (2012)
Kathleen Fee Miss Bobbie  Miss Bobbie  See fewer,Members only,The Words (2012)
Gia Sandhu Kiki  Kiki  See fewer,Members only,A Simple Favor (2018)
Lily Cole Ernessa  Ernessa  See fewer,Members only,Snow White and the Huntsman (2012)
Judy Parfitt Mrs. Rood  Mrs. Rood  See fewer,Members only,Dolores Claiborne (1995)
Scott Speedman Mr. Davies  Mr. Davies  See fewer,Top 5000,Underworld (2003)
Julian Casey Rebecca's Father  Rebecca's Father  See fewer,Members only,X-Men: Days of Future Past (2014)
Steffi Hagel Young Rebecca  Young Rebecca  See fewer,Members only,The Day (I) (2011)
Leif Anderson Policeman  Policeman  See fewer,Members only,On the Road (2012)
Roxan Bourdelais Sofia's Boyfriend  Sofia's Boyfriend  See fewer,Members only,Fortier (2001)
Deena Aziz Psychiatrist  Psychiatrist  See fewer,Members only,Being Human (2011)
Alain Goulem Detective (as Al Goulem)  Detective (as Al Goulem)  See fewer,Members only,18 to Life (2010)
Christie Langendorf Student  Student  See fewer,Members only,Pitching Love and Catching Faith (2015)
Zina Wilde Cute Girl (uncredited)  Cute Girl (uncredited)  See fewer,Members only,Billions (2016)
