Name,STARmeter,Known for
Jason Mewes Vinnie  Vinnie  See fewer,Top 500,Clerks (1994)
Harvey Keitel Don Carini  Don Carini  See fewer,Top 5000,Reservoir Dogs (1992)
Jocelin Donahue Nancy Bonfante  Nancy Bonfante  See fewer,Members only,The House of the Devil (2009)
Blake Clark Captain O'Brian  Captain O'Brian  See fewer,Members only,50 First Dates (2004)
Michael Rispoli Tony V  Tony V  See fewer,Members only,The Rum Diary (2011)
Jon Polito Don Bonfante  Don Bonfante  See fewer,Members only,Miller's Crossing (1990)
Debra Mooney Sister Theresa  Sister Theresa  See fewer,Members only,Everwood (2002)
Jack Kehler Cabbie  Cabbie  See fewer,Members only,Lost Highway (1997)
Paul Hipp Rocco  Rocco  See fewer,Members only,Midnight in the Garden of Good and Evil (1997)
John Pinette Macho  Macho  See fewer,Members only,The Punisher (2004)
Michele Specht Burlesque Hostess  Burlesque Hostess  See fewer,Members only,Star Trek Continues (2013)
Matthew J Cates Customer  Customer  See fewer,Members only,Little Boy (2015)
Robert Amico Bonfante Wise Guy  Bonfante Wise Guy  See fewer,Members only,I Am Doctor Chastain (2019)
Stephanie Danielson Ms Carini  Ms Carini  See fewer,Members only,Unstoppable the Film (2010)
Edith Fields Shopkeeper  Shopkeeper  See fewer,Members only,No Way Out (1987)
Jannette Bloom Mary  Mary  See fewer,Members only,Mahjong and the West (2014)
Christian Levatino Tino  Tino  See fewer,Members only,Nine the Hard Way (1999)
Hyung-rae Shim Younggu  Younggu  See fewer,Members only,Dragon Wars: D-War (2007)
Roger Stoneburner Carini Wiseguy #1  Carini Wiseguy #1  See fewer,Members only,Let Me In (I) (2010)
Calvin Dean Carini Wiseguy #3  Carini Wiseguy #3  See fewer,Members only,Gloria Bell (2018)
Keegan Boos Bowery Boy  Bowery Boy  See fewer,Members only,Beginners (2010)
Michelle Maniscalco Burlesque Dancer  Burlesque Dancer  See fewer,Members only,Burlesque (I) (2010)
Tristen Bankston Big Willie  Big Willie  See fewer,Members only,One Day at a Time (2017)
Richard Bernard Mafia Man in Doorway  Mafia Man in Doorway  See fewer,Members only,Iron Man (2008)
John Cirigliano Mangini  Mangini  See fewer,Members only,Faster (2010)
Tatiana Sarasty Corini Servant  Corini Servant  See fewer,Members only,Miss Interpretations (2015)
Gus Lynch Don Bonfante's Yes-Man  Don Bonfante's Yes-Man  See fewer,Members only,Grace and Frankie (2015)
Tom Brangle Officer Pickett  Officer Pickett  See fewer,Members only,Boy Wonder (2010)
Rob Tepper Wise Guy  Wise Guy  See fewer,Members only,Argo (2012)
Frank Scozzari Street Vendor #1  Street Vendor #1  See fewer,Members only,Angels & Demons (2009)
Joshua Rosenthal Fabrizio  Fabrizio  See fewer,Members only,Water Rats (1996)
Wonder Girls Cameo  Cameo  See fewer,Members only,Katelyn Tarver TV (2008)
Jeff Bornstein Wise Guy  Wise Guy  See fewer,Members only,The Specialist (1994)
Mark Alexander Herz Carini Wiseguy  Carini Wiseguy  See fewer,Members only,Undercovers (2010)
Julia Farsadi Lingerie Shopper  Lingerie Shopper  See fewer,Members only,Journeyman (2007)
Logan Shea Little Willie  Little Willie  See fewer,Members only,Childrens Hospital (2008)
Lala Kanian Friendly Customer (as Lala Khanian)  Friendly Customer (as Lala Khanian)  See fewer,Members only,"Shapetown, USA (2011)"
Matt Mann Diner Customer  Diner Customer  See fewer,Members only,Drama Kings (2009)
Rahman Dalrymple Carini Wiseguy / Bodyguard  Carini Wiseguy / Bodyguard  See fewer,Members only,Deep Dark Canyon (2013)
Tony Pinizzotto Shopkeeper  Shopkeeper  See fewer,Members only,Del's Crazy Musical (2010)
Gioia Blu Macho's Date (uncredited)  Macho's Date (uncredited)  See fewer,Members only,The Journeys (2010)
Neva Cole Bartender in Jazz Club (uncredited)  Bartender in Jazz Club (uncredited)  See fewer,Members only,The Ugly One: Thor's Revenge (2003)
Olivia Presley Herself - Diner Patron (uncredited)  Herself - Diner Patron (uncredited)  See fewer,Members only,Atlas Shrugged: Part I (2011)
Larry Russo Carini Capo (uncredited)  Carini Capo (uncredited)  See fewer,Members only,Mr. Id (2003)
Arne Starr Bonfante Wiseguy (uncredited)  Bonfante Wiseguy (uncredited)  See fewer,Members only,Secret in Their Eyes (2015)
Gina Tleel Butcher's Wife (uncredited)  Butcher's Wife (uncredited)  See fewer,Members only,In Your Eyes (2014)
