Name,STARmeter,Known for
Hoyt Richards Cobb  Cobb  See fewer,Members only,Dumbbells (2014)
Anabella Casanova Nash  Nash  See fewer,Members only,Stealing Las Vegas (2012)
Johnny Williams Lou  Lou  See fewer,Members only,The Mask (1994)
Bonnie Hellman Dorris  Dorris  See fewer,Members only,Internet Famous (2016)
Scott King Jake  Jake  See fewer,Members only,Home Stay (2018)
Dawn Ann Billings Julie  Julie  See fewer,Members only,Dire Wolf (2009)
David Kagen Lt. Jackson  Lt. Jackson  See fewer,Members only,Jason Lives (1986)
Lee Burnett Barfly 2  Barfly 2  See fewer,Members only,Blade of Honor (2017)
Chris Cleveland Policeman  Policeman  See fewer,Members only,The Prestige (2006)
Paul Cross Bank Officer  Bank Officer  See fewer,Members only,Severe Visibility (2007)
Peter Gannon Gas Station Attendant  Gas Station Attendant  See fewer,Members only,Jack Reacher (2012)
Marshal Hilton Debt Collector  Debt Collector  See fewer,Members only,Primal Rage: The Legend of Konga (2018)
Rick Irvin Tommy  Tommy  See fewer,Members only,Heavenly Deposit (2019)
Tony Longo Fighting Barfly  Fighting Barfly  See fewer,Members only,Sixteen Candles (1984)
Ralph P. Martin Motel Clerk  Motel Clerk  See fewer,Members only,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
David Z. Stamp Barfly 3  Barfly 3  See fewer,Members only,Faded Memories (2008)
David Stifel Barfly 1  Barfly 1  See fewer,Members only,Minority Report (2002)
Kaitlin Wright Tess  Tess  See fewer,Members only,Girls Next Door (2011)
