Name,STARmeter,Known for
Jackie Chan Huo An  Huo An  See fewer,Top 5000,Who Am I? (1998)
John Cusack Lucius  Lucius  See fewer,Top 5000,Grosse Pointe Blank (1997)
Adrien Brody Tiberius  Tiberius  See fewer,Top 5000,The Pianist (2002)
Si Won Choi Yin Po  Yin Po  See fewer,Members only,Battle of the Warriors (2006)
Peng Lin Cold Moon  Cold Moon  See fewer,Members only,Chinese Zodiac (2012)
Mika Wang Xiu Qing  Xiu Qing  See fewer,Members only,The Galaxy on the Earth (2014)
Yang Xiao Captain  Captain  See fewer,Members only,Old Boys: The Way of the Dragon (2014)
Taili Wang Rat  Rat  See fewer,Members only,Savage (2018)
Tin Chiu Hung Red Sun (as Sammy Hung)  Red Sun (as Sammy Hung)  See fewer,Members only,The Medallion (2003)
Shaofeng Feng General Huo Qubing (as William Feng)  General Huo Qubing (as William Feng)  See fewer,Members only,White Vengeance (2011)
Sharni Vinson Lady Crassus  Lady Crassus  See fewer,Top 5000,You're Next (2011)
Lorie Pester Parthian Queen  Parthian Queen  See fewer,Members only,Gates of the Sun (2014)
Xiangdong Xu Secretary (as Xiang Dong Xu)  Secretary (as Xiang Dong Xu)  See fewer,Members only,Yu Baosi (2016)
Qing Xiu Wolf  Wolf  See fewer,Members only,Desire to Dream (2016)
Sung-jun Yoo Cougar (as Steve Yoo)  Cougar (as Steve Yoo)  See fewer,Members only,Man of Tai Chi (2013)
Tomer Oz Huo An General  Huo An General  See fewer,Members only,Mechanic: Resurrection (2016)
Vanness Wu Christian  Christian  See fewer,Members only,The Princess Weiyoung (2016)
Kar Yan Lam Karena (as Karena Lam)  Karena (as Karena Lam)  See fewer,Members only,Zinnia Flower (2015)
Jozef Waite Publius (as Jozef Liu Waite)  Publius (as Jozef Liu Waite)  See fewer,Members only,Demon Girl (2016)
Ned Bellamy Octavius  Octavius  See fewer,Members only,Ed Wood (1994)
Jim Bennett Stallus (as James Ambrose Bennett)  Stallus (as James Ambrose Bennett)  See fewer,Members only,Shanghai Calling (2012)
Paul Philip Clark Tullus  Tullus  See fewer,Members only,Morbius (2020)
Philippe Joly Decimus  Decimus  See fewer,Members only,Pound of Flesh (2015)
Joel Adrian Sertor (as Joel Adrian Slaatto)  Sertor (as Joel Adrian Slaatto)  See fewer,Members only,Star Wars: The Rise of Skywalker (2019)
Danny Salay Paullus (as Daniel John Salay)  Paullus (as Daniel John Salay)  See fewer,Members only,Time Raiders (2016)
Brahim Chab Titus (as Brahim)  Titus (as Brahim)  See fewer,Members only,Ek Tha Tiger (2012)
Scotty Bob Cox Falco  Falco  See fewer,Members only,Crazy Alien (2019)
Michael Duchet Quitus  Quitus  See fewer,Members only,Anna (II) (2019)
Su Hang Mongolian Warrior  Mongolian Warrior  See fewer,Members only,Project X-Traction (2020)
Ivan Kotik Roman Soldier  Roman Soldier  See fewer,Members only,Outcast (I) (2014)
Drago Lazetich War Soldier  War Soldier  See fewer,Members only,Son Rise
Shaoting Li Lieutenant  Lieutenant  See fewer,Members only,Young Sherlock (2014)
Chutian Liu Student  Student  See fewer,Members only,The Monkey King 2 (2016)
Jianwei Liu Ma Chuang (as Jian-Wei Liu)  Ma Chuang (as Jian-Wei Liu)  See fewer,Members only,14 Blades (2010)
Raphael Ollivier Roman Soldier  Roman Soldier  See fewer,Members only,Dragon Blade (2015)
David Peck Agrippa  Agrippa  See fewer,Members only,Crazy Alien (2019)
Ian Powers Hostus  Hostus  See fewer,Members only,The Man with the Iron Fists (2012)
Kyle Shapiro Roman Captain  Roman Captain  See fewer,Members only,Europe Raiders (2018)
Emrah Yilmaz Kroraina General (voice)  Kroraina General (voice)  See fewer,Members only,Europe Raiders (2018)
Alice Aoki Queen (uncredited)  Queen (uncredited)  See fewer,Members only,Bond of Justice: Kizuna (2019)
Pierre Bourdaud Roman soldier (uncredited)  Roman soldier (uncredited)  See fewer,Members only,Outcast (I) (2014)
Alexander Corne Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,No Time to Die (2020)
Jai Day Deputy Gaius (uncredited)  Deputy Gaius (uncredited)  See fewer,Members only,General Commander (2019)
James Lee Guy Eugene (uncredited)  Eugene (uncredited)  See fewer,Members only,Reborn (III) (2018)
Paul W. He DuHu (uncredited)  DuHu (uncredited)  See fewer,Members only,Sleeping Beauty (2011)
Alfred Hsing Han Soldier (uncredited)  Han Soldier (uncredited)  See fewer,Members only,Mission Control (2017)
Max Huang Shou Xia (uncredited)  Shou Xia (uncredited)  See fewer,Members only,Kingsman: The Secret Service (2014)
Raiden Integra Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,Tell No One (II)
Miroslav Karel Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,Shanghai Story
Bassem Khayati General (uncredited)  General (uncredited)  See fewer,Members only,Outcast (I) (2014)
Kevin Lee Roman Solider (uncredited)  Roman Solider (uncredited)  See fewer,Members only,Qi Huan Zhi Lv (2019)
Temur Mamisashvili Roman Soldier (uncredited)  Roman Soldier (uncredited)  See fewer,Members only,Project X-Traction (2020)
Vander McLeod Tiberius's Roman General (uncredited)  Tiberius's Roman General (uncredited)  See fewer,Members only,World War Z (2013)
Harry Oram Ceso (uncredited)  Ceso (uncredited)  See fewer,Members only,My Name Is Tanyusha (2015)
Fatih Ugurlu Roman General (uncredited)  Roman General (uncredited)  See fewer,Members only,Skyfall (2012)
Murray Clive Walker Patrick (uncredited)  Patrick (uncredited)  See fewer,Members only,Legendary (2013)
