Name,STARmeter,Known for
Erica Peeples Gena Hollins  Gena Hollins  See fewer,Members only,Fall Girls (2019)
Misan Akuya Drug Dealer  Drug Dealer  See fewer,Members only,Oversoul Lord
George Arvanitidis Club Patron  Club Patron  See fewer,Members only,Funny Man (2016)
Stanley R. Atwater Rich Green  Rich Green  See fewer,Members only,True to the Game (2017)
Starletta DuPois Gah-Git  Gah-Git  See fewer,Members only,The Notebook (2004)
Lorenzo Eduardo Winston  Winston  See fewer,Members only,Eagle Eye (2008)
Nelsan Ellis Tyrik  Tyrik  See fewer,Members only,Lee Daniels' The Butler (2013)
Vivica A. Fox Shoog  Shoog  See fewer,Top 5000,Independence Day (1996)
Jennifer Freeman Lita  Lita  See fewer,Top 5000,You Got Served (2004)
Andra Fuller Jerrell  Jerrell  See fewer,Members only,The L.A. Complex (2012)
Manny Halley Jr. World  World  See fewer,Members only,True to the Game (2017)
Iyana Halley Bria  Bria  See fewer,Members only,Sharp Objects (2018)
Gregory Hinds Club Patron  Club Patron  See fewer,Members only,The Debt That All Men Pay (2013)
Darell Johnson Driver  Driver  See fewer,Members only,Keyshia Cole: The Way It Is (2006)
Malcolm David Kelley Black  Black  See fewer,Members only,Lost (2004)
Nikki Leigh Megan (store clerk ) of Beverly Hills  Megan (store clerk ) of Beverly Hills  See fewer,Members only,Silencer (2018)
Draya Michele Cherelle  Cherelle  See fewer,Members only,We Belong Together (2018)
Annika Noelle Aubrey  Aubrey  See fewer,Members only,The Bold and the Beautiful (1987)
Lisa Renee Pitts Viola Richards  Viola Richards  See fewer,Members only,Straight Outta Compton (2015)
Paul Saucido Carlos Sanchez  Carlos Sanchez  See fewer,Members only,The Bold and the Beautiful (1987)
Columbus Short Quadir Richards  Quadir Richards  See fewer,Members only,The Losers (I) (2010)
Jamaar Simon Rasun  Rasun  See fewer,Members only,True to the Game (2017)
Quincy Samuel Smith Blair (as Quincy Smith)  Blair (as Quincy Smith)  See fewer,Members only,Chocolate
Warren Tatoy Valet Attendant  Valet Attendant  See fewer,Members only,Grey's Anatomy (2005)
Ricky Wang Bell Man  Bell Man  See fewer,Members only,El Tonto
Nafessa Williams Sahirah  Sahirah  See fewer,Top 5000,Black Lightning (2018)
Jamaal Lewis Club Boyfriend (uncredited)  Club Boyfriend (uncredited)  See fewer,Members only,Cast Out Onto Earth (2017)
