Name,STARmeter,Known for
Eddie Murphy Henry Church  Henry Church  See fewer,Top 500,The Nutty Professor (1996)
Britt Robertson Charlie  Charlie  See fewer,Top 5000,Tomorrowland (2015)
Natascha McElhone Marie  Marie  See fewer,Top 5000,Solaris (2002)
Xavier Samuel Owen  Owen  See fewer,Top 5000,Love & Friendship (2016)
Lucy Fry Poppy  Poppy  See fewer,Top 5000,Bright (I) (2017)
Christian Madsen Eddie Larson  Eddie Larson  See fewer,Members only,Divergent (2014)
Mckenna Grace Izzy (as McKenna Grace)  Izzy (as McKenna Grace)  See fewer,Top 5000,Gifted (2017)
Natalie Coughlin Young Charlie  Young Charlie  See fewer,Members only,Mickey and the Roadster Racers (2017)
Madison Wolfe Young Poppy  Young Poppy  See fewer,Top 5000,The Conjuring 2 (2016)
Lincoln Melcher Young Owen  Young Owen  See fewer,Members only,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)"
Kathleen McMartin Mrs. Dickerman  Mrs. Dickerman  See fewer,Members only,The Lot (1999)
Sara Shearer Gibby  Gibby  See fewer,Members only,Army of Darkness (1992)
Kelly Lester Doctor  Doctor  See fewer,Members only,J. Edgar (2011)
Aileen Burdock Waitress  Waitress  See fewer,Members only,Euphoria (2019)
Michael Leone Michael  Michael  See fewer,Members only,General Hospital (1963)
Shawnee Witt Cashier  Cashier  See fewer,Members only,Starman (I) (2014)
Thom Barry Frankie Twiggs  Frankie Twiggs  See fewer,Members only,The Fast and the Furious (2001)
Adriana Leonard Checkout Girl  Checkout Girl  See fewer,Members only,Chicago P.D. (2014)
Jenica Bergere Nurse  Nurse  See fewer,Members only,Safety Not Guaranteed (2012)
Paul Archer Diner #1  Diner #1  See fewer,Members only,Monsters (2010)
Francisco Javier Gomez Diner #2  Diner #2  See fewer,Members only,Aliens: Zone of Silence (2017)
Darius Cottrell Bus Driver  Bus Driver  See fewer,Members only,American Sniper (2014)
Mike Ryan Bus Driver #1  Bus Driver #1  See fewer,Members only,Mr. Church (2016)
Bruce Marshall Bus Driver #2  Bus Driver #2  See fewer,Members only,Mr. Church (2016)
Wyatt Carnel Kid on Skateboard  Kid on Skateboard  See fewer,Members only,Guardians of the Galaxy (2014)
Tatum Abbott College Student (uncredited)  College Student (uncredited)  See fewer,Members only,Take Me Home (I) (2016)
Deanna Buonomo Student - Party-goer (uncredited)  Student - Party-goer (uncredited)  See fewer,Members only,Free Guy (2020)
Amelia Diaz Baby Izzy (uncredited)  Baby Izzy (uncredited)  See fewer,Members only,Heimlich (2018)
Rebecca Diaz Baby Izzy (uncredited)  Baby Izzy (uncredited)  See fewer,Members only,Heimlich (2018)
Dakota Lustick Charlotte's College Boyfriend (uncredited)  Charlotte's College Boyfriend (uncredited)  See fewer,Members only,Piercing (2018)
Amy Sutherland Neighbor (uncredited)  Neighbor (uncredited)  See fewer,Members only,Oz the Great and Powerful (2013)
Dora Winifred Charlotte's Roommate (uncredited)  Charlotte's Roommate (uncredited)  See fewer,Members only,The Folklorist (2012)
