Name,STARmeter,Known for
Shane West Max Peterson  Max Peterson  See fewer,Top 5000,A Walk to Remember (2002)
Edward Burns John Reed  John Reed  See fewer,Top 5000,Saving Private Ryan (1998)
Ving Rhames Agent Dave Grant  Agent Dave Grant  See fewer,Top 5000,Pulp Fiction (1994)
Jonathan Pryce Mueller  Mueller  See fewer,Top 5000,Tomorrow Never Dies (1997)
Amara Zaragoza Kamila (as Tamara Feldman)  Kamila (as Tamara Feldman)  See fewer,Members only,Gossip Girl (2007)
Yuriy Kutsenko Russian General  Russian General  See fewer,Members only,Paragraph 78 (2007)
Sergey Gubanov Yuri Malanin  Yuri Malanin  See fewer,Members only,Grown-ups (2012)
Martin Sheen Raymond Burke  Raymond Burke  See fewer,Top 5000,The Departed (2006)
Ilan Goodman Dennis  Dennis  See fewer,Members only,The Foreigner (I) (2017)
Todd Jensen Agent Fletcher  Agent Fletcher  See fewer,Members only,Thick as Thieves (I) (2009)
Steven Elder Charles  Charles  See fewer,Members only,The King (I) (2019)
Sandra De Sousa Female Casino Tech  Female Casino Tech  See fewer,Members only,Intruder (I) (2018)
Greg Donaldson Casino Tech  Casino Tech  See fewer,Members only,V for Vendetta (2005)
Andrea Enright NSA Tech #2  NSA Tech #2  See fewer,Members only,Mega Snake (2007)
Trevor White Paul Spencer  Paul Spencer  See fewer,Members only,Doctor Who (2005)
Dimitar Dimitrov Kremlin Guard  Kremlin Guard  See fewer,Members only,The Tournament (2009)
Danko Jordanov Max's Attacker 2  Max's Attacker 2  See fewer,Members only,Assassin's Creed (2016)
Vlado Mihailov FBI Agent  FBI Agent  See fewer,Members only,Dilwale (2015)
Velizar Peev NSA Agent #2  NSA Agent #2  See fewer,Members only,The Hitman's Bodyguard (2017)
Atanas Srebrev NSA #1 (as Atanas M. Srebrev)  NSA #1 (as Atanas M. Srebrev)  See fewer,Members only,Hellboy (2019)
Marianne Stanicheva Pentagon Woman  Pentagon Woman  See fewer,Members only,Criminal (2016)
Mike Straub NSA Operator #3 (as Michael G. Straub)  NSA Operator #3 (as Michael G. Straub)  See fewer,Members only,The Grudge 3 (2009)
Vee Vimolmal Receptionist  Receptionist  See fewer,Members only,Basic Instinct 2 (2006)
Dimiter Doichinov NSA Hitman #1 (uncredited)  NSA Hitman #1 (uncredited)  See fewer,Members only,Assassin's Creed (2016)
Sapphire Jule King NSA Operator #4 (uncredited)  NSA Operator #4 (uncredited)  See fewer,Members only,Scratches (2002)
John Laskowski Real Estate Agent (uncredited)  Real Estate Agent (uncredited)  See fewer,Members only,Branded (2012)
Jan Loukota Sniper Assassin (uncredited)  Sniper Assassin (uncredited)  See fewer,Members only,Skyfall (2012)
Hristo Mitzkov Front Desk Clerk (uncredited)  Front Desk Clerk (uncredited)  See fewer,Members only,Automata (2014)
Richard Ng Wong (uncredited)  Wong (uncredited)  See fewer,Members only,Winners & Sinners (1983)
Stanimir Stamatov NSA Hitman #2 (uncredited)  NSA Hitman #2 (uncredited)  See fewer,Members only,The Expendables 2 (2012)
