Name,STARmeter,Known for
Micah Lynn Hanson Alice  Alice  See fewer,Members only,Overcomer (2019)
Alan Powell Charlie  Charlie  See fewer,Members only,Worth Fighting For (2017)
Elizabeth Becka Older Alice  Older Alice  See fewer,Members only,Ozark (2017)
Garry Nation Older Charlie  Older Charlie  See fewer,Members only,Chasing the Star (2017)
Joseph Curtis Callender Kenneth (as Joseph Callender)  Kenneth (as Joseph Callender)  See fewer,Members only,Gunslingers (2014)
Anisa Nyell Johnson Teresa  Teresa  See fewer,Members only,Black Lightning (2018)
Aowyn Peeples 3 Year Old Alice (as Aowyn Grace Peeples)  3 Year Old Alice (as Aowyn Grace Peeples)  See fewer,Members only,Like Arrows (2018)
John Jackson Hunter 5 Year Old Ronnie  5 Year Old Ronnie  See fewer,Members only,Mr. Mercedes (2017)
Dawson Shea 15 Year Old Ronnie  15 Year Old Ronnie  See fewer,Members only,Beast Beast
Justin Livingston 18 Year Old Ronnie  18 Year Old Ronnie  See fewer,Members only,Man in the Woods (2016)
Les Best 50 Year Old Ronnie  50 Year Old Ronnie  See fewer,Members only,The Leftovers (2014)
Rowe Powell 2 Year Old Kate  2 Year Old Kate  See fewer,Members only,Like Arrows (2018)
Elleina Papageorgiou 12 Year Old Kate  12 Year Old Kate  See fewer,Members only,Like Arrows (2018)
Katherine Shepler 15 Year Old Kate  15 Year Old Kate  See fewer,Members only,The Solomon Bunch (2013)
Victoria Anastasi 20 Year Old Kate  20 Year Old Kate  See fewer,Members only,Stuber (2019)
Frances Dell Bendert 47 Year Old Kate  47 Year Old Kate  See fewer,Members only,A Haunting (2005)
Drakeford Peeples 7 year old Josh  7 year old Josh  See fewer,Members only,Like Arrows (2018)
Carter Babcock 10 Year Old Josh  10 Year Old Josh  See fewer,Members only,Love Letters (2015)
Jaden Bishop 14 Year Old Josh  14 Year Old Josh  See fewer,Members only,Like Arrows (2018)
Alex Kendrick 42 Year Old Josh  42 Year Old Josh  See fewer,Members only,Courageous (2011)
Amanda Lauren Cabigting 5 Year Old Faith  5 Year Old Faith  See fewer,Members only,Mile 22 (2018)
Jade Bui 8 Year Old Faith  8 Year Old Faith  See fewer,Members only,Lao Warrior (2015)
Emma Dison Brantley 13 Year Old Faith (as Emma Brantley)  13 Year Old Faith (as Emma Brantley)  See fewer,Members only,A Memory Jar (2017)
Tara Warolin 40 Year Old Faith  40 Year Old Faith  See fewer,Members only,Happily Divorced (2011)
Micah Drew Johnson John David  John David  See fewer,Members only,Deficiency Notice (2016)
Kathleen Dellinger Susan  Susan  See fewer,Members only,War Room (2015)
Joel Dellinger Christopher  Christopher  See fewer,Members only,Like Arrows (2018)
Holly A. Morris Lori (as Holly Morris)  Lori (as Holly Morris)  See fewer,Members only,Sleepless (III) (2017)
Christy Bain Alice's Mom (voice)  Alice's Mom (voice)  See fewer,Members only,Daredreamer (1990)
Beatriz Aguirre Barista  Barista  See fewer,Members only,Los años de Greta (1992)
Bob Lepine Delivery Doctor  Delivery Doctor  See fewer,Members only,Red Courage (2012)
Rory Root Baby Ronnie  Baby Ronnie  See fewer,Members only,Like Arrows (2018)
Lori Ferebee Mom  Mom  See fewer,Members only,Like Arrows (2018)
Kristi Taylor Christy  Christy  See fewer,Members only,Through the Glass Darkly
Isabella Smith Cynthia  Cynthia  See fewer,Members only,Like Arrows (2018)
Sophia Smith Evie  Evie  See fewer,Members only,Like Arrows (2018)
