Name,STARmeter,Known for
Woody Harrelson Roy  Roy  See fewer,Top 500,True Detective (2014)
Emily Mortimer Jessie  Jessie  See fewer,Top 5000,Mary Poppins Returns (2018)
Ben Kingsley Grinko  Grinko  See fewer,Top 5000,Sexy Beast (2000)
Kate Mara Abby  Abby  See fewer,Top 5000,Fantastic Four (2015)
Eduardo Noriega Carlos Ximénez  Carlos Ximénez  See fewer,Members only,The Last Stand (2013)
Thomas Kretschmann Kolzak  Kolzak  See fewer,Top 5000,King Kong (2005)
Etienne Chicot Frenchman  Frenchman  See fewer,Members only,The Da Vinci Code (2006)
Mac McDonald Minister  Minister  See fewer,Members only,Batman (1989)
Colin Stinton Embassy Official  Embassy Official  See fewer,Members only,Tomorrow Never Dies (1997)
Perlis Vaisieta Manager Hotel Pushkin  Manager Hotel Pushkin  See fewer,Members only,We Will Sing (2015)
Mindaugas Papinigis Young Detective  Young Detective  See fewer,Members only,Redirected (2014)
Mindaugas Capas Military Officer  Military Officer  See fewer,Members only,Odisseya Kapitana Blada (1991)
Sonata Visockaite Female Train Attendant #1  Female Train Attendant #1  See fewer,Members only,Redirected (2014)
Larisa Kalpokaite Female Train Attendant #2  Female Train Attendant #2  See fewer,Members only,The Heritage of Love (2016)
Valentinas Krulikovskis Young Waiter  Young Waiter  See fewer,Members only,The Saint (2016)
Vidmantas Jasiunevicius Porter  Porter  See fewer,Members only,Transsiberian (2008)
Antanas Surgailis Waiter  Waiter  See fewer,Members only,Rome: Rise and Fall of an Empire (2008)
Kristina Kulinic School Girl 1  School Girl 1  See fewer,Members only,Transsiberian (2008)
Jin Zhou School Girl 2 (as Jing Din Zhou)  School Girl 2 (as Jing Din Zhou)  See fewer,Members only,Transsiberian (2008)
Emilis Velyvis Cop  Cop  See fewer,Members only,Redirected (2014)
Saulius Bagaliunas Drunk Pole  Drunk Pole  See fewer,Members only,Ekskursante (2013)
Andrius Paulavicius Lithuanian Backpacker  Lithuanian Backpacker  See fewer,Members only,The Summer of Frozen Fountains (2015)
Sergej Oskin Engineer  Engineer  See fewer,Members only,Transsiberian (2008)
Alfredas Butkevicius Provodnik  Provodnik  See fewer,Members only,Transsiberian (2008)
Antanas Radinskas Sullen Clerk  Sullen Clerk  See fewer,Members only,Transsiberian (2008)
Waléra Kanischtscheff Russian Hunter (uncredited)  Russian Hunter (uncredited)  See fewer,Members only,Babylon Berlin (2017)
Bronius Kindurys Uzbek (uncredited)  Uzbek (uncredited)  See fewer,Members only,Redirected (2014)
Aleksandrs Petukhovs Russian Cop (uncredited)  Russian Cop (uncredited)  See fewer,Members only,The Last Soviet Movie (2003)
