Name,STARmeter,Known for
Anthony Hopkins Lester  Lester  See fewer,Top 5000,The Silence of the Lambs (1991)
Julia Stiles Lillian  Lillian  See fewer,Top 500,10 Things I Hate About You (1999)
Ray Liotta Blackway  Blackway  See fewer,Top 5000,Goodfellas (1990)
Alexander Ludwig Nate  Nate  See fewer,Top 5000,Vikings (2013)
Lochlyn Munro Murdoch  Murdoch  See fewer,Top 5000,Riverdale (2017)
Hal Holbrook Whizzer  Whizzer  See fewer,Top 5000,Into the Wild (2007)
Dale Wilson Sheriff Wingate  Sheriff Wingate  See fewer,Members only,Hellraiser: Hellseeker (2002)
John Tierney Coop  Coop  See fewer,Members only,The Butterfly Effect (2004)
Glenn Beck D.B.  D.B.  See fewer,Members only,2001: A Space Odyssey (1968)
Steve Bacic Fitzgerald  Fitzgerald  See fewer,Members only,The 6th Day (2000)
Kendra Hesketh Cynthia  Cynthia  See fewer,Members only,Attic (I) (2009)
Audrey Smallman Fitz's Daughter  Fitz's Daughter  See fewer,Members only,Date My Dad (2017)
William Belleau Middle Logger  Middle Logger  See fewer,Members only,The Twilight Saga: Eclipse (2010)
Travis MacDonald Small Logger  Small Logger  See fewer,Members only,Cold Pursuit (2019)
Aaron Pearl Scotty Cavanaugh  Scotty Cavanaugh  See fewer,Members only,Man of Steel (2013)
Steven Cree Molison Tough Bartender  Tough Bartender  See fewer,Members only,Brokeback Mountain (2005)
Chris Gauthier Chris (as Christopher Gauthier)  Chris (as Christopher Gauthier)  See fewer,Members only,Freddy vs. Jason (2003)
Linda Darlow Waitress Dot  Waitress Dot  See fewer,Members only,The Accused (1988)
Sam Bob Sammy  Sammy  See fewer,Members only,Reindeer Games (2000)
Aleks Paunovic Skell  Skell  See fewer,Members only,War for the Planet of the Apes (2017)
Tara Arroyave Trudy  Trudy  See fewer,Members only,Solace (II) (2015)
John Callander Skinhead  Skinhead  See fewer,Members only,Ill Fated (2004)
Chad Fortin Teenage Meth Addict Male  Teenage Meth Addict Male  See fewer,Members only,Blackway (2015)
Taylor Hickson Teenage Meth Addict Female  Teenage Meth Addict Female  See fewer,Members only,Deadpool (2016)
Xantha Radley Tweaker  Tweaker  See fewer,Members only,The X Files: I Want to Believe (2008)
Dennis Cound Sleepy Looking Man  Sleepy Looking Man  See fewer,Members only,Endless
Rick Dugdale Sullivan's Dishwasher  Sullivan's Dishwasher  See fewer,Members only,Night Hunter (2018)
Berger Dog Chained to Tree  Dog Chained to Tree  See fewer,Members only,The Birthday Wish (2017)
Prince Fitzgerald's Dog  Fitzgerald's Dog  See fewer,Members only,Blackway (2015)
Lucas Lillian's Cat  Lillian's Cat  See fewer,Members only,Blackway (2015)
Ian Thompson Bus Driver (uncredited)  Bus Driver (uncredited)  See fewer,Members only,The Core (2003)
