Name,STARmeter,Known for
Sean Astin Fox (voice)  Fox (voice)  See fewer,Top 5000,The Lord of the Rings: The Two Towers (2002)
John Stamos Giron (voice)  Giron (voice)  See fewer,Top 5000,Full House (1987)
Debbie Chazen Cormorant & Swan  Cormorant & Swan  See fewer,Members only,Sherlock (2010)
Georgina Sutcliffe Raven  Raven  See fewer,Members only,Age of Heroes (2011)
Colin Mace Deer & Raven  Deer & Raven  See fewer,Members only,Thirteen (2016)
Jamie Oram Ploey  Ploey  See fewer,Members only,Doctor Who (2005)
Doña Croll Sheep  Sheep  See fewer,Members only,Eastern Promises (2007)
Kaizer Akhtar Boy  Boy  See fewer,Members only,Tut (2015)
Richard Cotton Shadow  Shadow  See fewer,Members only,The Libertine (2004)
Kasper Michaels Skua & Sterna  Skua & Sterna  See fewer,Members only,Hot Wheels Highway 35 World Race (2003)
Thorunn Erna Clausen Mom & Bunting Bird (as Þórunn Erna Clausen)  Mom & Bunting Bird (as Þórunn Erna Clausen)  See fewer,Members only,Documentary Now! (2015)
Graham Dickson Mousy and Father  Mousy and Father  See fewer,Members only,Jonah and the Whale (2008)
Iain Stuart Robertson Giron  Giron  See fewer,Members only,As You Like It (2006)
Harriet Perring Ploeveria  Ploeveria  See fewer,Members only,Rise of the Tomb Raider (2015)
Ólafur S.K. Þorvaldz Bunting Bird  Bunting Bird  See fewer,Members only,LazyTown (2002)
Charles Swift Cormorant  Cormorant  See fewer,Members only,The Turing Enigma (2011)
Thomas Arnold Dad & Fox  Dad & Fox  See fewer,Members only,Ploey (2018)
Cameron Farrelly Sloey  Sloey  See fewer,Members only,Ploey (2018)
Jasmine Morris Girl  Girl  See fewer,Members only,Ploey (2018)
Keith Kleinfeldt Colonel Wing & DJ Redshank  Colonel Wing & DJ Redshank  See fewer,Members only,Gillette World Sport (2015)
Anna Lawrence Ploveria's Mum & Mink (as Anna Lawernce)  Ploveria's Mum & Mink (as Anna Lawernce)  See fewer,Members only,Ploey (2018)
