Name,STARmeter,Known for
Kathleen Quinlan Nora Valentino  Nora Valentino  See fewer,Top 5000,Apollo 13 (I) (1995)
John Doman Mitch Valentino  Mitch Valentino  See fewer,Members only,Mercury Rising (1998)
Pablo Schreiber Christian Valentino  Christian Valentino  See fewer,Top 5000,13 Hours (2016)
Sabrina Gennarino Maxine Valentino  Maxine Valentino  See fewer,Members only,The Walking Dead (2010)
Adam Scarimbolo Nicky Valentino  Nicky Valentino  See fewer,Members only,A Guide to Recognizing Your Saints (2006)
Diane Neal Kat  Kat  See fewer,Top 5000,Law & Order: Special Victims Unit (1999)
Darrin Dewitt Henson Andy  Andy  See fewer,Members only,Tekken (2010)
Bruno Gunn Elliott  Elliott  See fewer,Members only,Westworld (2016)
Mandy Gonzalez Molly Valentino  Molly Valentino  See fewer,Members only,Man on a Ledge (2012)
Kim Estes Brian Blaylock  Brian Blaylock  See fewer,Members only,Underdog (II) (2019)
Joseph Ferrante Peter Kilborn  Peter Kilborn  See fewer,Members only,City of Lies (2018)
Tracy Howe Jack Miller  Jack Miller  See fewer,Members only,War of the Worlds (2005)
David Goryl Eddie (as Dave Goryl)  Eddie (as Dave Goryl)  See fewer,Members only,There's Something About Mary (1998)
Whit Washing Brad  Brad  See fewer,Members only,Just Getting Started (2017)
Alexi Maggio Samantha Valentino  Samantha Valentino  See fewer,Members only,Sophomore (2012)
Susan Kwik Dr. Palmer  Dr. Palmer  See fewer,Members only,Smoking Laws (2008)
Patricia Lewis Browne Mary Callahan  Mary Callahan  See fewer,Members only,Cherry Crush (2007)
Morris Fazzi Paulie  Paulie  See fewer,Members only,After (II) (2014)
Chloe Angell Puppy Dexter  Puppy Dexter  See fewer,Members only,After (II) (2014)
Clyde Angell Mature Dexter  Mature Dexter  See fewer,Members only,After (II) (2014)
Shawn Burke Baby Chloe  Baby Chloe  See fewer,Members only,After (II) (2014)
Lindsy Cali Childhood Samantha Voice (voice)  Childhood Samantha Voice (voice)  See fewer,Members only,After (II) (2014)
Julian Carter Baby Samantha  Baby Samantha  See fewer,Members only,After (II) (2014)
Dina Corsetti Karen  Karen  See fewer,Members only,After Image (2001)
Renell Edwards Marshall  Marshall  See fewer,Members only,Sophomore (2012)
Ralph Ercolano Tom  Tom  See fewer,Members only,Haunted Traxxs (2009)
Izzy G. 18 months Baby Chloe (as Isabella Gaspersz)  18 months Baby Chloe (as Isabella Gaspersz)  See fewer,Members only,AJ and the Queen (2019)
Pieter Gaspersz Worker #1  Worker #1  See fewer,Members only,Riders on the Storm (III)
Chris Gennarino Danny  Danny  See fewer,Members only,After (II) (2014)
Christian Herrera Marc  Marc  See fewer,Members only,After (II) (2014)
Marcy J. Savastano Erin  Erin  See fewer,Members only,Header (2006)
Christina Simmons Bridesmaid  Bridesmaid  See fewer,Members only,After (II) (2014)
J. Simmons Greg  Greg  See fewer,Members only,After (II) (2014)
Eleanor Vigilante Megan  Megan  See fewer,Members only,After (II) (2014)
Aishwarya Vyas Arabic Girlfriend  Arabic Girlfriend  See fewer,Members only,After (II) (2014)
