Name,STARmeter,Known for
Hanyu Zhang Gao Gang  Gao Gang  See fewer,Members only,Assembly (2007)
Eddie Peng Fang Xinwu  Fang Xinwu  See fewer,Members only,Rise of the Legend (2014)
"Baoguo Chen Jiang Haifeng, Minister of Public Security  Jiang Haifeng, Minister of Public Security  See fewer",Members only,All Quiet in Beiping (2014)
Chun Sun Yu Ping  Yu Ping  See fewer,Members only,1911 (2011)
Wenjuan Feng Guo Bing  Guo Bing  See fewer,Members only,Project Gutenberg (2018)
Ken Lo Xing Deng (as Hui Kang Low)  Xing Deng (as Hui Kang Low)  See fewer,Members only,Rush Hour (1998)
Xudong Wu The Bulls Team Leader  The Bulls Team Leader  See fewer,Members only,Phantom of the Theatre (2016)
Carl Ng Pierre  Pierre  See fewer,Members only,Point of Entry (2010)
Jian Zhao Guo Xu  Guo Xu  See fewer,Members only,Legend of the Naga Pearls (2017)
Mandy Wei Fang Xinwu's Girlfriend  Fang Xinwu's Girlfriend  See fewer,Members only,ToGetHer (2009)
Xianda Liu Xie Wenfeng  Xie Wenfeng  See fewer,Members only,Cook Up a Storm (2017)
Liguo Zhan Fu Baowei  Fu Baowei  See fewer,Members only,Operation Mekong (2016)
Vithaya Pansringarm P'Som  P'Som  See fewer,Members only,Only God Forgives (2013)
Bhubhing Bhangsa-Ard San Kyi  San Kyi  See fewer,Members only,Operation Mekong (2016)
Pawarith Monkolpisit Naw Khar  Naw Khar  See fewer,Members only,Bangkok Dangerous (2000)
Amigo Bingo (as dog)  Bingo (as dog)  See fewer,Members only,Operation Mekong (2016)
Zobra Bingo (as dog)  Bingo (as dog)  See fewer,Members only,Operation Mekong (2016)
Guanfeng Wu Gu Wei Cheng  Gu Wei Cheng  See fewer,Members only,Black Mirror (2013)
Cshi Zhanjie Jiang Xing (as Zhanjie Shi)  Jiang Xing (as Zhanjie Shi)  See fewer,Members only,Skiptrace (2016)
Jiaxuan Li Assistant to the Minister  Assistant to the Minister  See fewer,Members only,Contract (2006)
Wenting Hao Gao Gang's Wife  Gao Gang's Wife  See fewer,Members only,Shao nv tian shi (2017)
Rui Ren Bei Bei  Bei Bei  See fewer,Members only,Operation Mekong (2016)
Xialong Wong Zhang Da An  Zhang Da An  See fewer,Members only,Operation Mekong (2016)
Ziqiang Liu Crewman  Crewman  See fewer,Members only,Lao Wu's Oscar (2009)
Bing Bo Crewman  Crewman  See fewer,Members only,The Banquet (2006)
Hong Li Crewman  Crewman  See fewer,Members only,Single Man (2010)
Rui Wang Crewman  Crewman  See fewer,Members only,Peace in Love (2014)
Jing Guo Crewman  Crewman  See fewer,Members only,An Elephant Sitting Still (2018)
Zitong Yang Crewman (as Sitong Yang)  Crewman (as Sitong Yang)  See fewer,Members only,Legendary Amazons (2011)
Yue Ji Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Chao Han Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Haohang Li Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Shuo Li Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Chao Yang Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Nan Li Crewman  Crewman  See fewer,Members only,Operation Mekong (2016)
Lu Li Crewman  Crewman  See fewer,Members only,Duet (2005)
Ming Li Bull  Bull  See fewer,Members only,Operation Mekong (2016)
Chien Ting Yeh Bull  Bull  See fewer,Members only,Operation Mekong (2016)
Dong Ying Lin Bull  Bull  See fewer,Members only,Operation Mekong (2016)
Frank See Bull  Bull  See fewer,Members only,Paskal (2018)
Steven Lee Bull  Bull  See fewer,Members only,Operation Mekong (2016)
Alex Ng Bull  Bull  See fewer,Members only,Operation Mekong (2016)
Nelson Chow Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Edmund Yep Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Elson Tan Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Special Female Force (2016)
Kok Han Yap Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
C.J. Kit Chinese Elite Squad (as CJ Kit)  Chinese Elite Squad (as CJ Kit)  See fewer,Members only,Operation Mekong (2016)
Ken Leong Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Andy Yuen Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Leonardo Haw Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Sze Kong Yeoh Chinese Elite Squad  Chinese Elite Squad  See fewer,Members only,Operation Mekong (2016)
Ganesh Acharya Mr. Zar (as Acharya Vishwanath Govind)  Mr. Zar (as Acharya Vishwanath Govind)  See fewer,Members only,Bajirao Mastani (2015)
Nitidet Chery Junphli General Bita  General Bita  See fewer,Members only,Operation Mekong (2016)
Oak Keerati Wala (as Keerati Sivakuae)  Wala (as Keerati Sivakuae)  See fewer,Members only,The Impossible (2012)
Aiyaret Junamroong Nah Htuu  Nah Htuu  See fewer,Members only,Operation Mekong (2016)
