Name,STARmeter,Known for
Clive Owen Louis Salinger  Louis Salinger  See fewer,Top 5000,Closer (I) (2004)
Naomi Watts Eleanor Whitman  Eleanor Whitman  See fewer,Top 5000,Mulholland Drive (2001)
Armin Mueller-Stahl Wilhelm Wexler  Wilhelm Wexler  See fewer,Members only,Eastern Promises (2007)
Ulrich Thomsen Jonas Skarssen  Jonas Skarssen  See fewer,Members only,The Celebration (1998)
Brían F. O'Byrne The Consultant  The Consultant  See fewer,Members only,Million Dollar Baby (2004)
Michel Voletti Viktor Haas  Viktor Haas  See fewer,Members only,Plus belle la vie (2004)
Patrick Baladi Martin White  Martin White  See fewer,Members only,The Office (2001)
Jay Villiers Francis Ehames  Francis Ehames  See fewer,Members only,Henry V (1989)
Fabrice Scott Nicolai Yeshinski  Nicolai Yeshinski  See fewer,Members only,Marie Antoinette (2006)
Haluk Bilginer Ahmet Sunay  Ahmet Sunay  See fewer,Members only,Winter Sleep (2014)
Luca Barbareschi Umberto Calvini (as Luca Giorgio Barbareschi)  Umberto Calvini (as Luca Giorgio Barbareschi)  See fewer,Members only,Cannibal Holocaust (1980)
Alessandro Fabrizi Inspector Alberto Cerutti  Inspector Alberto Cerutti  See fewer,Members only,Inferno (I) (2016)
Felix Solis Detective Iggy Ornelas  Detective Iggy Ornelas  See fewer,Members only,The Forgotten (2004)
Jack McGee Detective Bernie Ward  Detective Bernie Ward  See fewer,Members only,The Fighter (I) (2010)
Nilaja Sun Detective Gloria Hubbard  Detective Gloria Hubbard  See fewer,Members only,Madam Secretary (2014)
Steven Randazzo Al Moody  Al Moody  See fewer,Members only,Ali (2001)
Tibor Feldman Dr. Isaacson  Dr. Isaacson  See fewer,Members only,Enchanted (2007)
James Rebhorn New York D.A.  New York D.A.  See fewer,Members only,Independence Day (1996)
Remy Auberjonois Sam Purvitz  Sam Purvitz  See fewer,Members only,Blood Stripe (2016)
Ty Jones Eli Cassel  Eli Cassel  See fewer,Members only,Power (I) (2014)
Ian Burfield Thomas Schumer  Thomas Schumer  See fewer,Members only,V for Vendetta (2005)
Peter Jordan Berlin Doctor  Berlin Doctor  See fewer,Members only,Soul Kitchen (2009)
Axel Milberg Klaus Diemer  Klaus Diemer  See fewer,Members only,Tatort (1970)
Thomas Morris Chief Inspector Reinhard Schmidt  Chief Inspector Reinhard Schmidt  See fewer,Members only,Angels & Demons (2009)
Oliver Trautwein Dietmar Berghoff  Dietmar Berghoff  See fewer,Members only,Tatort (1970)
Luigi Di Fiore Carabinieri Captain  Carabinieri Captain  See fewer,Members only,A Room with a View (1985)
