Name,STARmeter,Known for
Eva Green Susan  Susan  See fewer,Top 500,Casino Royale (2006)
Lauren Tempany Girl in Bed  Girl in Bed  See fewer,Members only,Perfect Sense (2011)
Ewan McGregor Michael  Michael  See fewer,Top 500,Moulin Rouge! (2001)
Connie Nielsen Jenny  Jenny  See fewer,Top 500,Gladiator (2000)
Denis Lawson Boss  Boss  See fewer,Members only,Star Wars: Episode IV - A New Hope (1977)
Stephen Dillane Stephen Montgomery  Stephen Montgomery  See fewer,Members only,The Hours (2002)
Shabana Akhtar Bakhsh Nurse (as Shabana Bakhsh)  Nurse (as Shabana Bakhsh)  See fewer,Members only,Ae Fond Kiss (2004)
Caroline Paterson Woman at Hospital  Woman at Hospital  See fewer,Members only,Tinsel Town (2000)
Malcolm Shields Patient  Patient  See fewer,Members only,"I, Daniel Blake (2016)"
Judith Anne Christie Waitress  Waitress  See fewer,Members only,Perfect Sense (2011)
Ewen Bremner James  James  See fewer,Top 5000,Trainspotting (1996)
Richard Mack Apprentice Chef Richard  Apprentice Chef Richard  See fewer,Members only,Still Game (2002)
Alastair Mackenzie Virologist  Virologist  See fewer,Members only,Monarch of the Glen (2000)
Anamaria Marinca Street Performer  Street Performer  See fewer,Members only,"4 Months, 3 Weeks and 2 Days (2007)"
Juliet Cadzow Wife at Grave  Wife at Grave  See fewer,Members only,The Wicker Man (1973)
Tam Dean Burn Husband at Grave  Husband at Grave  See fewer,Members only,War Horse (2011)
Ferosa Mackenzie Jenny's Daughter  Jenny's Daughter  See fewer,Members only,Outlaw King (2018)
Luke McKenzie Jenny's Son  Jenny's Son  See fewer,Members only,Wentworth (2013)
Gilly Gilchrist Doctor  Doctor  See fewer,Members only,Starred Up (2013)
Barbara Rafferty Woman in Car Park  Woman in Car Park  See fewer,Members only,The Last King of Scotland (2006)
Siu Hun Li Thai Scientist  Thai Scientist  See fewer,Members only,Johnny English Reborn (2011)
Stephen McCole Nice Official  Nice Official  See fewer,Members only,Rushmore (1998)
Paul Thomas Hickey Grumpy Official  Grumpy Official  See fewer,Members only,Shell (I) (2012)
Liz Strange Deaf Customer  Deaf Customer  See fewer,Members only,Night Is Day: The Movie (2012)
Katy Engels Narrator (voice)  Narrator (voice)  See fewer,Members only,Cloud Atlas (2012)
John Mulkeen Chef de Partie  Chef de Partie  See fewer,Members only,Scout's Safari (2002)
David Monaghan Chef de Partie  Chef de Partie  See fewer,Members only,The Green (2010)
Karen Hepburn Pastry Chef  Pastry Chef  See fewer,Members only,Hercules (1997)
Sean Early Pastry Chef  Pastry Chef  See fewer,Members only,Perfect Sense (2011)
Oscar Balmaseda Villoslada Waiter  Waiter  See fewer,Members only,If It Were Done
Max Barr Waiter  Waiter  See fewer,Members only,Escargots (2010)
Amjad Mobarak Waiter  Waiter  See fewer,Members only,Perfect Sense (2011)
Joni Mackay Waitress  Waitress  See fewer,Members only,Perfect Sense (2011)
James Watson Crying Bus Driver  Crying Bus Driver  See fewer,Members only,Dune (2000)
Trish Mullin School Teacher  School Teacher  See fewer,Members only,Up There (2011)
Fiona Danskin Crying Traffic Warden  Crying Traffic Warden  See fewer,Members only,Half Moon Investigations (2009)
Duncan Airlie James Kickboxer (as Duncan James)  Kickboxer (as Duncan James)  See fewer,Members only,Outlaw King (2018)
Lewis Roberts Boy in Sweet Shop  Boy in Sweet Shop  See fewer,Members only,Perfect Sense (2011)
Ian Sexon Crying Man in Stadium  Crying Man in Stadium  See fewer,Members only,Lord of Darkness (2012)
John Conroy Wizard  Wizard  See fewer,Members only,Perfect Sense (2011)
George Robertson Crying Fishmonger  Crying Fishmonger  See fewer,Members only,My 90-Year-Old Roommate (2016)
Iain Lamont Food Frenzy Fishmonger  Food Frenzy Fishmonger  See fewer,Members only,Perfect Sense (2011)
James Ward Food Frenzy Fishmonger  Food Frenzy Fishmonger  See fewer,Members only,Perfect Sense (2011)
Paul McCormack Food Frenzy Fishmonger  Food Frenzy Fishmonger  See fewer,Members only,Perfect Sense (2011)
Robert Hughes Food Frenxy Fishmonger  Food Frenxy Fishmonger  See fewer,Members only,Perfect Sense (2011)
Ian Workman Food Frenzy Customer  Food Frenzy Customer  See fewer,Members only,Perfect Sense (2011)
Allan Brown Food Critic  Food Critic  See fewer,Members only,Perfect Sense (2011)
Perry Costello Shopkeeper with Gun  Shopkeeper with Gun  See fewer,Members only,The Tournament (2009)
Frank McCabe Emergency Response  Emergency Response  See fewer,Members only,Perfect Sense (2011)
Brad Askew Emergency Response  Emergency Response  See fewer,Members only,Perfect Sense (2011)
Euan Williamson Homeguard  Homeguard  See fewer,Members only,Substation (2011)
Paul Lambie Man getting Tattoo  Man getting Tattoo  See fewer,Members only,Doomsday (2008)
Des Hamilton Jenny's Husband  Jenny's Husband  See fewer,Members only,Anthropoid (2016)
Gregor Gillespie Cyclist (uncredited)  Cyclist (uncredited)  See fewer,Members only,Rebus (2000)
Andrew O'Donnell Night Clubber (uncredited)  Night Clubber (uncredited)  See fewer,Members only,Sullivan's Wild Scotland: The Coast
Adam Smith Virology Technician (uncredited)  Virology Technician (uncredited)  See fewer,Members only,Mausam (2011)
Gillean Young Old Folks' Home Nurse (uncredited)  Old Folks' Home Nurse (uncredited)  See fewer,Members only,Love Bite (2012)
