Name,STARmeter,Known for
Priyanka Chopra Kiara  Kiara  See fewer,Top 5000,Baywatch (2017)
Carl Marino Airport Couple  Airport Couple  See fewer,Members only,Homicide Hunter: Lt. Joe Kenda (2011)
Ranbir Kapoor Akash  Akash  See fewer,Members only,Rockstar (2011)
Aubrey K. Miller Party Kid  Party Kid  See fewer,Members only,Just Add Magic (2015)
Pooja Kumar Peshto  Peshto  See fewer,Members only,Vishwaroopam (2013)
Ilona Marino Airport Couple (as Ilona Gugan)  Airport Couple (as Ilona Gugan)  See fewer,Members only,The World's Astonishing News! (2000)
Zayed Khan Kunal  Kunal  See fewer,Members only,I'm Always Here (2004)
Kumar Pallana  Actor  Actor  See fewer,Members only,The Terminal (2004)
Edward Sonnenblick Emmanuel  Emmanuel  See fewer,Members only,Kesari (2019)
Adrian Bustamante Chaperone (as Raul Bustamante)  Chaperone (as Raul Bustamante)  See fewer,Members only,Lethal Weapon (2016)
Tanvi Azmi Doctor  Doctor  See fewer,Members only,Bajirao Mastani (2015)
Joy Sengupta  Actor  Actor  See fewer,Members only,68 Pages (2007)
Vishal Malhotra Akash's Friend  Akash's Friend  See fewer,Members only,Happy New Year (I) (2014)
Sucheta Khanna  Actress  Actress  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Nakul Kamte Kiara's Dad  Kiara's Dad  See fewer,Members only,Lagaan: Once Upon a Time in India (2001)
Sabrina Schaumburg Joan  Joan  See fewer,Members only,Cutting Chai (2011)
Sophia Revelli Cheerleader  Cheerleader  See fewer,Members only,Longhorns (2011)
Jade Haviland Bollywood Dancer  Bollywood Dancer  See fewer,Members only,Secretos (2004)
Zach Mami Gay Bar Patron (as Zachary Mami)  Gay Bar Patron (as Zachary Mami)  See fewer,Members only,The Emergence (2011)
Stephanie Aguilar Cafe Waitress  Cafe Waitress  See fewer,Members only,My Name Is Khan (2010)
Sudip Chatterjee  Actor (as Sudeep Chatterjee)  Actor (as Sudeep Chatterjee)  See fewer,Members only,Premer Katha Koli (2011)
Shaun Webb Car thief  Car thief  See fewer,Members only,Kites (I) (2010)
Andrew Mearing Cafe Customer  Cafe Customer  See fewer,Members only,Anjaana Anjaani (2010)
Kenneth Mearing Cafe Customer  Cafe Customer  See fewer,Members only,Anjaana Anjaani (2010)
Anil Mehta  Actor  Actor  See fewer,Members only,Anjaana Anjaani (2010)
Ryan Harpole Park Attendant  Park Attendant  See fewer,Members only,I Wanted Our Summer (2019)
Dan Herman Male Caroler  Male Caroler  See fewer,Members only,M.O.P.Z. (2016)
Sina Hajhassan Young Akash (as Sina Hajassan)  Young Akash (as Sina Hajassan)  See fewer,Members only,Anjaana Anjaani (2010)
Laurie Folkes Homeless Man  Homeless Man  See fewer,Members only,A Year and Change (2015)
Daniela Mercado Woman Caroler  Woman Caroler  See fewer,Members only,Ass Backwards (2013)
Harry Mearing Business Man  Business Man  See fewer,Members only,The Last Airbender (2010)
David Firefly Customer in Strip Club (uncredited)  Customer in Strip Club (uncredited)  See fewer,Members only,Frenchy
Marcus Hinton Mark (uncredited)  Mark (uncredited)  See fewer,Members only,Path of Reason (2016)
Roni Mazumdar Extra (uncredited)  Extra (uncredited)  See fewer,Members only,9 Eleven (2011)
Damien Metz Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,USS Angeles: The Price of Duty (1998)
Rajeev Pahuja Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,English Vinglish (2012)
Jeremiah Turner Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,Macbeth (I) (2013)
