Name,STARmeter,Known for
Tamer Nafar Kareem  Kareem  See fewer,Members only,Time Out of Mind (2014)
Samar Qupty Manar  Manar  See fewer,Members only,Kidon (2013)
Salwa Nakkara Kareem's Mother  Kareem's Mother  See fewer,Members only,Divine Intervention (2002)
Said Dasuki Talal (as Saeed Dassuki)  Talal (as Saeed Dassuki)  See fewer,Members only,Prisoners of War (2009)
Adeeb Safadi Yousef  Yousef  See fewer,Members only,The Reports on Sarah and Saleem (2018)
Tarik Kopty Abu-Talal  Abu-Talal  See fewer,Members only,The Promise (2011)
Sameh 'Saz' Zakout Amir  Amir  See fewer,Members only,Tel Aviv on Fire (2018)
Ayed Fadel Husam  Husam  See fewer,Members only,Yala al Amar (2011)
Hisham Suliman Sheikh  Sheikh  See fewer,Members only,Munich (2005)
Mariam Abu Khaled Mariam  Mariam  See fewer,Members only,Art/Violence (2013)
Michael Moshonov RPG  RPG  See fewer,Members only,The Little Drummer Girl (2018)
Maisa Abd Elhadi Lawyer  Lawyer  See fewer,Members only,The Angel (2018)
Byan Anteer Abu-Kareem  Abu-Kareem  See fewer,Members only,Homeland (2011)
Ghassan Ashkar Rashid  Rashid  See fewer,Members only,Fauda (2015)
Shirli Buganim TV host  TV host  See fewer,Members only,Naor's Friends (2006)
Elizabeth Gilboa Jewish mother  Jewish mother  See fewer,Members only,The Matchmaker (2010)
Yasmine Lavie Tali  Tali  See fewer,Members only,When Heroes Fly (2018)
Mahmoud More Sami  Sami  See fewer,Members only,Fauda (2015)
Adiv Sfadi Yusuf  Yusuf  See fewer,Members only,Fauda (2015)
