Name,STARmeter,Known for
Vadim Glowna Edmond  Edmond  See fewer,Members only,Desperado City (1981)
Angela Winkler Madame  Madame  See fewer,Members only,Suspiria (I) (2018)
Maximilian Schell Kogi / Edmond's friend  Kogi / Edmond's friend  See fewer,Members only,Judgment at Nuremberg (1961)
Birol Ünel Herr Gold / Treiber-Driver  Herr Gold / Treiber-Driver  See fewer,Members only,Head-On (2004)
Mona Glass Sekretärin  Sekretärin  See fewer,Members only,Alles Klara (2012)
Marina Weis Hausmädchen  Hausmädchen  See fewer,Members only,The Bourne Supremacy (2004)
Benjamin Cabuk Bänkelsänger  Bänkelsänger  See fewer,Members only,Tabu: The Soul Is a Stranger on Earth (2011)
Peter Luppa Prediger  Prediger  See fewer,Members only,Viehjud Levi (1999)
Maxime Foerste Maxime  Maxime  See fewer,Members only,Mostly Martha (2001)
Benjamin Seidel Benni  Benni  See fewer,Members only,Tatort (1970)
Raymond Tarabay Pall Bearer  Pall Bearer  See fewer,Members only,4 Blocks (2017)
Jacqueline Le Saunier Schlafende Schöne 1 / Sleeping beauty 1  Schlafende Schöne 1 / Sleeping beauty 1  See fewer,Members only,Autumn Blood (2013)
Babet Mader Schlafende Schöne 2 / Sleeping beauty 2  Schlafende Schöne 2 / Sleeping beauty 2  See fewer,Members only,Sløborn (2020)
Maria Burghardt Schlafende Schöne 3 / Sleeping beauty 3  Schlafende Schöne 3 / Sleeping beauty 3  See fewer,Members only,Gruber geht (2015)
Linda Elsner Schlafende Schöne 4 / Sleeping beauty 4  Schlafende Schöne 4 / Sleeping beauty 4  See fewer,Members only,Die Chefin (2012)
Sarah Swenshon Schlafende Schöne 5 / Sleeping beauty 5  Schlafende Schöne 5 / Sleeping beauty 5  See fewer,Members only,House of the Sleeping Beauties (2006)
Isabelle Wackers Schlafende Schöne 6 / Sleeping beauty 6  Schlafende Schöne 6 / Sleeping beauty 6  See fewer,Members only,Oblivio (2014)
