Name,STARmeter,Known for
Jason Bateman Himself  Himself  See fewer,Top 5000,Arrested Development (2003)
Will Arnett Himself  Himself  See fewer,Top 5000,Arrested Development (2003)
Isaiah Mustafa Himself  Himself  See fewer,Top 5000,It Chapter Two (2019)
Brett McKay Himself  Himself  See fewer,Members only,Mansome (2012)
Zach Galifianakis Himself  Himself  See fewer,Top 5000,The Hangover (2009)
Adam Carolla Himself  Himself  See fewer,Members only,The Man Show (1999)
John Waters Himself  Himself  See fewer,Members only,Pecker (1998)
Adam Garone Himself  Himself  See fewer,Members only,The Marilyn Denis Show (2011)
Wilford Brimley Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,Cocoon (1985)
Clark Gable Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,It Happened One Night (1934)
Freddie Mercury Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Metropolis (1927)
Salvador Dalí Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Spellbound (1945)
Christopher Lee Fu Manchu (archive footage)  Fu Manchu (archive footage)  See fewer,Top 5000,Star Wars: Episode II - Attack of the Clones (2002)
Charles Chaplin  Actor (archive footage)  Actor (archive footage)  See fewer,Top 5000,The Great Dictator (1940)
Timothy Nordwind Himself  Himself  See fewer,Members only,The Amazing Spider-Man 2 (2014)
Paul Rudd Himself  Himself  See fewer,7,Ant-Man (2015)
Jack Passion Himself  Himself  See fewer,Members only,Whisker Wars (2011)
Allan Peterkin Himself  Himself  See fewer,Members only,SexTV (1998)
Helen Fisher Herself  Herself  See fewer,Members only,Mansome (2012)
Dusty Hill Himself  Himself  See fewer,Members only,Armageddon (1998)
Billy Gibbons Himself  Himself  See fewer,Members only,Armageddon (1998)
Scott Ian Himself  Himself  See fewer,Members only,Ghosts of Mars (2001)
Judd Apatow Himself  Himself  See fewer,Top 5000,Girls (2012)
Phil Olsen Himself  Himself  See fewer,Members only,Mansome (2012)
Gerhard Schmidtbahn Himself  Himself  See fewer,Members only,Mansome (2012)
Franz Pill Himself  Himself  See fewer,Members only,Mansome (2012)
Michael Kimmel Himself  Himself  See fewer,Members only,Daddy Don't Go (2015)
Ernst Schuster Himself  Himself  See fewer,Members only,Mansome (2012)
Brook Frank Himself  Himself  See fewer,Members only,Mansome (2012)
Stefan Campbell Himself  Himself  See fewer,Members only,Mansome (2012)
White Kate Herself  Herself  See fewer,Members only,Mansome (2012)
Shawn Daivari Himself  Himself  See fewer,Members only,WWE SmackDown Live (1999)
Shawn Michaels Shawn Michaels (archive footage)  Shawn Michaels (archive footage)  See fewer,Members only,90 Feet from Home (2019)
Steve Austin  Actor (archive footage)  Actor (archive footage)  See fewer,Members only,The Condemned (2007)
Dwayne Johnson The Rock (archive footage)  The Rock (archive footage)  See fewer,Top 500,Jumanji: Welcome to the Jungle (2017)
Hulk Hogan  Actor (archive footage)  Actor (archive footage)  See fewer,Members only,Rocky III (1982)
Matt Morgan Himself  Himself  See fewer,Members only,WWE SmackDown Live (1999)
Dixie Carter Herself  Herself  See fewer,Members only,TNA iMPACT! Wrestling (2004)
Brett Barnes Himself  Himself  See fewer,Members only,Mansome (2012)
Pat Kenney Himself  Himself  See fewer,Members only,Mansome (2012)
Jeff Jarrett Himself  Himself  See fewer,Members only,Mansome (2012)
Donnie Hawley Himself  Himself  See fewer,Members only,There Ain't No Shear Luck
Ricky King Himself  Himself  See fewer,Members only,Mansome (2012)
Adam Baker Himself  Himself  See fewer,Members only,Mansome (2012)
Bob Baker Himself  Himself  See fewer,Members only,Mansome (2012)
Michael Harr Himself  Himself  See fewer,Members only,Mansome (2012)
Kamal Nuru Himself  Himself  See fewer,Members only,Mansome (2012)
Martial Vivot Himself  Himself  See fewer,Members only,Mansome (2012)
Carmine Pisacreta Himself  Himself  See fewer,Members only,Mansome (2012)
John Vairo Himself  Himself  See fewer,Members only,Mansome (2012)
Ricky Manchanda Himself  Himself  See fewer,Members only,Mansome (2012)
Davinder Manchanda Herself  Herself  See fewer,Members only,Mansome (2012)
Emily Haniff Herself  Herself  See fewer,Members only,Mansome (2012)
Neal Schultz Himself / Dr. Neal Schultz  Himself / Dr. Neal Schultz  See fewer,Members only,Mansome (2012)
JC Coccoli Herself (uncredited)  Herself (uncredited)  See fewer,Members only,Tooken (I) (2015)
Björn Gelotte Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Saints Row IV (2013)
Chris McLaughlin Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Vacation (I) (2015)
Bill Mitchell Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Preserve (I) (2013)
Cari Moskow Herself (uncredited)  Herself (uncredited)  See fewer,Members only,Tarnished Notes (2016)
Adam Popp Himself (uncredited)  Himself (uncredited)  See fewer,Members only,9-1-1 (2018)
Morgan Spurlock Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Super Size Me (2004)
Doug Willen Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Second Coming (2016)
